substrate_UniProtAC	canonical_UniProtAC	substrate_genename	accession_is_isoform	needs_sequence_remap	canonical_counting_status	site_count_accession_level	label
Q9NYV4	Q9NYV4	CDK12	False	False	canonical_or_unversioned_accession	7	CDK12 (Q9NYV4)
Q7Z460	Q7Z460	CLASP1	False	False	canonical_or_unversioned_accession	7	CLASP1 (Q7Z460)
Q00610	Q00610	CLTC	False	False	canonical_or_unversioned_accession	7	CLTC (Q00610)
P55060	P55060	CSE1L	False	False	canonical_or_unversioned_accession	7	CSE1L (P55060)
O60716	O60716	CTNND1	False	False	canonical_or_unversioned_accession	7	CTNND1 (O60716)
Q96EP5	Q96EP5	DAZAP1	False	False	canonical_or_unversioned_accession	7	DAZAP1 (Q96EP5)
Q9NR30	Q9NR30	DDX21	False	False	canonical_or_unversioned_accession	7	DDX21 (Q9NR30)
Q9H2U1	Q9H2U1	DHX36	False	False	canonical_or_unversioned_accession	7	DHX36 (Q9H2U1)
O14641	O14641	DVL2	False	False	canonical_or_unversioned_accession	7	DVL2 (O14641)
B5ME19	B5ME19	EIF3CL	False	False	canonical_or_unversioned_accession	7	EIF3CL (B5ME19)
E7EUU4	E7EUU4	EIF4G1	False	False	canonical_or_unversioned_accession	7	EIF4G1 (E7EUU4)
P49327	P49327	FASN	False	False	canonical_or_unversioned_accession	7	FASN (P49327)
Q02790	Q02790	FKBP4	False	False	canonical_or_unversioned_accession	7	FKBP4 (Q02790)
B2ZZ83	B2ZZ83	FLNB	False	False	canonical_or_unversioned_accession	7	FLNB (B2ZZ83)
O14908	O14908	GIPC1	False	False	canonical_or_unversioned_accession	7	GIPC1 (O14908)
Q9P107	Q9P107	GMIP	False	False	canonical_or_unversioned_accession	7	GMIP (Q9P107)
P62805	P62805	HIST1H4A	False	False	canonical_or_unversioned_accession	7	HIST1H4A (P62805)
Q99729	Q99729	HNRNPAB	False	False	canonical_or_unversioned_accession	7	HNRNPAB (Q99729)
O14979	O14979	HNRNPDL	False	False	canonical_or_unversioned_accession	7	HNRNPDL (O14979)
P52597	P52597	HNRNPF	False	False	canonical_or_unversioned_accession	7	HNRNPF (P52597)
P14625	P14625	HSP90B1	False	False	canonical_or_unversioned_accession	7	HSP90B1 (P14625)
H0YG33	H0YG33	HSPA1B	False	False	canonical_or_unversioned_accession	7	HSPA1B (H0YG33)
P38646	P38646	HSPA9	False	False	canonical_or_unversioned_accession	7	HSPA9 (P38646)
P04792	P04792	HSPB1	False	False	canonical_or_unversioned_accession	7	HSPB1 (P04792)
E7EVU8	E7EVU8	HUWE1	False	False	canonical_or_unversioned_accession	7	HUWE1 (E7EVU8)
O15357	O15357	INPPL1	False	False	canonical_or_unversioned_accession	7	INPPL1 (O15357)
Q8IU81	Q8IU81	IRF2BP1	False	False	canonical_or_unversioned_accession	7	IRF2BP1 (Q8IU81)
Q2LD37	Q2LD37	KIAA1109	False	False	canonical_or_unversioned_accession	7	KIAA1109 (Q2LD37)
P02538	P02538	KRT6A	False	False	canonical_or_unversioned_accession	7	KRT6A (P02538)
Q659C4	Q659C4	LARP1B	False	False	canonical_or_unversioned_accession	7	LARP1B (Q659C4)
Q71RC2	Q71RC2	LARP4	False	False	canonical_or_unversioned_accession	7	LARP4 (Q71RC2)
P25205	P25205	MCM3	False	False	canonical_or_unversioned_accession	7	MCM3 (P25205)
Q14566	Q14566	MCM6	False	False	canonical_or_unversioned_accession	7	MCM6 (Q14566)
Q7L2J0	Q7L2J0	MEPCE	False	False	canonical_or_unversioned_accession	7	MEPCE (Q7L2J0)
Q5JRA6	Q5JRA6	MIA3	False	False	canonical_or_unversioned_accession	7	MIA3 (Q5JRA6)
P49959	P49959	MRE11	False	False	canonical_or_unversioned_accession	7	MRE11 (P49959)
Q96DH6	Q96DH6	MSI2	False	False	canonical_or_unversioned_accession	7	MSI2 (Q96DH6)
Q9Y6Q9	Q9Y6Q9	NCOA3	False	False	canonical_or_unversioned_accession	7	NCOA3 (Q9Y6Q9)
Q8WUM4	Q8WUM4	PDCD6IP	False	False	canonical_or_unversioned_accession	7	PDCD6IP (Q8WUM4)
P30101	P30101	PDIA3	False	False	canonical_or_unversioned_accession	7	PDIA3 (P30101)
Q9NR12	Q9NR12	PDLIM7	False	False	canonical_or_unversioned_accession	7	PDLIM7 (Q9NR12)
Q13608	Q13608	PEX6	False	False	canonical_or_unversioned_accession	7	PEX6 (Q13608)
P17858	P17858	PFKL	False	False	canonical_or_unversioned_accession	7	PFKL (P17858)
Q99959	Q99959	PKP2	False	False	canonical_or_unversioned_accession	7	PKP2 (Q99959)
Q96HA1	Q96HA1	POM121	False	False	canonical_or_unversioned_accession	7	POM121 (Q96HA1)
Q8WUA2	Q8WUA2	PPIL4	False	False	canonical_or_unversioned_accession	7	PPIL4 (Q8WUA2)
Q96LA8	Q96LA8	PRMT6	False	False	canonical_or_unversioned_accession	7	PRMT6 (Q96LA8)
P79522	P79522	PRR3	False	False	canonical_or_unversioned_accession	7	PRR3 (P79522)
A0A1C7CYW6	A0A1C7CYW6	RAB34	False	False	canonical_or_unversioned_accession	7	RAB34 (A0A1C7CYW6)
Q5T8P6	Q5T8P6	RBM26	False	False	canonical_or_unversioned_accession	7	RBM26 (Q5T8P6)
Q14498	Q14498	RBM39	False	False	canonical_or_unversioned_accession	7	RBM39 (Q14498)
O43598	O43598	RCL	False	False	canonical_or_unversioned_accession	7	RCL (O43598)
Q9P2R6	Q9P2R6	RERE	False	False	canonical_or_unversioned_accession	7	RERE (Q9P2R6)
Q96BH1	Q96BH1	RNF25	False	False	canonical_or_unversioned_accession	7	RNF25 (Q96BH1)
Q07020	Q07020	RPL18	False	False	canonical_or_unversioned_accession	7	RPL18 (Q07020)
P62249	P62249	RPS16	False	False	canonical_or_unversioned_accession	7	RPS16 (P62249)
B7ZLM3	B7ZLM3	SAP130	False	False	canonical_or_unversioned_accession	7	SAP130 (B7ZLM3)
Q9H0E3	Q9H0E3	SAP130	False	False	canonical_or_unversioned_accession	7	SAP130 (Q9H0E3)
Q15020	Q15020	SART3	False	False	canonical_or_unversioned_accession	7	SART3 (Q15020)
Q14160	Q14160	SCRIB	False	False	canonical_or_unversioned_accession	7	SCRIB (Q14160)
O15047	O15047	SETD1A	False	False	canonical_or_unversioned_accession	7	SETD1A (O15047)
Q96FS4	Q96FS4	SIPA1	False	False	canonical_or_unversioned_accession	7	SIPA1 (Q96FS4)
Q14683	Q14683	SMC1A	False	False	canonical_or_unversioned_accession	7	SMC1A (Q14683)
P53814	P53814	SMTN	False	False	canonical_or_unversioned_accession	7	SMTN (P53814)
Q7KZF4	Q7KZF4	SND1	False	False	canonical_or_unversioned_accession	7	SND1 (Q7KZF4)
Q96DI7	Q96DI7	SNRNP40	False	False	canonical_or_unversioned_accession	7	SNRNP40 (Q96DI7)
P08621	P08621	SNRNP70	False	False	canonical_or_unversioned_accession	7	SNRNP70 (P08621)
Q08170	Q08170	SRSF4	False	False	canonical_or_unversioned_accession	7	SRSF4 (Q08170)
Q9HCD6	Q9HCD6	TANC2	False	False	canonical_or_unversioned_accession	7	TANC2 (Q9HCD6)
P04637	P04637	TP53	False	False	canonical_or_unversioned_accession	7	TP53 (P04637)
P07437	P07437	TUBB	False	False	canonical_or_unversioned_accession	7	TUBB (P07437)
O95071	O95071	UBR5	False	False	canonical_or_unversioned_accession	7	UBR5 (O95071)
Q8TF74	Q8TF74	WIPF2	False	False	canonical_or_unversioned_accession	7	WIPF2 (Q8TF74)
Q5VUA4	Q5VUA4	ZNF318	False	False	canonical_or_unversioned_accession	7	ZNF318 (Q5VUA4)
Q08043	Q08043	ACTN3	False	False	canonical_or_unversioned_accession	6	ACTN3 (Q08043)
Q9H2P0	Q9H2P0	ADNP	False	False	canonical_or_unversioned_accession	6	ADNP (Q9H2P0)
Q5VTE6	Q5VTE6	ANGEL2	False	False	canonical_or_unversioned_accession	6	ANGEL2 (Q5VTE6)
Q8IWZ3	Q8IWZ3	ANKHD1	False	False	canonical_or_unversioned_accession	6	ANKHD1 (Q8IWZ3)
Q96PE2	Q96PE2	ARHGEF17	False	False	canonical_or_unversioned_accession	6	ARHGEF17 (Q96PE2)
Q8IZT6	Q8IZT6	ASPM	False	False	canonical_or_unversioned_accession	6	ASPM (Q8IZT6)
F5H3A1	F5H3A1	ATP1A1	False	False	canonical_or_unversioned_accession	6	ATP1A1 (F5H3A1)
P05023	P05023	ATP1A1	False	False	canonical_or_unversioned_accession	6	ATP1A1 (P05023)
P25705	P25705	ATP5A1	False	False	canonical_or_unversioned_accession	6	ATP5A1 (P25705)
P21281	P21281	ATP6V1B2	False	False	canonical_or_unversioned_accession	6	ATP6V1B2 (P21281)
Q9UIF9	Q9UIF9	BAZ2A	False	False	canonical_or_unversioned_accession	6	BAZ2A (Q9UIF9)
Q9C0K0	Q9C0K0	BCL11B	False	False	canonical_or_unversioned_accession	6	BCL11B (Q9C0K0)
O00512	O00512	BCL9	False	False	canonical_or_unversioned_accession	6	BCL9 (O00512)
Q6ZUT6	Q6ZUT6	C15orf52	False	False	canonical_or_unversioned_accession	6	C15orf52 (Q6ZUT6)
Q9NZU7	Q9NZU7	CABP1	False	False	canonical_or_unversioned_accession	6	CABP1 (Q9NZU7)
Q8WXE0	Q8WXE0	CASKIN2	False	False	canonical_or_unversioned_accession	6	CASKIN2 (Q8WXE0)
Q16204	Q16204	CCDC6	False	False	canonical_or_unversioned_accession	6	CCDC6 (Q16204)
Q00587	Q00587	CDC42EP1	False	False	canonical_or_unversioned_accession	6	CDC42EP1 (Q00587)
Q9P2M7	Q9P2M7	CGN	False	False	canonical_or_unversioned_accession	6	CGN (Q9P2M7)
Q96JM3	Q96JM3	CHAMP1	False	False	canonical_or_unversioned_accession	6	CHAMP1 (Q96JM3)
O14647	O14647	CHD2	False	False	canonical_or_unversioned_accession	6	CHD2 (O14647)
Q14839	Q14839	CHD4	False	False	canonical_or_unversioned_accession	6	CHD4 (Q14839)
X6R700	X6R700	CHTOP	False	False	canonical_or_unversioned_accession	6	CHTOP (X6R700)
Q96RK0	Q96RK0	CIC	False	False	canonical_or_unversioned_accession	6	CIC (Q96RK0)
Q14008	Q14008	CKAP5	False	False	canonical_or_unversioned_accession	6	CKAP5 (Q14008)
Q8NFW8	Q8NFW8	CMAS	False	False	canonical_or_unversioned_accession	6	CMAS (Q8NFW8)
P62633	P62633	CNBP	True	True	isoform_needs_sequence_remap	6	CNBP (P62633) *
P17812	P17812	CTPS	False	False	canonical_or_unversioned_accession	6	CTPS (P17812)
Q58WW2	Q58WW2	DCAF6	False	False	canonical_or_unversioned_accession	6	DCAF6 (Q58WW2)
Q9NSV4	Q9NSV4	DIAPH3	False	False	canonical_or_unversioned_accession	6	DIAPH3 (Q9NSV4)
P50570	P50570	DNM2	False	False	canonical_or_unversioned_accession	6	DNM2 (P50570)
P26358	P26358	DNMT1	False	False	canonical_or_unversioned_accession	6	DNMT1 (P26358)
Q86UW9	Q86UW9	DTX2	False	False	canonical_or_unversioned_accession	6	DTX2 (Q86UW9)
O75319	O75319	DUSP11	False	False	canonical_or_unversioned_accession	6	DUSP11 (O75319)
Q92997	Q92997	DVL3	False	False	canonical_or_unversioned_accession	6	DVL3 (Q92997)
P68104	P68104	EEF1A1	False	False	canonical_or_unversioned_accession	6	EEF1A1 (P68104)
Q05639	Q05639	EEF1A2	False	False	canonical_or_unversioned_accession	6	EEF1A2 (Q05639)
Q15029	Q15029	EFTUD2	False	False	canonical_or_unversioned_accession	6	EFTUD2 (Q15029)
O15371	O15371	EIF3D	False	False	canonical_or_unversioned_accession	6	EIF3D (O15371)
Q9NRA8	Q9NRA8	EIF4ENIF1	False	False	canonical_or_unversioned_accession	6	EIF4ENIF1 (Q9NRA8)
Q15717	Q15717	ELAVL1	False	False	canonical_or_unversioned_accession	6	ELAVL1 (Q15717)
P50548	P50548	ERF	False	False	canonical_or_unversioned_accession	6	ERF (P50548)
Q86X51	Q86X51	EZHIP	False	False	canonical_or_unversioned_accession	6	EZHIP (Q86X51)
P15311	P15311	EZR	False	False	canonical_or_unversioned_accession	6	EZR (P15311)
Q9Y3I1	Q9Y3I1	FBXO7	False	False	canonical_or_unversioned_accession	6	FBXO7 (Q9Y3I1)
P21333	P21333	FLNA	False	False	canonical_or_unversioned_accession	6	FLNA (P21333)
P55789	P55789	GFER	False	False	canonical_or_unversioned_accession	6	GFER (P55789)
P63244	P63244	GNB2L1	False	False	canonical_or_unversioned_accession	6	GNB2L1 (P63244)
O43824	O43824	GTPBP6	False	False	canonical_or_unversioned_accession	6	GTPBP6 (O43824)
Q16695	Q16695	H3-4	False	False	canonical_or_unversioned_accession	6	H3-4 (Q16695)
P34932	P34932	HSPA4	False	False	canonical_or_unversioned_accession	6	HSPA4 (P34932)
Q12905	Q12905	ILF2	False	False	canonical_or_unversioned_accession	6	ILF2 (Q12905)
Q15735	Q15735	INPP5J	False	False	canonical_or_unversioned_accession	6	INPP5J (Q15735)
Q9P0J7	Q9P0J7	KCMF1	False	False	canonical_or_unversioned_accession	6	KCMF1 (Q9P0J7)
O15037	O15037	KHNYN	False	False	canonical_or_unversioned_accession	6	KHNYN (O15037)
A7E2V4	A7E2V4	KIAA0913	False	False	canonical_or_unversioned_accession	6	KIAA0913 (A7E2V4)
P35908	P35908	KRT2	False	False	canonical_or_unversioned_accession	6	KRT2 (P35908)
Q9P2J5	Q9P2J5	LARS	False	False	canonical_or_unversioned_accession	6	LARS (Q9P2J5)
Q8NC56	Q8NC56	LEMD2	False	False	canonical_or_unversioned_accession	6	LEMD2 (Q8NC56)
Q8WWI1	Q8WWI1	LMO7	False	False	canonical_or_unversioned_accession	6	LMO7 (Q8WWI1)
P83369	P83369	LSM11	False	False	canonical_or_unversioned_accession	6	LSM11 (P83369)
Q9NU22	Q9NU22	MDN1	False	False	canonical_or_unversioned_accession	6	MDN1 (Q9NU22)
Q9HCE5	Q9HCE5	METTL14	False	False	canonical_or_unversioned_accession	6	METTL14 (Q9HCE5)
Q96PC5	Q96PC5	MIA2	False	False	canonical_or_unversioned_accession	6	MIA2 (Q96PC5)
P49959	P49959	MRE11A	False	False	canonical_or_unversioned_accession	6	MRE11A (P49959)
P52701	P52701	MSH6	False	False	canonical_or_unversioned_accession	6	MSH6 (P52701)
Q7Z406	Q7Z406	MYH14	False	False	canonical_or_unversioned_accession	6	MYH14 (Q7Z406)
P07197	P07197	NEFM	False	False	canonical_or_unversioned_accession	6	NEFM (P07197)
P22392	P22392	NME2	False	False	canonical_or_unversioned_accession	6	NME2 (P22392)
Q14978	Q14978	NOLC1	False	False	canonical_or_unversioned_accession	6	NOLC1 (Q14978)
O00567	O00567	NOP56	False	False	canonical_or_unversioned_accession	6	NOP56 (O00567)
P55786	P55786	NPEPPS	False	False	canonical_or_unversioned_accession	6	NPEPPS (P55786)
Q8WUM0	Q8WUM0	NUP133	False	False	canonical_or_unversioned_accession	6	NUP133 (Q8WUM0)
E9PFU1	E9PFU1	PDCD6IP	False	False	canonical_or_unversioned_accession	6	PDCD6IP (E9PFU1)
O15067	O15067	PFAS	False	False	canonical_or_unversioned_accession	6	PFAS (O15067)
F2Z2J9	F2Z2J9	PGAM1	False	False	canonical_or_unversioned_accession	6	PGAM1 (F2Z2J9)
O43175	O43175	PHGDH	False	False	canonical_or_unversioned_accession	6	PHGDH (O43175)
P14618	P14618	PKM2	False	False	canonical_or_unversioned_accession	6	PKM2 (P14618)
Q16512	Q16512	PKN1	False	False	canonical_or_unversioned_accession	6	PKN1 (Q16512)
Q9Y2H5	Q9Y2H5	PLEKHA6	False	False	canonical_or_unversioned_accession	6	PLEKHA6 (Q9Y2H5)
Q9H307	Q9H307	PNN	False	False	canonical_or_unversioned_accession	6	PNN (Q9H307)
O75400	O75400	PRPF40A	False	False	canonical_or_unversioned_accession	6	PRPF40A (O75400)
Q9ULL5	Q9ULL5	PRR12	False	False	canonical_or_unversioned_accession	6	PRR12 (Q9ULL5)
Q9H3S7	Q9H3S7	PTPN23	False	False	canonical_or_unversioned_accession	6	PTPN23 (Q9H3S7)
Q8TB72	Q8TB72	PUM2	False	False	canonical_or_unversioned_accession	6	PUM2 (Q8TB72)
P06737	P06737	PYGL	False	False	canonical_or_unversioned_accession	6	PYGL (P06737)
Q09028	Q09028	RBBP4	False	False	canonical_or_unversioned_accession	6	RBBP4 (Q09028)
Q96T37	Q96T37	RBM15	False	False	canonical_or_unversioned_accession	6	RBM15 (Q96T37)
Q9P258	Q9P258	RCC2	False	False	canonical_or_unversioned_accession	6	RCC2 (Q9P258)
Q15293	Q15293	RCN1	False	False	canonical_or_unversioned_accession	6	RCN1 (Q15293)
P48382	P48382	RFX5	False	False	canonical_or_unversioned_accession	6	RFX5 (P48382)
P27635	P27635	RPL10	False	False	canonical_or_unversioned_accession	6	RPL10 (P27635)
P26373	P26373	RPL13	False	False	canonical_or_unversioned_accession	6	RPL13 (P26373)
P40429	P40429	RPL13A	False	False	canonical_or_unversioned_accession	6	RPL13A (P40429)
P61313	P61313	RPL15	False	False	canonical_or_unversioned_accession	6	RPL15 (P61313)
P49207	P49207	RPL34	False	False	canonical_or_unversioned_accession	6	RPL34 (P49207)
P46781	P46781	RPS9	False	False	canonical_or_unversioned_accession	6	RPS9 (P46781)
Q9H4B6	Q9H4B6	SAV1	False	False	canonical_or_unversioned_accession	6	SAV1 (Q9H4B6)
O95104	O95104	SCAF4	False	False	canonical_or_unversioned_accession	6	SCAF4 (O95104)
P34897	P34897	SHMT2	False	False	canonical_or_unversioned_accession	6	SHMT2 (P34897)
Q2M3G4	Q2M3G4	SHROOM1	False	False	canonical_or_unversioned_accession	6	SHROOM1 (Q2M3G4)
Q8ND83	Q8ND83	SLAIN1	False	False	canonical_or_unversioned_accession	6	SLAIN1 (Q8ND83)
Q9P270	Q9P270	SLAIN2	False	False	canonical_or_unversioned_accession	6	SLAIN2 (Q9P270)
Q9NWH9	Q9NWH9	SLTM	False	False	canonical_or_unversioned_accession	6	SLTM (Q9NWH9)
Q96GM5	Q96GM5	SMARCD1	False	False	canonical_or_unversioned_accession	6	SMARCD1 (Q96GM5)
Q86US8	Q86US8	SMG6	False	False	canonical_or_unversioned_accession	6	SMG6 (Q86US8)
P62314	P62314	SNRPD1	False	False	canonical_or_unversioned_accession	6	SNRPD1 (P62314)
P62318	P62318	SNRPD3	False	False	canonical_or_unversioned_accession	6	SNRPD3 (P62318)
P63162	P63162	SNRPN	False	False	canonical_or_unversioned_accession	6	SNRPN (P63162)
P31948	P31948	STIP1	False	False	canonical_or_unversioned_accession	6	STIP1 (P31948)
Q96SI9	Q96SI9	STRBP	False	False	canonical_or_unversioned_accession	6	STRBP (Q96SI9)
Q9Y5B9	Q9Y5B9	SUPT16H	False	False	canonical_or_unversioned_accession	6	SUPT16H (Q9Y5B9)
Q9Y6J9	Q9Y6J9	TAF6L	False	False	canonical_or_unversioned_accession	6	TAF6L (Q9Y6J9)
E7EPA7	E7EPA7	TKT	False	False	canonical_or_unversioned_accession	6	TKT (E7EPA7)
P42166	P42166	TMPO	False	False	canonical_or_unversioned_accession	6	TMPO (P42166)
P42167	P42167	TMPO	False	False	canonical_or_unversioned_accession	6	TMPO (P42167)
P11388	P11388	TOP2A	False	False	canonical_or_unversioned_accession	6	TOP2A (P11388)
P49411	P49411	TUFM	False	False	canonical_or_unversioned_accession	6	TUFM (P49411)
Q92900	Q92900	UPF1	False	False	canonical_or_unversioned_accession	6	UPF1 (Q92900)
P46939	P46939	UTRN	False	False	canonical_or_unversioned_accession	6	UTRN (P46939)
P12956	P12956	XRCC6	False	False	canonical_or_unversioned_accession	6	XRCC6 (P12956)
P54577	P54577	YARS	False	False	canonical_or_unversioned_accession	6	YARS (P54577)
Q9UPT8	Q9UPT8	ZC3H4	False	False	canonical_or_unversioned_accession	6	ZC3H4 (Q9UPT8)
Q9C0B5	Q9C0B5	ZDHHC5	False	False	canonical_or_unversioned_accession	6	ZDHHC5 (Q9C0B5)
Q96KR1	Q96KR1	ZFR	False	False	canonical_or_unversioned_accession	6	ZFR (Q96KR1)
Q8NAF0	Q8NAF0	ZNF579	False	False	canonical_or_unversioned_accession	6	ZNF579 (Q8NAF0)
Q5JTZ9	Q5JTZ9	AARS2	False	False	canonical_or_unversioned_accession	5	AARS2 (Q5JTZ9)
Q9NYB9	Q9NYB9	ABI2	False	False	canonical_or_unversioned_accession	5	ABI2 (Q9NYB9)
Q5TGY3	Q5TGY3	AHDC1	False	False	canonical_or_unversioned_accession	5	AHDC1 (Q5TGY3)
Q09666	Q09666	AHNAK	False	False	canonical_or_unversioned_accession	5	AHNAK (Q09666)
O95433	O95433	AHSA1	False	False	canonical_or_unversioned_accession	5	AHSA1 (O95433)
P50995	P50995	ANXA11	False	False	canonical_or_unversioned_accession	5	ANXA11 (P50995)
P08133	P08133	ANXA6	False	False	canonical_or_unversioned_accession	5	ANXA6 (P08133)
P27695	P27695	APEX1	False	False	canonical_or_unversioned_accession	5	APEX1 (P27695)
Q9BZZ5	Q9BZZ5	API5	False	False	canonical_or_unversioned_accession	5	API5 (Q9BZZ5)
Q9NWB6	Q9NWB6	ARGLU1	False	False	canonical_or_unversioned_accession	5	ARGLU1 (Q9NWB6)
Q9P227	Q9P227	ARHGAP23	False	False	canonical_or_unversioned_accession	5	ARHGAP23 (Q9P227)
O00192	O00192	ARVCF	False	False	canonical_or_unversioned_accession	5	ARVCF (O00192)
P08243	P08243	ASNS	False	False	canonical_or_unversioned_accession	5	ASNS (P08243)
P54259	P54259	ATN1	False	False	canonical_or_unversioned_accession	5	ATN1 (P54259)
P06576	P06576	ATP5B	False	False	canonical_or_unversioned_accession	5	ATP5B (P06576)
P38606	P38606	ATP6V1A	False	False	canonical_or_unversioned_accession	5	ATP6V1A (P38606)
A0A087WZX0	A0A087WZX0	BCL9L	False	False	canonical_or_unversioned_accession	5	BCL9L (A0A087WZX0)
Q9H3H3	Q9H3H3	C11orf68	False	False	canonical_or_unversioned_accession	5	C11orf68 (Q9H3H3)
O43497	O43497	CACNA1G	False	False	canonical_or_unversioned_accession	5	CACNA1G (O43497)
P35520	P35520	CBS	False	False	canonical_or_unversioned_accession	5	CBS (P35520)
Q96CT7	Q96CT7	CCDC124	False	False	canonical_or_unversioned_accession	5	CCDC124 (Q96CT7)
A5X2G7	A5X2G7	CDKN2A	False	False	canonical_or_unversioned_accession	5	CDKN2A (A5X2G7)
P38432	P38432	COIL	False	False	canonical_or_unversioned_accession	5	COIL (P38432)
P53618	P53618	COPB1	False	False	canonical_or_unversioned_accession	5	COPB1 (P53618)
P14868	P14868	DARS	False	False	canonical_or_unversioned_accession	5	DARS (P14868)
Q9H773	Q9H773	DCTPP1	False	False	canonical_or_unversioned_accession	5	DCTPP1 (Q9H773)
A0A1X7SBZ2	A0A1X7SBZ2	DDX17	False	False	canonical_or_unversioned_accession	5	DDX17 (A0A1X7SBZ2)
O00148	O00148	DDX39A	False	False	canonical_or_unversioned_accession	5	DDX39A (O00148)
Q13838	Q13838	DDX39B	False	False	canonical_or_unversioned_accession	5	DDX39B (Q13838)
A0A2R8YFS5	A0A2R8YFS5	DDX3X	False	False	canonical_or_unversioned_accession	5	DDX3X (A0A2R8YFS5)
Q86XP3	Q86XP3	DDX42	False	False	canonical_or_unversioned_accession	5	DDX42 (Q86XP3)
Q7L014	Q7L014	DDX46	False	False	canonical_or_unversioned_accession	5	DDX46 (Q7L014)
Q8TDD1	Q8TDD1	DDX54	False	False	canonical_or_unversioned_accession	5	DDX54 (Q8TDD1)
O75937	O75937	DNAJC8	False	False	canonical_or_unversioned_accession	5	DNAJC8 (O75937)
Q92785	Q92785	DPF2	False	False	canonical_or_unversioned_accession	5	DPF2 (Q92785)
P29692	P29692	EEF1D	False	False	canonical_or_unversioned_accession	5	EEF1D (P29692)
P60842	P60842	EIF4A1	False	False	canonical_or_unversioned_accession	5	EIF4A1 (P60842)
P58107	P58107	EPPK1	False	False	canonical_or_unversioned_accession	5	EPPK1 (P58107)
Q8IUD2	Q8IUD2	ERC1	False	False	canonical_or_unversioned_accession	5	ERC1 (Q8IUD2)
P38117	P38117	ETFB	False	False	canonical_or_unversioned_accession	5	ETFB (P38117)
B0QYK0	B0QYK0	EWSR1	False	False	canonical_or_unversioned_accession	5	EWSR1 (B0QYK0)
Q969W3	Q969W3	FAM104A	False	False	canonical_or_unversioned_accession	5	FAM104A (Q969W3)
Q9C073	Q9C073	FAM117A	False	False	canonical_or_unversioned_accession	5	FAM117A (Q9C073)
Q96EK7	Q96EK7	FAM120B	False	False	canonical_or_unversioned_accession	5	FAM120B (Q96EK7)
A8MUW5	A8MUW5	FAM98B	False	False	canonical_or_unversioned_accession	5	FAM98B (A8MUW5)
P39748	P39748	FEN1	False	False	canonical_or_unversioned_accession	5	FEN1 (P39748)
P98174	P98174	FGD1	False	False	canonical_or_unversioned_accession	5	FGD1 (P98174)
Q14315	Q14315	FLNC	False	False	canonical_or_unversioned_accession	5	FLNC (Q14315)
P85037	P85037	FOXK1	False	False	canonical_or_unversioned_accession	5	FOXK1 (P85037)
O95954	O95954	FTCD	False	False	canonical_or_unversioned_accession	5	FTCD (O95954)
O75494	O75494	FUSIP1	False	False	canonical_or_unversioned_accession	5	FUSIP1 (O75494)
P22083	P22083	FUT4	False	False	canonical_or_unversioned_accession	5	FUT4 (P22083)
P11413	P11413	G6PD	False	False	canonical_or_unversioned_accession	5	G6PD (P11413)
Q8TAE8	Q8TAE8	GADD45GIP1	False	False	canonical_or_unversioned_accession	5	GADD45GIP1 (Q8TAE8)
P04406	P04406	GAPDH	False	False	canonical_or_unversioned_accession	5	GAPDH (P04406)
