substrate_UniProtAC	substrate_UniProtAC_original	canonical_UniProtAC	accession_is_isoform	canonical_counting_status	substrate_genename	unique_sites_accession_level	source_accessions_original	source_families	needs_sequence_remap
C9JA08	C9JA08	C9JA08	False	canonical_or_unversioned_accession	NMD3	2	C9JA08	Maron2021	False
C9JDG0	C9JDG0	C9JDG0	False	canonical_or_unversioned_accession	DIAPH3	3	C9JDG0	Maron2021	False
C9JDN2	C9JDN2	C9JDN2	False	canonical_or_unversioned_accession	GRHL2	1	C9JDN2	Maron2021	False
C9JE52	C9JE52	C9JE52	False	canonical_or_unversioned_accession	PSME2	1	C9JE52	Maron2021	False
C9JEH3	C9JEH3	C9JEH3	False	canonical_or_unversioned_accession	AAMP	1	C9JEH3	Maron2021	False
C9JFD3	C9JFD3	C9JFD3	False	canonical_or_unversioned_accession	NCOR2	5	C9JFD3	Maron2021	False
C9JG80	C9JG80	C9JG80	False	canonical_or_unversioned_accession	61E3.4	1	C9JG80	Maron2021	False
C9JGD6	C9JGD6	C9JGD6	False	canonical_or_unversioned_accession	WNK2	1	C9JGD6	Maron2021	False
C9JIF9	C9JIF9	C9JIF9	False	canonical_or_unversioned_accession	APEH	2	C9JIF9	Maron2021	False
C9JJV1	C9JJV1	C9JJV1	False	canonical_or_unversioned_accession	TSSC4	2	C9JJV1	Maron2021	False
C9JLR9	C9JLR9	C9JLR9	False	canonical_or_unversioned_accession	C11orf95	4	C9JLR9	Maron2021	False
C9JMG9	C9JMG9	C9JMG9	False	canonical_or_unversioned_accession	IQSEC1	1	C9JMG9	Maron2021	False
C9JP52	C9JP52	C9JP52	False	canonical_or_unversioned_accession	TBC1D5	2	C9JP52	Maron2021	False
C9JPG0	C9JPG0	C9JPG0	False	canonical_or_unversioned_accession	SCRN1	2	C9JPG0	Maron2021	False
C9JRJ5	C9JRJ5	C9JRJ5	False	canonical_or_unversioned_accession	LIMD1	1	C9JRJ5	Maron2021	False
C9JRZ6	C9JRZ6	C9JRZ6	False	canonical_or_unversioned_accession	CHCHD3	1	C9JRZ6	Maron2021	False
C9JRZ8	C9JRZ8	C9JRZ8	False	canonical_or_unversioned_accession	AKR1B15	1	C9JRZ8	Maron2021	False
C9JSP0	C9JSP0	C9JSP0	False	canonical_or_unversioned_accession	DONSON	1	C9JSP0	Maron2021	False
C9JV30	C9JV30	C9JV30	False	canonical_or_unversioned_accession	IMPDH1	1	C9JV30	Maron2021	False
C9JW99	C9JW99	C9JW99	False	canonical_or_unversioned_accession	VWA5B2	1	C9JW99	Maron2021	False
C9JWM7	C9JWM7	C9JWM7	False	canonical_or_unversioned_accession	ARPC4	1	C9JWM7	Maron2021	False
C9JY79	C9JY79	C9JY79	False	canonical_or_unversioned_accession	SPTBN4	3	C9JY79	Maron2021	False
C9JYJ4	C9JYJ4	C9JYJ4	False	canonical_or_unversioned_accession	ZDHHC13	1	C9JYJ4	Maron2021	False
C9JZB1	C9JZB1	C9JZB1	False	canonical_or_unversioned_accession	TMEM169	1	C9JZB1	Maron2021	False
C9JZR2	C9JZR2	C9JZR2	False	canonical_or_unversioned_accession	CTNND1	1	C9JZR2	Maron2021	False
C9K0D3	C9K0D3	C9K0D3	False	canonical_or_unversioned_accession	MLF1	1	C9K0D3	Maron2021	False
D2IYK5	D2IYK5	D2IYK5	False	canonical_or_unversioned_accession	TCF19	2	D2IYK5	Maron2021	False
D6R9P3	D6R9P3	D6R9P3	False	canonical_or_unversioned_accession	HNRNPAB	2	D6R9P3	Maron2021	False
D6RBZ1	D6RBZ1	D6RBZ1	False	canonical_or_unversioned_accession	RNF4	1	D6RBZ1	Maron2021	False
D6RD83	D6RD83	D6RD83	False	canonical_or_unversioned_accession	HNRNPD	1	D6RD83	Maron2021	False
D6REX3	D6REX3	D6REX3	False	canonical_or_unversioned_accession	SEC31A	2	D6REX3	Maron2021	False
D6RG30	D6RG30	D6RG30	False	canonical_or_unversioned_accession	ASTE1	1	D6RG30	Maron2021	False
D6RIA3	D6RIA3	D6RIA3	False	canonical_or_unversioned_accession	C4orf54	1	D6RIA3	Maron2021	False
D6RIE8	D6RIE8	D6RIE8	False	canonical_or_unversioned_accession	TAF9	1	D6RIE8	Maron2021	False
D6RJG6	D6RJG6	D6RJG6	False	canonical_or_unversioned_accession	MEF2C	1	D6RJG6	Maron2021	False
E2QRI7	E2QRI7	E2QRI7	False	canonical_or_unversioned_accession	NFIA	1	E2QRI7	Maron2021	False
E5KLJ5	E5KLJ5	E5KLJ5	False	canonical_or_unversioned_accession	OPA1	2	E5KLJ5	Maron2021	False
E5RG83	E5RG83	E5RG83	False	canonical_or_unversioned_accession	TSNARE1	1	E5RG83	Maron2021	False
E5RJD8	E5RJD8	E5RJD8	False	canonical_or_unversioned_accession	TBCA	1	E5RJD8	Maron2021	False
E7EMK3	E7EMK3	E7EMK3	False	canonical_or_unversioned_accession	FLOT2	1	E7EMK3	Maron2021	False
E7EN19	E7EN19	E7EN19	False	canonical_or_unversioned_accession	MAP4K4	2	E7EN19	Maron2021	False
E7ENA8	E7ENA8	E7ENA8	False	canonical_or_unversioned_accession	PDS5B	1	E7ENA8	Maron2021	False
E7ENH9	E7ENH9	E7ENH9	False	canonical_or_unversioned_accession	ACLY	4	E7ENH9	Maron2021	False
E7ENI0	E7ENI0	E7ENI0	False	canonical_or_unversioned_accession	MGA	1	E7ENI0	Maron2021	False
E7ENU0	E7ENU0	E7ENU0	False	canonical_or_unversioned_accession	KLHDC3	1	E7ENU0	Maron2021	False
E7EP74	E7EP74	E7EP74	False	canonical_or_unversioned_accession	GOLGB1	1	E7EP74	Maron2021	False
E7EPA7	E7EPA7	E7EPA7	False	canonical_or_unversioned_accession	TKT	6	E7EPA7	Maron2021	False
E7EQ40	E7EQ40	E7EQ40	False	canonical_or_unversioned_accession	CAPZB	1	E7EQ40	Maron2021	False
E7EQD5	E7EQD5	E7EQD5	False	canonical_or_unversioned_accession	STXBP2	1	E7EQD5	Maron2021	False
E7EQI5	E7EQI5	E7EQI5	False	canonical_or_unversioned_accession	SYNE1	1	E7EQI5	Maron2021	False
E7EQP8	E7EQP8	E7EQP8	False	canonical_or_unversioned_accession	LENG8	4	E7EQP8	Maron2021	False
E7EQT4	E7EQT4	E7EQT4	False	canonical_or_unversioned_accession	ACIN1	1	E7EQT4	Maron2021	False
E7EQU7	E7EQU7	E7EQU7	False	canonical_or_unversioned_accession	MCM8	1	E7EQU7	Maron2021	False
E7EQZ4	E7EQZ4	E7EQZ4	False	canonical_or_unversioned_accession	SMN1	1	E7EQZ4	Maron2021	False
E7EQZ9	E7EQZ9	E7EQZ9	False	canonical_or_unversioned_accession	PRKCSH	1	E7EQZ9	Maron2021	False
E7ERS3	E7ERS3	E7ERS3	False	canonical_or_unversioned_accession	ZC3H18	1	E7ERS3	Maron2021	False
E7ES43	E7ES43	E7ES43	False	canonical_or_unversioned_accession	HSPA4L	2	E7ES43	Maron2021	False
E7ESA6	E7ESA6	E7ESA6	False	canonical_or_unversioned_accession	PTK2	2	E7ESA6	Maron2021	False
E7ESG2	E7ESG2	E7ESG2	False	canonical_or_unversioned_accession	CLSPN	2	E7ESG2	Maron2021	False
E7ESL0	E7ESL0	E7ESL0	False	canonical_or_unversioned_accession	MRPL22	1	E7ESL0	Maron2021	False
E7ET89	E7ET89	E7ET89	False	canonical_or_unversioned_accession	DTX2	1	E7ET89	Maron2021	False
E7ETD3	E7ETD3	E7ETD3	False	canonical_or_unversioned_accession	ABCA5	1	E7ETD3	Maron2021	False
E7ETE0	E7ETE0	E7ETE0	False	canonical_or_unversioned_accession	METTL8	2	E7ETE0	Maron2021	False
E7ETS8	E7ETS8	E7ETS8	False	canonical_or_unversioned_accession	POLE	2	E7ETS8	Maron2021	False
E7EU22	E7EU22	E7EU22	False	canonical_or_unversioned_accession	CEP350	1	E7EU22	Maron2021	False
E7EU23	E7EU23	E7EU23	False	canonical_or_unversioned_accession	GDI2	3	E7EU23	Maron2021	False
E7EU96	E7EU96	E7EU96	False	canonical_or_unversioned_accession	CSNK2A1	1	E7EU96	Maron2021	False
E7EUU4	E7EUU4	E7EUU4	False	canonical_or_unversioned_accession	EIF4G1	7	E7EUU4	Maron2021	False
E7EVU8	E7EVU8	E7EVU8	False	canonical_or_unversioned_accession	HUWE1	7	E7EVU8	Maron2021	False
E7EVW0	E7EVW0	E7EVW0	False	canonical_or_unversioned_accession	POLD1	5	E7EVW0	Maron2021	False
E7EVW8	E7EVW8	E7EVW8	False	canonical_or_unversioned_accession	MAML3	1	E7EVW8	Maron2021	False
E7EW49	E7EW49	E7EW49	False	canonical_or_unversioned_accession	CLASP2	2	E7EW49	Maron2021	False
E7EWD6	E7EWD6	E7EWD6	False	canonical_or_unversioned_accession	ASXL2	3	E7EWD6	Maron2021	False
E7EWN3	E7EWN3	E7EWN3	False	canonical_or_unversioned_accession	SETD5	3	E7EWN3	Maron2021	False
E7EWU5	E7EWU5	E7EWU5	False	canonical_or_unversioned_accession	CAMTA2	1	E7EWU5	Maron2021	False
E7EX17	E7EX17	E7EX17	False	canonical_or_unversioned_accession	EIF4B	11	E7EX17	Maron2021	False
E9PAL9	E9PAL9	E9PAL9	False	canonical_or_unversioned_accession	NT5DC2	2	E9PAL9	Maron2021	False
E9PAU2	E9PAU2	E9PAU2	False	canonical_or_unversioned_accession	RAVER1	3	E9PAU2	Maron2021	False
E9PAW3	E9PAW3	E9PAW3	False	canonical_or_unversioned_accession	BBC3	1	E9PAW3	Maron2021	False
E9PAX5	E9PAX5	E9PAX5	False	canonical_or_unversioned_accession	DNAAF3	1	E9PAX5	Maron2021	False
E9PB12	E9PB12	E9PB12	False	canonical_or_unversioned_accession	TUBGCP5	1	E9PB12	Maron2021	False
E9PB61	E9PB61	E9PB61	False	canonical_or_unversioned_accession	ALYREF	15	E9PB61	Maron2021	False
E9PBD4	E9PBD4	E9PBD4	False	canonical_or_unversioned_accession	DPM1	1	E9PBD4	Maron2021	False
E9PC16	E9PC16	E9PC16	False	canonical_or_unversioned_accession	HIPK2	1	E9PC16	Maron2021	False
E9PC62	E9PC62	E9PC62	False	canonical_or_unversioned_accession	CELF2	1	E9PC62	Maron2021	False
E9PCT1	E9PCT1	E9PCT1	False	canonical_or_unversioned_accession	SRRM1	2	E9PCT1	Maron2021	False
E9PD64	E9PD64	E9PD64	False	canonical_or_unversioned_accession	TLE3	4	E9PD64	Maron2021	False
E9PD98	E9PD98	E9PD98	False	canonical_or_unversioned_accession	ITSN1	2	E9PD98	Maron2021	False
E9PDH7	E9PDH7	E9PDH7	False	canonical_or_unversioned_accession	CDC45	1	E9PDH7	Maron2021	False
E9PEB9	E9PEB9	E9PEB9	False	canonical_or_unversioned_accession	DST	1	E9PEB9	Maron2021	False
E9PEN8	E9PEN8	E9PEN8	False	canonical_or_unversioned_accession	XPO7	1	E9PEN8	Maron2021	False
E9PER1	E9PER1	E9PER1	False	canonical_or_unversioned_accession	DIP2A	1	E9PER1	Maron2021	False
E9PES1	E9PES1	E9PES1	False	canonical_or_unversioned_accession	PPT1	1	E9PES1	Maron2021	False
E9PES3	E9PES3	E9PES3	False	canonical_or_unversioned_accession	RPAIN	1	E9PES3	Maron2021	False
E9PF19	E9PF19	E9PF19	False	canonical_or_unversioned_accession	TBL2	1	E9PF19	Maron2021	False
E9PF26	E9PF26	E9PF26	False	canonical_or_unversioned_accession	STAU2	4	E9PF26	Maron2021	False
E9PFD3	E9PFD3	E9PFD3	False	canonical_or_unversioned_accession	FOXP1	1	E9PFD3	Maron2021	False
E9PFM1	E9PFM1	E9PFM1	False	canonical_or_unversioned_accession	EIF4G1	1	E9PFM1	Maron2021	False
E9PFU1	E9PFU1	E9PFU1	False	canonical_or_unversioned_accession	PDCD6IP	6	E9PFU1	Maron2021	False
E9PGM1	E9PGM1	E9PGM1	False	canonical_or_unversioned_accession	EIF4G1	1	E9PGM1	Maron2021	False
E9PGM8	E9PGM8	E9PGM8	False	canonical_or_unversioned_accession	PPIP5K2	2	E9PGM8	Maron2021	False
E9PGT1	E9PGT1	E9PGT1	False	canonical_or_unversioned_accession	TSN	1	E9PGT1	Maron2021	False
E9PH57	E9PH57	E9PH57	False	canonical_or_unversioned_accession	TCF4	1	E9PH57	Maron2021	False
E9PHA2	E9PHA2	E9PHA2	False	canonical_or_unversioned_accession	NCAPH	1	E9PHA2	Maron2021	False
E9PHM6	E9PHM6	E9PHM6	False	canonical_or_unversioned_accession	DST	2	E9PHM6	Maron2021	False
E9PHQ3	E9PHQ3	E9PHQ3	False	canonical_or_unversioned_accession	PLEKHA5	4	E9PHQ3	Maron2021	False
E9PI62	E9PI62	E9PI62	False	canonical_or_unversioned_accession	MTG1	1	E9PI62	Maron2021	False
E9PJ04	E9PJ04	E9PJ04	False	canonical_or_unversioned_accession	SF3B2	3	E9PJ04	Maron2021	False
E9PKC0	E9PKC0	E9PKC0	False	canonical_or_unversioned_accession	PLEKHA7	1	E9PKC0	Maron2021	False
E9PKP7	E9PKP7	E9PKP7	False	canonical_or_unversioned_accession	UBTF	1	E9PKP7	Maron2021	False
E9PMR6	E9PMR6	E9PMR6	False	canonical_or_unversioned_accession	ARHGEF12	1	E9PMR6	Maron2021	False
E9PMS6	E9PMS6	E9PMS6	False	canonical_or_unversioned_accession	LMO7	1	E9PMS6	Maron2021	False
E9PP13	E9PP13	E9PP13	False	canonical_or_unversioned_accession	POLR2M	1	E9PP13	Maron2021	False
E9PR47	E9PR47	E9PR47	False	canonical_or_unversioned_accession	AAMDC	1	E9PR47	Maron2021	False
E9PRY8	E9PRY8	E9PRY8	False	canonical_or_unversioned_accession	EEF1D	4	E9PRY8	Maron2021	False
F2Z2J9	F2Z2J9	F2Z2J9	False	canonical_or_unversioned_accession	PGAM1	6	F2Z2J9	Maron2021	False
F2Z2S5	F2Z2S5	F2Z2S5	False	canonical_or_unversioned_accession	SERP2	1	F2Z2S5	Maron2021	False
F2Z2W7	F2Z2W7	F2Z2W7	False	canonical_or_unversioned_accession	TRMT2A	1	F2Z2W7	Maron2021	False
F5GWR5	F5GWR5	F5GWR5	False	canonical_or_unversioned_accession	FHL1	1	F5GWR5	Maron2021	False
F5GX82	F5GX82	F5GX82	False	canonical_or_unversioned_accession	FRYL	1	F5GX82	Maron2021	False
F5GXA6	F5GXA6	F5GXA6	False	canonical_or_unversioned_accession	HLA-C	4	F5GXA6	Maron2021	False
F5GXD7	F5GXD7	F5GXD7	False	canonical_or_unversioned_accession	ZNF791	1	F5GXD7	Maron2021	False
F5GY05	F5GY05	F5GY05	False	canonical_or_unversioned_accession	FAM120B	4	F5GY05	Maron2021	False
F5GY92	F5GY92	F5GY92	False	canonical_or_unversioned_accession	GPBP1	1	F5GY92	Maron2021	False
F5GYH1	F5GYH1	F5GYH1	False	canonical_or_unversioned_accession	NECAP1	1	F5GYH1	Maron2021	False
F5GYQ1	F5GYQ1	F5GYQ1	False	canonical_or_unversioned_accession	ATP6V0D1	1	F5GYQ1	Maron2021	False
F5GZA2	F5GZA2	F5GZA2	False	canonical_or_unversioned_accession	COL18A1	1	F5GZA2	Maron2021	False
F5GZU4	F5GZU4	F5GZU4	False	canonical_or_unversioned_accession	CCDC120	1	F5GZU4	Maron2021	False
F5GZV7	F5GZV7	F5GZV7	False	canonical_or_unversioned_accession	VAMP1	1	F5GZV7	Maron2021	False
F5GZX4	F5GZX4	F5GZX4	False	canonical_or_unversioned_accession	POLR1B	1	F5GZX4	Maron2021	False
F5H070	F5H070	F5H070	False	canonical_or_unversioned_accession	KDM3A	1	F5H070	Maron2021	False
F5H098	F5H098	F5H098	False	canonical_or_unversioned_accession	MDH1	1	F5H098	Maron2021	False
F5H0B0	F5H0B0	F5H0B0	False	canonical_or_unversioned_accession	TPD52	1	F5H0B0	Maron2021	False
F5H0K4	F5H0K4	F5H0K4	False	canonical_or_unversioned_accession	TAF4B	2	F5H0K4	Maron2021	False
F5H0R1	F5H0R1	F5H0R1	False	canonical_or_unversioned_accession	TUT1	1	F5H0R1	Maron2021	False
F5H148	F5H148	F5H148	False	canonical_or_unversioned_accession	RRN3	1	F5H148	Maron2021	False
F5H1U9	F5H1U9	F5H1U9	False	canonical_or_unversioned_accession	MPDZ	3	F5H1U9	Maron2021	False
F5H1X8	F5H1X8	F5H1X8	False	canonical_or_unversioned_accession	LRBA	1	F5H1X8	Maron2021	False
F5H269	F5H269	F5H269	False	canonical_or_unversioned_accession	DMXL1	2	F5H269	Maron2021	False
F5H2A4	F5H2A4	F5H2A4	False	canonical_or_unversioned_accession	HMGA2	1	F5H2A4	Maron2021	False
F5H2M7	F5H2M7	F5H2M7	False	canonical_or_unversioned_accession	WNK1	2	F5H2M7	Maron2021	False
F5H2S7	F5H2S7	F5H2S7	False	canonical_or_unversioned_accession	DCTN2	1	F5H2S7	Maron2021	False
F5H2U5	F5H2U5	F5H2U5	False	canonical_or_unversioned_accession	RND2	2	F5H2U5	Maron2021	False
F5H301	F5H301	F5H301	False	canonical_or_unversioned_accession	TJP2	1	F5H301	Maron2021	False
F5H315	F5H315	F5H315	False	canonical_or_unversioned_accession	XAB2	1	F5H315	Maron2021	False
F5H385	F5H385	F5H385	False	canonical_or_unversioned_accession	SLC39A3	1	F5H385	Maron2021	False
F5H3A1	F5H3A1	F5H3A1	False	canonical_or_unversioned_accession	ATP1A1	6	F5H3A1	Maron2021	False
F5H3D6	F5H3D6	F5H3D6	False	canonical_or_unversioned_accession	HLTF	1	F5H3D6	Maron2021	False
F5H3I5	F5H3I5	F5H3I5	False	canonical_or_unversioned_accession	CDK5RAP3	3	F5H3I5	Maron2021	False
F5H4C0	F5H4C0	F5H4C0	False	canonical_or_unversioned_accession	ATXN3	1	F5H4C0	Maron2021	False
F5H4D0	F5H4D0	F5H4D0	False	canonical_or_unversioned_accession	CLEC16A	1	F5H4D0	Maron2021	False
F5H4L0	F5H4L0	F5H4L0	False	canonical_or_unversioned_accession	TUBGCP2	1	F5H4L0	Maron2021	False
F5H5E4	F5H5E4	F5H5E4	False	canonical_or_unversioned_accession	BCAT1	2	F5H5E4	Maron2021	False
F5H5S0	F5H5S0	F5H5S0	False	canonical_or_unversioned_accession	RFC5	1	F5H5S0	Maron2021	False
F5H5V6	F5H5V6	F5H5V6	False	canonical_or_unversioned_accession	KDM6A	1	F5H5V6	Maron2021	False
F5H7H5	F5H7H5	F5H7H5	False	canonical_or_unversioned_accession	BEX2	2	F5H7H5	Maron2021	False
F5H7T8	F5H7T8	F5H7T8	False	canonical_or_unversioned_accession	IQCC	1	F5H7T8	Maron2021	False
F5H864	F5H864	F5H864	False	canonical_or_unversioned_accession	KIF21B	1	F5H864	Maron2021	False
F5H874	F5H874	F5H874	False	canonical_or_unversioned_accession	ASCC1	1	F5H874	Maron2021	False
F5H8B1	F5H8B1	F5H8B1	False	canonical_or_unversioned_accession	PCYT2	1	F5H8B1	Maron2021	False
F6S8M0	F6S8M0	F6S8M0	False	canonical_or_unversioned_accession	GNS	1	F6S8M0	Maron2021	False
F6VRR5	F6VRR5	F6VRR5	False	canonical_or_unversioned_accession	POLDIP3	1	F6VRR5	Maron2021	False
F8VNW9	F8VNW9	F8VNW9	False	canonical_or_unversioned_accession	PBX2	1	F8VNW9	Maron2021	False
F8VQD8	F8VQD8	F8VQD8	False	canonical_or_unversioned_accession	CNOT2	1	F8VQD8	Maron2021	False
F8VQP3	F8VQP3	F8VQP3	False	canonical_or_unversioned_accession	CNOT4	1	F8VQP3	Maron2021	False
F8VQY2	F8VQY2	F8VQY2	False	canonical_or_unversioned_accession	UIMC1	2	F8VQY2	Maron2021	False
F8VRQ1	F8VRQ1	F8VRQ1	False	canonical_or_unversioned_accession	HNRNPA1	1	F8VRQ1	Maron2021	False
F8VVA7	F8VVA7	F8VVA7	False	canonical_or_unversioned_accession	COPZ1	2	F8VVA7	Maron2021	False
F8VVT9	F8VVT9	F8VVT9	False	canonical_or_unversioned_accession	AGAP2	1	F8VVT9	Maron2021	False
F8VXG7	F8VXG7	F8VXG7	False	canonical_or_unversioned_accession	SCAF11	4	F8VXG7	Maron2021	False
F8VYA6	F8VYA6	F8VYA6	False	canonical_or_unversioned_accession	STRN4	2	F8VYA6	Maron2021	False
F8VZ49	F8VZ49	F8VZ49	False	canonical_or_unversioned_accession	HNRNPA1	3	F8VZ49	Maron2021	False
F8W0B5	F8W0B5	F8W0B5	False	canonical_or_unversioned_accession	ATXN2	1	F8W0B5	Maron2021	False
F8W0Q9	F8W0Q9	F8W0Q9	False	canonical_or_unversioned_accession	PPHLN1	4	F8W0Q9	Maron2021	False
F8W130	F8W130	F8W130	False	canonical_or_unversioned_accession	TROAP	8	F8W130	Maron2021	False
F8W1P5	F8W1P5	F8W1P5	False	canonical_or_unversioned_accession	APPL2	1	F8W1P5	Maron2021	False
F8W689	F8W689	F8W689	False	canonical_or_unversioned_accession	RFX5	2	F8W689	Maron2021	False
F8W6F6	F8W6F6	F8W6F6	False	canonical_or_unversioned_accession	KIF1A	2	F8W6F6	Maron2021	False
F8W727	F8W727	F8W727	False	canonical_or_unversioned_accession	RPL32	3	F8W727	Maron2021	False
F8W774	F8W774	F8W774	False	canonical_or_unversioned_accession	NRCAM	1	F8W774	Maron2021	False
F8W7U2	F8W7U2	F8W7U2	False	canonical_or_unversioned_accession	DSC2	1	F8W7U2	Maron2021	False
F8W8D3	F8W8D3	F8W8D3	False	canonical_or_unversioned_accession	SLBP	2	F8W8D3	Maron2021	False
F8W9B4	F8W9B4	F8W9B4	False	canonical_or_unversioned_accession	RFC5	1	F8W9B4	Maron2021	False
F8W9B9	F8W9B9	F8W9B9	False	canonical_or_unversioned_accession	SYTL4	2	F8W9B9	Maron2021	False
F8W9H1	F8W9H1	F8W9H1	False	canonical_or_unversioned_accession	CAMKK1	1	F8W9H1	Maron2021	False
F8WA39	F8WA39	F8WA39	False	canonical_or_unversioned_accession	MTMR1	4	F8WA39	Maron2021	False
F8WAA2	F8WAA2	F8WAA2	False	canonical_or_unversioned_accession	ROBO1	3	F8WAA2	Maron2021	False
F8WAF2	F8WAF2	F8WAF2	False	canonical_or_unversioned_accession	CNOT10	1	F8WAF2	Maron2021	False
F8WAP3	F8WAP3	F8WAP3	False	canonical_or_unversioned_accession	PDE4DIP	1	F8WAP3	Maron2021	False
F8WAQ9	F8WAQ9	F8WAQ9	False	canonical_or_unversioned_accession	MAST4	1	F8WAQ9	Maron2021	False
F8WBW8	F8WBW8	F8WBW8	False	canonical_or_unversioned_accession	BAHCC1	4	F8WBW8	Maron2021	False
F8WBZ9	F8WBZ9	F8WBZ9	False	canonical_or_unversioned_accession	TULP3	1	F8WBZ9	Maron2021	False
F8WCA0	F8WCA0	F8WCA0	False	canonical_or_unversioned_accession	VAMP2	1	F8WCA0	Maron2021	False
F8WCS9	F8WCS9	F8WCS9	False	canonical_or_unversioned_accession	FRA10AC1	1	F8WCS9	Maron2021	False
G3V0F8	G3V0F8	G3V0F8	False	canonical_or_unversioned_accession	PTPN6	1	G3V0F8	Maron2021	False
G3V0I6	G3V0I6	G3V0I6	False	canonical_or_unversioned_accession	OTUD4	4	G3V0I6	Maron2021	False
G3V0Z7	G3V0Z7	G3V0Z7	False	canonical_or_unversioned_accession	FBXO41	2	G3V0Z7	Maron2021	False
G3V180	G3V180	G3V180	False	canonical_or_unversioned_accession	DPP3	1	G3V180	Maron2021	False
G3V1M7	G3V1M7	G3V1M7	False	canonical_or_unversioned_accession	ACADVL	2	G3V1M7	Maron2021	False
G3V1N1	G3V1N1	G3V1N1	False	canonical_or_unversioned_accession	NKRF	2	G3V1N1	Maron2021	False
G3V1S2	G3V1S2	G3V1S2	False	canonical_or_unversioned_accession	CUL2	1	G3V1S2	Maron2021	False
G3V1V0	G3V1V0	G3V1V0	False	canonical_or_unversioned_accession	MYL6	2	G3V1V0	Maron2021	False
G3V1Z5	G3V1Z5	G3V1Z5	False	canonical_or_unversioned_accession	BAG6	1	G3V1Z5	Maron2021	False
G3V325	G3V325	G3V325	False	canonical_or_unversioned_accession	PTCD1	1	G3V325	Maron2021	False
G3V5T9	G3V5T9	G3V5T9	False	canonical_or_unversioned_accession	CDK2	1	G3V5T9	Maron2021	False
G3V5U4	G3V5U4	G3V5U4	False	canonical_or_unversioned_accession	PAX2	1	G3V5U4	Maron2021	False
G3XA88	G3XA88	G3XA88	False	canonical_or_unversioned_accession	OS9	1	G3XA88	Maron2021	False
G3XAI2	G3XAI2	G3XAI2	False	canonical_or_unversioned_accession	LAMB1	1	G3XAI2	Maron2021	False
G3XAI5	G3XAI5	G3XAI5	False	canonical_or_unversioned_accession	EOMES	2	G3XAI5	Maron2021	False
G5E927	G5E927	G5E927	False	canonical_or_unversioned_accession	MAZ	2	G5E927	Maron2021	False
G5E982	G5E982	G5E982	False	canonical_or_unversioned_accession	DMPK	1	G5E982	Maron2021	False
G5E9M5	G5E9M5	G5E9M5	False	canonical_or_unversioned_accession	ILF3	10	G5E9M5	Maron2021	False
G5E9P9	G5E9P9	G5E9P9	False	canonical_or_unversioned_accession	RAP1GDS1	1	G5E9P9	Maron2021	False
G5E9Q2	G5E9Q2	G5E9Q2	False	canonical_or_unversioned_accession	CSDE1	4	G5E9Q2	Maron2021	False
G5EA30	G5EA30	G5EA30	False	canonical_or_unversioned_accession	CELF2	2	G5EA30	Maron2021	False
G8JLB6	G8JLB6	G8JLB6	False	canonical_or_unversioned_accession	HNRNPH1	16	G8JLB6	Maron2021	False
G8JLC6	G8JLC6	G8JLC6	False	canonical_or_unversioned_accession	MIA3	4	G8JLC6	Maron2021	False
G8JLI3	G8JLI3	G8JLI3	False	canonical_or_unversioned_accession	PPP6R3	1	G8JLI3	Maron2021	False
G8JLJ4	G8JLJ4	G8JLJ4	False	canonical_or_unversioned_accession	PPP1R18	1	G8JLJ4	Maron2021	False
G8JLL9	G8JLL9	G8JLL9	False	canonical_or_unversioned_accession	MYH14	3	G8JLL9	Maron2021	False
G8JLN3	G8JLN3	G8JLN3	False	canonical_or_unversioned_accession	ZMIZ2	2	G8JLN3	Maron2021	False
H0Y3G8	H0Y3G8	H0Y3G8	False	canonical_or_unversioned_accession	USP7	2	H0Y3G8	Maron2021	False
H0Y3M2	H0Y3M2	H0Y3M2	False	canonical_or_unversioned_accession	ZNF207	2	H0Y3M2	Maron2021	False
H0Y3N5	H0Y3N5	H0Y3N5	False	canonical_or_unversioned_accession	SECISBP2	2	H0Y3N5	Maron2021	False
H0Y4E8	H0Y4E8	H0Y4E8	False	canonical_or_unversioned_accession	SIK3	3	H0Y4E8	Maron2021	False
H0Y5S0	H0Y5S0	H0Y5S0	False	canonical_or_unversioned_accession	TLE4	1	H0Y5S0	Maron2021	False
H0Y7A7	H0Y7A7	H0Y7A7	False	canonical_or_unversioned_accession	CALM2	3	H0Y7A7	Maron2021	False
H0Y7S4	H0Y7S4	H0Y7S4	False	canonical_or_unversioned_accession	PRAMEF26	1	H0Y7S4	Maron2021	False
H0Y8W1	H0Y8W1	H0Y8W1	False	canonical_or_unversioned_accession	ZFR	1	H0Y8W1	Maron2021	False
H0YDQ8	H0YDQ8	H0YDQ8	False	canonical_or_unversioned_accession	CRTC2	1	H0YDQ8	Maron2021	False
H0YEU6	H0YEU6	H0YEU6	False	canonical_or_unversioned_accession	PABPC4	1	H0YEU6	Maron2021	False
H0YG33	H0YG33	H0YG33	False	canonical_or_unversioned_accession	HSPA1B	7	H0YG33	Maron2021	False
H0YG49	H0YG49	H0YG49	False	canonical_or_unversioned_accession	SRSF2	8	H0YG49	Maron2021	False
H0YGP4	H0YGP4	H0YGP4	False	canonical_or_unversioned_accession	CPS1	1	H0YGP4	Maron2021	False
H0YGW6	H0YGW6	H0YGW6	False	canonical_or_unversioned_accession	TIA1	1	H0YGW6	Maron2021	False
