canonical_UniProtAC	substrate_genename	methyl_site_count	arginine_count	other_methyl	other_arg	odds_ratio	log2_odds_ratio	p_value	q_value	expected_global_rate	posterior_rate	shrinkage_log2_enrichment	binom_p_value	binom_q_value	protein_length	label
Q12830	BPTF	18	146	12827	642635	7.06862748518011	2.821430114249432	1.0649904604487978e-09	3.961929627669597e-08	0.01998347804306599	0.06357426476477802	1.6696351720825215	1.0741251850389232e-09	3.995912219381235e-08	3046	BPTF (Q12830)
P22314	UBA1	12	52	12833	642729	15.148829235983948	3.9211343954696205	3.963841685975942e-10	1.572105475289136e-08	0.01998347804306599	0.06347895082783014	1.6674705834994326	3.9812132925442313e-10	1.5789952554479145e-08	1058	UBA1 (P22314)
P51116	FXR2	13	68	12832	642713	11.939561185966797	3.5776779091732367	9.05512771710483e-10	3.421697473573707e-08	0.01998347804306599	0.06342050600228805	1.6661416878832787	9.100222755849717e-10	3.438737716954551e-08	673	FXR2 (P51116)
P09038	FGF2	11	41	12834	642740	18.505257665526255	4.209863318620007	3.672511857315866e-10	1.4810407061562052e-08	0.01998347804306599	0.06222695273283484	1.6387318986835235	3.6862765396531973e-10	1.4865916902349323e-08	288	FGF2 (P09038)
O75376	NCOR1	19	172	12826	642609	6.237482558186044	2.6409638762609315	2.4109497490468656e-09	8.699359282463088e-08	0.01998347804306599	0.061819074216702144	1.62924434881678	2.4330500403324093e-09	8.779103115455063e-08	2440	NCOR1 (O75376)
Q07955	SRSF1	11	43	12834	642738	17.366417438574516	4.118228262483082	6.444517803198803e-10	2.494132333673472e-08	0.01998347804306599	0.06171479674326419	1.6268087313077042	6.468481602217164e-10	2.5034067104064654e-08	248	SRSF1 (Q07955)
P17096	HMGA1	9	11	12836	642770	186.480045183656	7.542877448915641	2.6881764905433802e-14	1.720074530415691e-12	0.01998347804306599	0.06159571378489667	1.624022262479332	2.6955040442153495e-14	1.724763187758595e-12	107	HMGA1 (P17096)
Q86YP4	GATAD2A	11	44	12834	642737	16.84799017108156	4.074504594712631	8.436094327678226e-10	3.213080688772048e-08	0.01998347804306599	0.061461867248414744	1.6208838973505988	8.467339504650995e-10	3.224981133557153e-08	633	GATAD2A (Q86YP4)
P23588	EIF4B	13	78	12832	642703	10.116566803931454	3.3386478695746162	5.28483801176889e-09	1.7253018788080888e-07	0.01998347804306599	0.061139192836738125	1.6132898056175438	5.31025880789325e-09	1.7336008176244698e-07	611	EIF4B (P23588)
Q9H074	PAIP1	10	29	12835	642752	26.4256434228387	4.723866694277255	1.4320106865802844e-10	6.0121057490693094e-09	0.01998347804306599	0.06112094152232837	1.6128590669941603	1.4365590764287494e-10	6.024503872560101e-09	479	PAIP1 (Q9H074)
P33993	MCM7	12	62	12833	642719	12.14886819651693	3.6027500117366116	3.4480328566980075e-09	1.1819364056638385e-07	0.01998347804306599	0.06105609010921068	1.6113275054618992	3.462595735118415e-09	1.1869283523452339e-07	719	MCM7 (P33993)
Q03252	LMNB2	12	62	12833	642719	12.14886819651693	3.6027500117366116	3.4480328566980075e-09	1.1819364056638385e-07	0.01998347804306599	0.06105609010921068	1.6113275054618992	3.462595735118415e-09	1.1869283523452339e-07	620	LMNB2 (Q03252)
Q9Y3X0	CCDC9	12	62	12833	642719	12.14886819651693	3.6027500117366116	3.4480328566980075e-09	1.1819364056638385e-07	0.01998347804306599	0.06105609010921068	1.6113275054618992	3.462595735118415e-09	1.1869283523452339e-07	531	CCDC9 (Q9Y3X0)
Q14103	HNRNPD	9	14	12836	642767	84.76325322323063	6.405367054458627	9.26707979239913e-13	5.171246037642259e-11	0.01998347804306599	0.06073222247015513	1.6036544647853703	9.29199240192378e-13	5.185147853120026e-11	355	HNRNPD (Q14103)
Q9C0C7	AMBRA1	15	113	12830	642668	7.724690552354132	2.949477140457005	9.190711079873495e-09	2.882759638713261e-07	0.01998347804306599	0.060692318238380824	1.6027062274846093	9.246213732337679e-09	2.900168607940426e-07	1298	AMBRA1 (Q9C0C7)
P62995	TRA2B	12	64	12833	642717	11.686017064713445	3.5467113960054815	5.051935769036292e-09	1.667689245220352e-07	0.01998347804306599	0.06059354397201969	1.600356387640896	5.0731140367230755e-09	1.6695593648276604e-07	288	TRA2B (P62995)
P04075	ALDOA	9	15	12836	642766	71.72263886932994	6.1643566647118675	2.275169553673639e-12	1.2131709653421995e-10	0.01998347804306599	0.06044974701680557	1.5969286015970567	2.281257531896442e-12	1.2164172106190026e-10	364	ALDOA (P04075)
P49588	AARS	11	49	12834	642732	14.659823132961938	3.8737957927152977	2.923415070467448e-09	1.0315785972921532e-07	0.01998347804306599	0.06022769320728192	1.5916193028454042	2.93402873333057e-09	1.0353238155333386e-07	968	AARS (P49588)
Q13151	HNRNPA0	9	16	12836	642765	62.159521676469446	5.957903496997841	5.107025714171712e-12	2.5793818620786187e-10	0.01998347804306599	0.06016988707691295	1.5902339490230486	5.120627813008262e-12	2.6142439228326223e-10	305	HNRNPA0 (Q13151)
P09874	PARP1	10	33	12835	642748	21.927522322150086	4.454670900264589	6.151369190617824e-10	2.4000342069735723e-08	0.01998347804306599	0.06007165497258883	1.5878767104368243	6.170574409740933e-10	2.407527365231442e-08	1014	PARP1 (P09874)
P06733	ENO1	9	17	12836	642764	54.84654970545847	5.777328961105784	1.0657633849751986e-11	5.218978045404059e-10	0.01998347804306599	0.05989260649130506	1.5835702187420377	1.0685887387894443e-11	5.232813630051574e-10	434	ENO1 (P06733)
Q6SPF0	SAMD1	11	51	12834	642730	13.935837001831002	3.80072774979604	4.606227434448205e-09	1.5350892679108983e-07	0.01998347804306599	0.05974779126937529	1.580077680962713	4.622816833443695e-09	1.5406179155344649e-07	538	SAMD1 (Q6SPF0)
Q5T0Z8	C6orf132	12	68	12833	642713	10.85861946626828	3.4407687895791774	1.0403261493298794e-08	3.2209839939574784e-07	0.01998347804306599	0.05968916271870596	1.5786613165415768	1.0446223190101472e-08	3.234285489632062e-07	1188	C6orf132 (Q5T0Z8)
Q9UQE7	SMC3	13	85	12832	642696	9.139693262661481	3.1921457477928743	1.5548041843483086e-08	4.6344753296195857e-07	0.01998347804306599	0.05963752845127438	1.5774127692889472	1.5621009678135164e-08	4.656225182942276e-07	1217	SMC3 (Q9UQE7)
P14866	HNRNPL	10	36	12835	642745	19.445068695826656	4.2813324264428925	1.5992601888383317e-09	5.858663852087903e-08	0.01998347804306599	0.059308032239886434	1.5694198057292632	1.6041888498329894e-09	5.876719305609554e-08	589	HNRNPL (P14866)
Q5JVS0	HABP4	11	53	12834	642728	13.279990741865332	3.7311822357988844	7.106166130796121e-09	2.2435849514270123e-07	0.01998347804306599	0.05927547671388616	1.568627660219175	7.131553512014808e-09	2.251600348957833e-07	413	HABP4 (Q5JVS0)
Q96QC0	PPP1R10	11	53	12834	642728	13.279990741865332	3.7311822357988844	7.106166130796121e-09	2.2435849514270123e-07	0.01998347804306599	0.05927547671388616	1.568627660219175	7.131553512014808e-09	2.251600348957833e-07	940	PPP1R10 (Q96QC0)
P12277	CKB	9	21	12836	642760	37.29541697503213	5.220926451544098	1.198587991003392e-10	5.090286521084317e-09	0.01998347804306599	0.058808577414539355	1.5572188917950855	1.2017064072080298e-10	5.103530131142775e-09	381	CKB (P12277)
P51610	HCFC1	11	56	12834	642725	12.404327878284791	3.632771660594501	1.3137741981917672e-08	3.96528451391339e-07	0.01998347804306599	0.058580842221145304	1.551621234913485	1.3184110611120442e-08	3.979279674387862e-07	2035	HCFC1 (P51610)
Q8IXT5	RBM12B	15	127	12830	642654	6.763245391839757	2.7577157002295034	4.5583375907207097e-08	1.2644775779114847e-06	0.01998347804306599	0.05809387036273149	1.539578248919145	4.584671277045251e-08	1.2717825120543445e-06	1001	RBM12B (Q8IXT5)
P78344	EIF4G2	10	41	12835	642740	16.3584200070118	4.031961505873231	6.438832753687338e-09	2.0738227103990293e-07	0.01998347804306599	0.05807757513947385	1.5391735188611426	6.4582480490652846e-09	2.080075999158678e-07	907	EIF4G2 (P78344)
O00267	SUPT5H	11	61	12834	642720	11.176087888114068	3.482343366063031	3.365435095236817e-08	9.556640841444665e-07	0.01998347804306599	0.05745860386441838	1.5237152383436006	3.377073112917735e-08	9.589688679817875e-07	1087	SUPT5H (O00267)
Q9Y618	NCOR2	17	166	12828	642615	5.7466535305026705	2.5227220707683364	5.0579300020791657e-08	1.387028918855881e-06	0.01998347804306599	0.05736802078856065	1.5214390453120261	5.093497256377962e-08	1.3967824761918765e-06	2514	NCOR2 (Q9Y618)
Q99832	CCT7	9	27	12836	642754	25.19936603919777	4.655315534024847	1.714648734683676e-09	6.233787331626485e-08	0.01998347804306599	0.05725416567671012	1.518572963895602	1.718984659512683e-09	6.249551046213156e-08	543	CCT7 (Q99832)
Q14686	NCOA6	11	63	12834	642718	10.750298024854883	3.426304750331901	4.778231548652597e-08	1.3178582299990698e-06	0.01998347804306599	0.05702165630651406	1.512702245621183	4.794619882475636e-08	1.3223782078161252e-06	2063	NCOA6 (Q14686)
Q52LJ0	FAM98B	9	28	12836	642753	23.90705290502743	4.579364390501319	2.4815897432983343e-09	8.88742475976769e-08	0.01998347804306599	0.05700305091497017	1.5122314370217753	2.4878351522033482e-09	8.909791713002887e-08	433	FAM98B (Q52LJ0)
Q96T58	SPEN	22	257	12823	642524	4.691586828421844	2.2300759658742146	1.6447848023705882e-08	4.872421152207687e-07	0.01998347804306599	0.056885548377709406	1.5092544860538877	1.6626612557287185e-08	4.92537738656921e-07	3664	SPEN (Q96T58)
P35580	MYH10	15	134	12830	642647	6.3670012566486855	2.6706140489650587	9.369586808817146e-08	2.41745414492008e-06	0.01998347804306599	0.05687633415752454	1.5090207819431753	9.422509694374544e-08	2.431108818457174e-06	1976	MYH10 (P35580)
Q09472	EP300	13	100	12832	642681	7.572708357685564	2.920809368294904	1.1328439225210221e-07	2.8168486964654843e-06	0.01998347804306599	0.05665565202871066	1.5034121878451705	1.137882042409703e-07	2.8293761251420543e-06	2414	EP300 (Q09472)
Q99590	SCAF11	13	100	12832	642681	7.572708357685564	2.920809368294904	1.1328439225210221e-07	2.8168486964654843e-06	0.01998347804306599	0.05665565202871066	1.5034121878451705	1.137882042409703e-07	2.8293761251420543e-06	1463	SCAF11 (Q99590)
Q6PKG0	LARP1	12	83	12833	642698	8.580383071948116	3.1010420584081517	1.0489631791590563e-07	2.635588637059849e-06	0.01998347804306599	0.05652542617884522	1.5000922641674668	1.0530539246546785e-07	2.6458669028365458e-06	1096	LARP1 (Q6PKG0)
Q9Y4Z0	LSM4	8	13	12837	642768	75.83489776046738	6.244789996580126	2.986359580713719e-11	1.3914116143538966e-09	0.01998347804306599	0.05632251459442816	1.4949040462866132	2.992583097460252e-11	1.3943112897778398e-09	139	LSM4 (Q9Y4Z0)
P08727	KRT19	9	31	12836	642750	20.71934717407393	4.3729066421413885	6.861188381115309e-09	2.195122869398158e-07	0.01998347804306599	0.05626275155243809	1.4933724097704595	6.878208991476186e-09	2.2005683300062813e-07	400	KRT19 (P08727)
P53621	COPA	11	67	12834	642714	9.9891515436305	3.3203621439055966	9.266327805758993e-08	2.403735521072292e-06	0.01998347804306599	0.056167399283195495	1.490925303225931	9.297588122990083e-08	2.411844616336725e-06	1224	COPA (P53621)
Q6ZRV2	FAM83H	13	103	12832	642678	7.321644477882793	2.872167721409724	1.6131054826127378e-07	3.893642607317086e-06	0.01998347804306599	0.056094704978921446	1.4890568948681004	1.620201557517868e-07	3.896539589330487e-06	1179	FAM83H (Q6ZRV2)
P20290	BTF3	8	14	12837	642767	64.16788854767434	6.003779606833366	6.844611290739874e-11	3.013512805895473e-09	0.01998347804306599	0.05605932527389345	1.4881466801113046	6.858800662048271e-11	3.0197600346027206e-09	206	BTF3 (P20290)
Q9BTL3	FAM103A1	8	14	12837	642767	64.16788854767434	6.003779606833366	6.844611290739874e-11	3.013512805895473e-09	0.01998347804306599	0.05605932527389345	1.4881466801113046	6.858800662048271e-11	3.0197600346027206e-09	118	FAM103A1 (Q9BTL3)
Q8NCA5	FAM98A	9	32	12836	642749	19.83764133359743	4.310168596488652	9.375145788053189e-09	2.921514586809562e-07	0.01998347804306599	0.05602023969229827	1.487140456058945	9.398290904741119e-09	2.9287271462241966e-07	518	FAM98A (Q8NCA5)
Q99729	HNRNPAB	8	15	12837	642766	55.612081791626096	5.79732643911934	1.4407004816481987e-10	6.0121057490693094e-09	0.01998347804306599	0.055798584226107895	1.4814208169229912	1.4436714843600995e-10	6.024503872560101e-09	332	HNRNPAB (Q99729)
P62633	CNBP	8	16	12837	642765	49.069406037000974	5.616751903227283	2.830330705926672e-10	1.1510811065883133e-08	0.01998347804306599	0.055540257447283324	1.4747261643489828	2.8361366905901156e-10	1.1534423710289801e-08	177	CNBP (P62633)
P55265	ADAR	11	71	12834	642710	9.328652530997772	3.22166870731077	1.7158678286788607e-07	3.921166528490405e-06	0.01998347804306599	0.055338360179384496	1.4694721935596136	1.7215607031045763e-07	3.934176101999458e-06	1226	ADAR (P55265)
Q01130	SRSF2	10	53	12835	642728	11.845526751641124	3.566270449234479	9.000493610164709e-08	2.3474656975641544e-06	0.01998347804306599	0.05532290754392569	1.4690692803967944	9.026225122064195e-08	2.3541768674340255e-06	221	SRSF2 (Q01130)
Q15459	SF3A1	9	35	12836	642746	17.591786834270494	4.1368301226669555	2.2355957451005523e-08	6.502196351962152e-07	0.01998347804306599	0.05530508769622637	1.4686045046215173	2.2410352929270016e-08	6.518017194397988e-07	793	SF3A1 (Q15459)
O43719	HTATSF1	9	36	12836	642745	16.952058582947064	4.083388573386178	2.927485653947467e-08	8.412577037900536e-07	0.01998347804306599	0.05507074410429321	1.462478401824676	2.9345740955748994e-08	8.432946757283798e-07	755	HTATSF1 (O43719)
P07910	HNRNPC	8	18	12837	642763	39.72272638753651	5.311892741187483	9.285140333326724e-10	3.4812022234089805e-08	0.01998347804306599	0.05503071380097797	1.461429341735525	9.303986750563375e-10	3.488268157496378e-08	306	HNRNPC (P07910)
Q13895	BYSL	9	37	12836	642744	16.357223542242824	4.031855982423144	3.799293096957663e-08	1.072518092488225e-06	0.01998347804306599	0.054838378095414336	1.456378202288258	3.8084477194204057e-08	1.0751023885587369e-06	437	BYSL (Q13895)
Q69YN4	KIAA1429	12	92	12833	642689	7.620976689743724	2.929975902594495	3.3289976868105777e-07	7.2949131958922195e-06	0.01998347804306599	0.05478320413908629	1.454925948119332	3.3415321882648206e-07	7.322380352275285e-06	1812	KIAA1429 (Q69YN4)
Q13243	SRSF5	10	56	12835	642725	11.081246442263833	3.4700482628208786	1.5562898849669475e-07	3.8300693117725035e-06	0.01998347804306599	0.054674592221145304	1.4520628550911043	1.5606793709684641e-07	3.840871949373158e-06	272	SRSF5 (Q13243)
O43251	RBFOX2	8	20	12837	642761	33.36698422590068	5.0603493936655966	2.579156787691306e-09	9.168424758615242e-08	0.01998347804306599	0.05453043458460544	1.4482539529877918	2.5843363946700165e-09	9.186837302238081e-08	390	RBFOX2 (O43251)
Q13813	SPTAN1	15	149	12830	642632	5.656792039298784	2.499984134144642	3.7843873571228246e-07	8.18075447154614e-06	0.01998347804306599	0.05443179257482292	1.4456418482075755	3.8047391382623434e-07	8.224749155189634e-06	2472	SPTAN1 (Q13813)
P33316	DUT	8	21	12837	642760	30.89530671859786	4.949315791008438	4.0925709347160965e-09	1.3734439101889892e-07	0.01998347804306599	0.0542836905367113	1.4417111071210198	4.100746089407994e-09	1.376187446368459e-07	252	DUT (P33316)
Q9Y580	RBM7	8	22	12837	642759	28.764550246785078	4.846220007772284	6.317354009668805e-09	2.0484447224594996e-07	0.01998347804306599	0.05403916940816756	1.4351978001623458	6.3299059217563275e-09	2.0525147647640957e-07	266	RBM7 (Q9Y580)
P36578	RPL4	9	41	12836	642740	14.343935712166928	3.8423690222312596	9.954902059188792e-08	2.5277023800024874e-06	0.01998347804306599	0.053928197546112853	1.4322321149565553	9.978422881024891e-08	2.533674677568172e-06	427	RPL4 (P36578)
Q92925	SMARCD2	9	41	12836	642740	14.343935712166928	3.8423690222312596	9.954902059188792e-08	2.5277023800024874e-06	0.01998347804306599	0.053928197546112853	1.4322321149565553	9.978422881024891e-08	2.533674677568172e-06	531	SMARCD2 (Q92925)
Q96PK6	RBM14	9	41	12836	642740	14.343935712166928	3.8423690222312596	9.954902059188792e-08	2.5277023800024874e-06	0.01998347804306599	0.053928197546112853	1.4322321149565553	9.978422881024891e-08	2.533674677568172e-06	669	RBM14 (Q96PK6)
Q9UN86	G3BP2	9	42	12836	642739	13.915736434874667	3.7986453544608088	1.2443557719771768e-07	3.0781769843909645e-06	0.01998347804306599	0.05370535375459999	1.4262582139119226	1.2472813873946577e-07	3.0854141124262694e-06	482	G3BP2 (Q9UN86)
P15880	RPS2	8	24	12837	642757	25.277857838364167	4.659802302986394	1.4020298247308461e-08	4.205213205552081e-07	0.01998347804306599	0.05355667682416606	1.4222587444548473	1.4047857292499553e-08	4.213479196669085e-07	293	RPS2 (P15880)
Q8WXX7	AUTS2	12	99	12833	642682	7.011220633498266	2.8096656351906906	7.455669991371888e-07	1.5290495849826362e-05	0.01998347804306599	0.053500654209408686	1.420748832801244	7.482975122368475e-07	1.5346494706088166e-05	1259	AUTS2 (Q8WXX7)
Q14247	CTTN	8	25	12837	642756	23.833370983446933	4.574911115116923	2.0253412045107156e-08	5.962952417452101e-07	0.01998347804306599	0.05331864714939199	1.4158324752954146	2.0293009056504348e-08	5.974610457801495e-07	550	CTTN (Q14247)
P31040	SDHA	9	44	12836	642737	13.131709589128272	3.714982844720726	1.9083936660472079e-07	4.299709485145798e-06	0.01998347804306599	0.05326514593693934	1.4143841136236308	1.9128362953701154e-07	4.309718958441871e-06	664	SDHA (P31040)
Q92615	LARP4B	9	44	12836	642737	13.131709589128272	3.714982844720726	1.9083936660472079e-07	4.299709485145798e-06	0.01998347804306599	0.05326514593693934	1.4143841136236308	1.9128362953701154e-07	4.309718958441871e-06	738	LARP4B (Q92615)
P50991	CCT4	8	27	12837	642754	21.388854767433152	4.418787332622818	4.0115708256889396e-08	1.119274906539606e-06	0.01998347804306599	0.05284887933309779	1.4030651792215365	4.0193292837184795e-08	1.1214396065444758e-06	539	CCT4 (P50991)
Q75N03	CBLL1	8	27	12837	642754	21.388854767433152	4.418787332622818	4.0115708256889396e-08	1.119274906539606e-06	0.01998347804306599	0.05284887933309779	1.4030651792215365	4.0193292837184795e-08	1.1214396065444758e-06	491	CBLL1 (Q75N03)
P35579	MYH9	13	123	12832	642658	5.996269546797274	2.584065237369691	1.2781441511357799e-06	2.52420320218132e-05	0.01998347804306599	0.052621348633477394	1.3968405236471264	1.2833642560339127e-06	2.5345123723073035e-05	1960	MYH9 (P35579)
Q96JP5	ZFP91	9	47	12836	642734	12.10840182292681	3.5979365524634757	3.475235250819987e-07	7.580751803947782e-06	0.01998347804306599	0.05261820084458785	1.3967542196018394	3.4832054262067154e-07	7.598137654711831e-06	570	ZFP91 (Q96JP5)
P05423	POLR3D	8	28	12837	642753	20.34546369962239	4.346635256573117	5.5169355666735e-08	1.4790935075120744e-06	0.01998347804306599	0.05261708600268947	1.3967236523477098	5.527547591117738e-08	1.4819385971940797e-06	398	POLR3D (P05423)
Q5VWX1	KHDRBS2	8	28	12837	642753	20.34546369962239	4.346635256573117	5.5169355666735e-08	1.4790935075120744e-06	0.01998347804306599	0.05261708600268947	1.3967236523477098	5.527547591117738e-08	1.4819385971940797e-06	349	KHDRBS2 (Q5VWX1)
Q9Y490	TLN1	12	105	12833	642676	6.561240228354559	2.713968543834046	1.4096367989577466e-06	2.7168060233727814e-05	0.01998347804306599	0.05244818232332196	1.3920850745491007	1.4146767039957659e-06	2.7265194789058958e-05	2541	TLN1 (Q9Y490)
Q96AE4	FUBP1	8	29	12837	642752	19.399132266026584	4.2779202161916015	7.484001891032048e-08	1.9842942030421433e-06	0.01998347804306599	0.0523873170681799	1.3904098784155074	7.498319404409998e-08	1.988090321644397e-06	644	FUBP1 (Q96AE4)
Q9NQS1	AVEN	8	30	12837	642751	18.53691918208374	4.212329584262887	1.0025166710060116e-07	2.532146054819921e-06	0.01998347804306599	0.05215954612440521	1.3841236155680763	1.004424118636317e-07	2.53696386596615e-06	362	AVEN (Q9NQS1)
P43243	MATR3	9	51	12836	642730	10.968717879392633	3.4553229955470623	7.220064208994524e-07	1.506482092998466e-05	0.01998347804306599	0.05177966377933545	1.373577897235745	7.236293599311239e-07	1.509868390569332e-05	847	MATR3 (P43243)
