canonical_UniProtAC	methyl_site_count	nearest_distance_min	nearest_distance_median	max_methyl_sites_in_3aa_window	max_methyl_sites_in_5aa_window	max_methyl_sites_in_10aa_window	max_methyl_sites_in_20aa_window	max_methyl_sites_in_50aa_window	gene
P04049	2	8.0	8.0	1	1	2	2	2	RAF1
P10242	2	8.0	8.0	1	1	2	2	2	MYB
P10244	2	8.0	8.0	1	1	2	2	2	MYBL2
P36915	2	8.0	8.0	1	1	2	2	2	GNL1
P37287	2	8.0	8.0	1	1	2	2	2	PIGA
Q05925	2	8.0	8.0	1	1	2	2	2	EN1
Q12766	2	8.0	8.0	1	1	2	2	2	HMGXB3
Q13029	2	8.0	8.0	1	1	2	2	2	PRDM2
Q14203	2	8.0	8.0	1	1	2	2	2	DCTN1
Q6P087	2	8.0	8.0	1	1	2	2	2	RPUSD3
Q6XZF7	2	8.0	8.0	1	1	2	2	2	DNMBP
Q6ZRQ5	2	8.0	8.0	1	1	2	2	2	MMS22L
Q7L5N1	2	8.0	8.0	1	1	2	2	2	COPS6
Q86VF7	2	8.0	8.0	1	1	2	2	2	NRAP
Q99618	2	8.0	8.0	1	1	2	2	2	CDCA3
Q9BUH6	2	8.0	8.0	1	1	2	2	2	C9orf142
Q9H568	2	8.0	8.0	1	1	2	2	2	ACTL8
Q9H7B2	2	8.0	8.0	1	1	2	2	2	RPF2
Q9HC44	2	8.0	8.0	1	1	2	2	2	GPBP1L1
Q9NR48	2	8.0	8.0	1	1	2	2	2	ASH1L
Q9NSD7	2	8.0	8.0	1	1	2	2	2	RXFP3
Q9P2E3	2	8.0	8.0	1	1	2	2	2	ZNFX1
Q9Y519	2	8.0	8.0	1	1	2	2	2	TMEM184B
O00231	2	9.0	9.0	1	1	2	2	2	PSMD11
O43670	2	9.0	9.0	1	1	2	2	2	ZNF207
O75420	2	9.0	9.0	1	1	2	2	2	GIGYF1
P07741	2	9.0	9.0	1	1	2	2	2	APRT
P08069	2	9.0	9.0	1	1	2	2	2	IGF1R
P08519	2	9.0	9.0	1	1	2	2	2	LPA
P27986	2	9.0	9.0	1	1	2	2	2	PIK3R1
Q16082	2	9.0	9.0	1	1	2	2	2	HSPB2
Q6ZSY5	2	9.0	9.0	1	1	2	2	2	PPP1R3F
Q6ZUT1	2	9.0	9.0	1	1	2	2	2	C11orf57
Q7L9B9	2	9.0	9.0	1	1	2	2	2	EEPD1
Q7Z3B4	2	9.0	9.0	1	1	2	2	2	NUP54
Q86WP2	2	9.0	9.0	1	1	2	2	2	GPBP1
Q96D05	2	9.0	9.0	1	1	2	2	2	C10orf35
Q96GF1	2	9.0	9.0	1	1	2	2	2	RNF185
Q9H788	2	9.0	9.0	1	1	2	2	2	SH2D4A
Q9HBM6	2	9.0	9.0	1	1	2	2	2	TAF9
Q9HCN8	2	9.0	9.0	1	1	2	2	2	SDF2L1
Q9NP08	2	9.0	9.0	1	1	2	2	2	HMX1
Q9NS87	2	9.0	9.0	1	1	2	2	2	KIF15
Q9Y324	2	9.0	9.0	1	1	2	2	2	FCF1
A2PYH4	2	10.0	10.0	1	1	2	2	2	HFM1
O60573	2	10.0	10.0	1	1	2	2	2	EIF4E2
O95983	2	10.0	10.0	1	1	2	2	2	MBD3
P28065	2	10.0	10.0	1	1	2	2	2	PSMB9
P28066	2	10.0	10.0	1	1	2	2	2	PSMA5
P29317	2	10.0	10.0	1	1	2	2	2	EPHA2
P41223	2	10.0	10.0	1	1	2	2	2	BUD31
Q13315	2	10.0	10.0	1	1	2	2	2	ATM
Q13546	2	10.0	10.0	1	1	2	2	2	RIPK1
Q7Z417	2	10.0	10.0	1	1	2	2	2	NUFIP2
Q8N2Y8	2	10.0	10.0	1	1	2	2	2	RUSC2
Q96EU6	2	10.0	10.0	1	1	2	2	2	RRP36
Q9H8Y5	2	10.0	10.0	1	1	2	2	2	ANKZF1
Q9NR99	2	10.0	10.0	1	1	2	2	2	MXRA5
Q9NRF9	2	10.0	10.0	1	1	2	2	2	POLE3
P15153	2	11.0	11.0	1	1	1	2	2	RAC2
P17655	2	11.0	11.0	1	1	1	2	2	CAPN2
Q13227	2	11.0	11.0	1	1	1	2	2	GPS2
Q5JWF2	2	11.0	11.0	1	1	1	2	2	GNAS
Q5TA31	2	11.0	11.0	1	1	1	2	2	RNF187
Q6ZU65	2	11.0	11.0	1	1	1	2	2	UBN2
Q7L4I2	2	11.0	11.0	1	1	1	2	2	RSRC2
Q8NFI3	2	11.0	11.0	1	1	1	2	2	ENGASE
Q8NHY3	2	11.0	11.0	1	1	1	2	2	GAS2L2
Q96ED9	2	11.0	11.0	1	1	1	2	2	HOOK2
Q96SB8	2	11.0	11.0	1	1	1	2	2	SMC6
Q99873	2	11.0	11.0	1	1	1	2	2	PRMT1
Q9NQR7	2	11.0	11.0	1	1	1	2	2	CCDC177
Q9NZ63	2	11.0	11.0	1	1	1	2	2	C9orf78
Q9UKB3	2	11.0	11.0	1	1	1	2	2	DNAJC12
Q9Y6J0	2	11.0	11.0	1	1	1	2	2	CABIN1
A8MWD9	2	12.0	12.0	1	1	1	2	2	SNRPG
P12821	2	12.0	12.0	1	1	1	2	2	ACE
P30304	2	12.0	12.0	1	1	1	2	2	CDC25A
P35556	2	12.0	12.0	1	1	1	2	2	FBN2
Q15003	2	12.0	12.0	1	1	1	2	2	NCAPH
Q6IMN6	2	12.0	12.0	1	1	1	2	2	CAPRIN2
Q6P9H4	2	12.0	12.0	1	1	1	2	2	CNKSR3
Q6ZMR3	2	12.0	12.0	1	1	1	2	2	LDHAL6A
Q8IY18	2	12.0	12.0	1	1	1	2	2	SMC5
Q8NCN4	2	12.0	12.0	1	1	1	2	2	RNF169
Q8WYA0	2	12.0	12.0	1	1	1	2	2	IFT81
Q92905	2	12.0	12.0	1	1	1	2	2	COPS5
Q9HAW4	2	12.0	12.0	1	1	1	2	2	CLSPN
Q9UJU3	2	12.0	12.0	1	1	1	2	2	ZFP112
O00754	2	13.0	13.0	1	1	1	2	2	MAN2B1
O14949	2	13.0	13.0	1	1	1	2	2	UQCRQ
O15504	2	13.0	13.0	1	1	1	2	2	NUPL2
O75970	2	13.0	13.0	1	1	1	2	2	MPDZ
O76041	2	13.0	13.0	1	1	1	2	2	NEBL
P11509	2	13.0	13.0	1	1	1	2	2	CYP2A6
P27987	2	13.0	13.0	1	1	1	2	2	ITPKB
P50479	2	13.0	13.0	1	1	1	2	2	PDLIM4
P54920	2	13.0	13.0	1	1	1	2	2	NAPA
Q6ZNB6	2	13.0	13.0	1	1	1	2	2	NFXL1
Q7RTU0	2	13.0	13.0	1	1	1	2	2	TCF24
Q86TG7	2	13.0	13.0	1	1	1	2	2	PEG10
Q9NXV2	2	13.0	13.0	1	1	1	2	2	KCTD5
Q9Y221	2	13.0	13.0	1	1	1	2	2	NIP7
Q9Y4W2	2	13.0	13.0	1	1	1	2	2	LAS1L
O60307	2	14.0	14.0	1	1	1	2	2	MAST3
P35659	2	14.0	14.0	1	1	1	2	2	DEK
Q13233	2	14.0	14.0	1	1	1	2	2	MAP3K1
Q6UUV9	2	14.0	14.0	1	1	1	2	2	CRTC1
Q96DT7	2	14.0	14.0	1	1	1	2	2	ZBTB10
Q96GN5	2	14.0	14.0	1	1	1	2	2	CDCA7L
O43293	2	15.0	15.0	1	1	1	2	2	DAPK3
P10075	2	15.0	15.0	1	1	1	2	2	GLI4
P15121	2	15.0	15.0	1	1	1	2	2	AKR1B1
P56211	2	15.0	15.0	1	1	1	2	2	ARPP19
Q86U90	2	15.0	15.0	1	1	1	2	2	YRDC
Q96HA7	2	15.0	15.0	1	1	1	2	2	TONSL
Q99704	2	15.0	15.0	1	1	1	2	2	DOK1
Q99708	2	15.0	15.0	1	1	1	2	2	RBBP8
Q9H6F5	2	15.0	15.0	1	1	1	2	2	CCDC86
Q9NR22	2	15.0	15.0	1	1	1	2	2	PRMT8
Q9Y2L6	2	15.0	15.0	1	1	1	2	2	FRMD4B
Q0VFZ6	2	16.0	16.0	1	1	1	2	2	CCDC173
Q8IWS0	2	16.0	16.0	1	1	1	2	2	PHF6
Q8IY92	2	16.0	16.0	1	1	1	2	2	SLX4
Q9ULD9	2	16.0	16.0	1	1	1	2	2	ZNF608
Q9Y5F9	2	16.0	16.0	1	1	1	2	2	PCDHGB6
O95319	2	17.0	17.0	1	1	1	2	2	CELF2
P00352	2	17.0	17.0	1	1	1	2	2	ALDH1A1
P03372	2	17.0	17.0	1	1	1	2	2	ESR1
P05089	2	17.0	17.0	1	1	1	2	2	ARG1
P08754	2	17.0	17.0	1	1	1	2	2	GNAI3
Q04756	2	17.0	17.0	1	1	1	2	2	HGFAC
Q8IXQ5	2	17.0	17.0	1	1	1	2	2	KLHL7
Q8TAE6	2	17.0	17.0	1	1	1	2	2	PPP1R14C
Q96II8	2	17.0	17.0	1	1	1	2	2	LRCH3
Q9HB96	2	17.0	17.0	1	1	1	2	2	FANCE
Q9Y303	2	17.0	17.0	1	1	1	2	2	AMDHD2
P06753	2	18.0	18.0	1	1	1	2	2	TPM3
Q13148	2	18.0	18.0	1	1	1	2	2	TARDBP
Q5J8M3	2	18.0	18.0	1	1	1	2	2	TMEM85
Q96G74	2	18.0	18.0	1	1	1	2	2	OTUD5
Q9C0G6	2	18.0	18.0	1	1	1	2	2	DNAH6
O00562	2	19.0	19.0	1	1	1	2	2	PITPNM1
O43184	2	19.0	19.0	1	1	1	2	2	ADAM12
P30679	2	19.0	19.0	1	1	1	2	2	GNA15
Q00722	2	19.0	19.0	1	1	1	2	2	PLCB2
Q8N8Z3	2	19.0	19.0	1	1	1	2	2	PRR26
Q9BX69	2	19.0	19.0	1	1	1	2	2	CARD6
Q9H7N4	2	19.0	19.0	1	1	1	2	2	SCAF1
Q9UKZ1	2	19.0	19.0	1	1	1	2	2	CNOT11
P04083	2	20.0	20.0	1	1	1	2	2	ANXA1
P04439	2	20.0	20.0	1	1	1	2	2	HLA-A
P62273	2	20.0	20.0	1	1	1	2	2	RPS29
P98161	2	20.0	20.0	1	1	1	2	2	PKD1
Q15257	2	20.0	20.0	1	1	1	2	2	PPP2R4
Q5VT97	2	20.0	20.0	1	1	1	2	2	SYDE2
Q8WYH8	2	20.0	20.0	1	1	1	2	2	ING5
Q9Y5R2	2	20.0	20.0	1	1	1	2	2	MMP24
O14490	2	21.0	21.0	1	1	1	1	2	DLGAP1
P16402	2	21.0	21.0	1	1	1	1	2	HIST1H1E
P56182	2	21.0	21.0	1	1	1	1	2	RRP1
Q08117	2	21.0	21.0	1	1	1	1	2	AES
Q8TBC3	2	21.0	21.0	1	1	1	1	2	SHKBP1
Q96MN9	2	21.0	21.0	1	1	1	1	2	ZNF488
Q9BZE1	2	21.0	21.0	1	1	1	1	2	MRPL37
Q9NPE3	2	21.0	21.0	1	1	1	1	2	NOP10
Q9P1U1	2	21.0	21.0	1	1	1	1	2	ACTR3B
Q9UHD9	2	21.0	21.0	1	1	1	1	2	UBQLN2
Q9Y2H6	2	21.0	21.0	1	1	1	1	2	FNDC3A
O60678	2	22.0	22.0	1	1	1	1	2	PRMT3
Q96KQ4	2	22.0	22.0	1	1	1	1	2	PPP1R13B
Q9UBW8	2	22.0	22.0	1	1	1	1	2	COPS7A
Q9Y572	2	22.0	22.0	1	1	1	1	2	RIPK3
O60244	2	23.0	23.0	1	1	1	1	2	MED14
O77932	2	23.0	23.0	1	1	1	1	2	DOM3Z
Q96B54	2	23.0	23.0	1	1	1	1	2	ZNF428
Q96DU7	2	23.0	23.0	1	1	1	1	2	ITPKC
O60749	2	24.0	24.0	1	1	1	1	2	SNX2
P42696	2	24.0	24.0	1	1	1	1	2	RBM34
P47897	2	24.0	24.0	1	1	1	1	2	QARS
Q13946	2	24.0	24.0	1	1	1	1	2	PDE7A
Q2TAC6	2	24.0	24.0	1	1	1	1	2	KIF19
Q7Z7J5	2	24.0	24.0	1	1	1	1	2	DPPA2
Q9H7C9	2	24.0	24.0	1	1	1	1	2	AAMDC
O75896	2	25.0	25.0	1	1	1	1	2	TUSC2
P19784	2	25.0	25.0	1	1	1	1	2	CSNK2A2
P61026	2	25.0	25.0	1	1	1	1	2	RAB13
Q9BWS9	2	25.0	25.0	1	1	1	1	2	CHID1
C9J069	2	26.0	26.0	1	1	1	1	2	C9orf172
P10644	2	26.0	26.0	1	1	1	1	2	PRKAR1A
Q9GZS1	2	26.0	26.0	1	1	1	1	2	POLR1E
Q9Y5H7	2	26.0	26.0	1	1	1	1	2	PCDHA5
P51858	2	27.0	27.0	1	1	1	1	2	HDGF
P62826	2	27.0	27.0	1	1	1	1	2	RAN
Q6ZTR5	2	27.0	27.0	1	1	1	1	2	CFAP47
Q8N257	2	27.0	27.0	1	1	1	1	2	H2BU1
Q9Y4W6	2	27.0	27.0	1	1	1	1	2	AFG3L2
P15927	2	28.0	28.0	1	1	1	1	2	RPA2
Q07812	2	28.0	28.0	1	1	1	1	2	BAX
Q13671	2	28.0	28.0	1	1	1	1	2	RIN1
P61086	2	29.0	29.0	1	1	1	1	2	UBE2K
P12814	2	30.0	30.0	1	1	1	1	2	ACTN1
Q5SQI0	2	30.0	30.0	1	1	1	1	2	ATAT1
Q92686	2	30.0	30.0	1	1	1	1	2	NRGN
Q96FX7	2	30.0	30.0	1	1	1	1	2	TRMT61A
P35080	2	31.0	31.0	1	1	1	1	2	PFN2
Q9NVU7	2	31.0	31.0	1	1	1	1	2	SDAD1
Q9UPU9	2	31.0	31.0	1	1	1	1	2	SAMD4A
P60602	2	32.0	32.0	1	1	1	1	2	ROMO1
O43424	2	33.0	33.0	1	1	1	1	2	GRID2
Q7Z4H9	2	33.0	33.0	1	1	1	1	2	FAM220A
Q96A46	2	33.0	33.0	1	1	1	1	2	SLC25A28
P49354	2	34.0	34.0	1	1	1	1	2	FNTA
Q02809	2	34.0	34.0	1	1	1	1	2	PLOD1
Q13158	2	34.0	34.0	1	1	1	1	2	FADD
Q2KHM9	2	34.0	34.0	1	1	1	1	2	KIAA0753
Q6ZNA4	2	34.0	34.0	1	1	1	1	2	RNF111
P21266	2	35.0	35.0	1	1	1	1	2	GSTM3
P28161	2	35.0	35.0	1	1	1	1	2	GSTM2
P48047	2	35.0	35.0	1	1	1	1	2	ATP5O
Q8NEY8	2	35.0	35.0	1	1	1	1	2	PPHLN1
Q9BW85	2	35.0	35.0	1	1	1	1	2	CCDC94
O00443	2	36.0	36.0	1	1	1	1	2	PIK3C2A
P11161	2	36.0	36.0	1	1	1	1	2	EGR2
P56270	2	36.0	36.0	1	1	1	1	2	MAZ
Q13541	2	36.0	36.0	1	1	1	1	2	EIF4EBP1
Q16795	2	36.0	36.0	1	1	1	1	2	NDUFA9
Q9UPV9	2	36.0	36.0	1	1	1	1	2	TRAK1
Q9Y5A9	2	36.0	36.0	1	1	1	1	2	YTHDF2
Q9Y5N6	2	36.0	36.0	1	1	1	1	2	ORC6
P12955	2	37.0	37.0	1	1	1	1	2	PEPD
P60520	2	37.0	37.0	1	1	1	1	2	GABARAPL2
Q9H4L4	2	37.0	37.0	1	1	1	1	2	SENP3
P07738	2	38.0	38.0	1	1	1	1	2	BPGM
P24666	2	38.0	38.0	1	1	1	1	2	ACP1
Q96HC4	2	38.0	38.0	1	1	1	1	2	PDLIM5
Q9NXZ2	2	38.0	38.0	1	1	1	1	2	DDX43
P46777	2	39.0	39.0	1	1	1	1	2	RPL5
P49458	2	39.0	39.0	1	1	1	1	2	SRP9
P62942	2	39.0	39.0	1	1	1	1	2	FKBP1A
Q9BV20	2	39.0	39.0	1	1	1	1	2	MRI1
O75340	2	40.0	40.0	1	1	1	1	2	PDCD6
P48730	2	40.0	40.0	1	1	1	1	2	CSNK1D
Q01105	2	40.0	40.0	1	1	1	1	2	SET
Q15365	2	40.0	40.0	1	1	1	1	2	PCBP1
Q15819	2	40.0	40.0	1	1	1	1	2	UBE2V2
Q96D46	2	40.0	40.0	1	1	1	1	2	NMD3
Q7LGA3	2	41.0	41.0	1	1	1	1	2	HS2ST1
Q96EK4	2	41.0	41.0	1	1	1	1	2	THAP11
P0DPH8	2	42.0	42.0	1	1	1	1	2	TUBA3D
P62316	2	42.0	42.0	1	1	1	1	2	SNRPD2
Q9H299	2	42.0	42.0	1	1	1	1	2	SH3BGRL3
A6NHQ4	2	43.0	43.0	1	1	1	1	2	EPOP
Q14195	2	43.0	43.0	1	1	1	1	2	DPYSL3
Q8N8D1	2	43.0	43.0	1	1	1	1	2	PDCD7
Q9H4A4	2	43.0	43.0	1	1	1	1	2	RNPEP
Q9NQB0	2	43.0	43.0	1	1	1	1	2	TCF7L2
O14618	2	44.0	44.0	1	1	1	1	2	CCS
P40937	2	44.0	44.0	1	1	1	1	2	RFC5
Q8N3F8	2	44.0	44.0	1	1	1	1	2	MICALL1
Q9UBI9	2	44.0	44.0	1	1	1	1	2	HECA
Q9ULJ6	2	44.0	44.0	1	1	1	1	2	ZMIZ1
Q01081	2	46.0	46.0	1	1	1	1	2	U2AF1
Q8NCN2	2	46.0	46.0	1	1	1	1	2	ZBTB34
P27448	2	47.0	47.0	1	1	1	1	2	MARK3
Q14938	2	47.0	47.0	1	1	1	1	2	NFIX
Q8N196	2	47.0	47.0	1	1	1	1	2	SIX5
Q9NVP1	2	47.0	47.0	1	1	1	1	2	DDX18
P61353	2	48.0	48.0	1	1	1	1	2	RPL27
O75791	2	49.0	49.0	1	1	1	1	2	GRAP2
P62899	2	49.0	49.0	1	1	1	1	2	RPL31
O00762	2	50.0	50.0	1	1	1	1	2	UBE2C
Q12907	2	50.0	50.0	1	1	1	1	2	LMAN2
Q6P2E9	2	50.0	50.0	1	1	1	1	2	EDC4
Q9BVW5	2	50.0	50.0	1	1	1	1	2	TIPIN
Q9NZN8	2	50.0	50.0	1	1	1	1	2	CNOT2
Q96BD5	2	52.0	52.0	1	1	1	1	1	PHF21A
Q96CX2	2	52.0	52.0	1	1	1	1	1	KCTD12
Q9NRW1	2	52.0	52.0	1	1	1	1	1	RAB6B
O00712	2	53.0	53.0	1	1	1	1	1	NFIB
P0DMV9	2	53.0	53.0	1	1	1	1	1	HSPA1B
P25685	2	53.0	53.0	1	1	1	1	1	DNAJB1
P30043	2	53.0	53.0	1	1	1	1	1	BLVRB
P30086	2	53.0	53.0	1	1	1	1	1	PEBP1
Q99536	2	53.0	53.0	1	1	1	1	1	VAT1
Q9UBF2	2	53.0	53.0	1	1	1	1	1	COPG2
O60462	2	54.0	54.0	1	1	1	1	1	NRP2
P13804	2	54.0	54.0	1	1	1	1	1	ETFA
Q6NXG1	2	54.0	54.0	1	1	1	1	1	ESRP1
O43765	2	55.0	55.0	1	1	1	1	1	SGTA
P36776	2	55.0	55.0	1	1	1	1	1	LONP1
Q13257	2	55.0	55.0	1	1	1	1	1	MAD2L1
Q13635	2	56.0	56.0	1	1	1	1	1	PTCH1
Q9BT43	2	56.0	56.0	1	1	1	1	1	POLR3GL
Q13162	2	57.0	57.0	1	1	1	1	1	PRDX4
Q8TDN4	2	57.0	57.0	1	1	1	1	1	CABLES1
P50402	2	58.0	58.0	1	1	1	1	1	EMD
O60869	2	59.0	59.0	1	1	1	1	1	EDF1
Q9BYN8	2	59.0	59.0	1	1	1	1	1	MRPS26
Q9Y2W6	2	59.0	59.0	1	1	1	1	1	TDRKH
O94842	2	60.0	60.0	1	1	1	1	1	TOX4
P08865	2	60.0	60.0	1	1	1	1	1	RPSA
P61960	2	60.0	60.0	1	1	1	1	1	UFM1
Q14019	2	60.0	60.0	1	1	1	1	1	COTL1
P63000	2	61.0	61.0	1	1	1	1	1	RAC1
Q8WVC0	2	63.0	63.0	1	1	1	1	1	LEO1
P00441	2	64.0	64.0	1	1	1	1	1	SOD1
P14735	2	64.0	64.0	1	1	1	1	1	IDE
P53990	2	64.0	64.0	1	1	1	1	1	IST1
O60271	2	65.0	65.0	1	1	1	1	1	SPAG9
Q07866	2	65.0	65.0	1	1	1	1	1	KLC1
Q9H0B6	2	65.0	65.0	1	1	1	1	1	KLC2
Q9BPW8	2	66.0	66.0	1	1	1	1	1	NIPSNAP1
P35221	2	67.0	67.0	1	1	1	1	1	CTNNA1
P36542	2	67.0	67.0	1	1	1	1	1	ATP5C1
O15511	2	69.0	69.0	1	1	1	1	1	ARPC5
P18669	2	69.0	69.0	1	1	1	1	1	PGAM1
P27694	2	69.0	69.0	1	1	1	1	1	RPA1
P47895	2	69.0	69.0	1	1	1	1	1	ALDH1A3
P49756	2	70.0	70.0	1	1	1	1	1	RBM25
Q6P2H3	2	71.0	71.0	1	1	1	1	1	CEP85
Q92522	2	71.0	71.0	1	1	1	1	1	H1FX
Q9UEE9	2	71.0	71.0	1	1	1	1	1	CFDP1
A6NMY6	2	72.0	72.0	1	1	1	1	1	ANXA2P2
P31153	2	72.0	72.0	1	1	1	1	1	MAT2A
P48681	2	72.0	72.0	1	1	1	1	1	NES
O94966	2	73.0	73.0	1	1	1	1	1	USP19
P09429	2	73.0	73.0	1	1	1	1	1	HMGB1P1
P25490	2	73.0	73.0	1	1	1	1	1	YY1
P60660	2	73.0	73.0	1	1	1	1	1	MYL6
Q8TDN6	2	73.0	73.0	1	1	1	1	1	BRIX1
P27482	2	74.0	74.0	1	1	1	1	1	CALML3
P30084	2	75.0	75.0	1	1	1	1	1	ECHS1
Q92966	2	75.0	75.0	1	1	1	1	1	SNAPC3
Q96AY4	2	75.0	75.0	1	1	1	1	1	TTC28
Q9NQ94	2	75.0	75.0	1	1	1	1	1	A1CF
Q8TF17	2	76.0	76.0	1	1	1	1	1	SH3TC2
O00505	2	77.0	77.0	1	1	1	1	1	KPNA3
P0DPI2	2	77.0	77.0	1	1	1	1	1	GATD3A
P51149	2	77.0	77.0	1	1	1	1	1	RAB7A
Q12774	2	77.0	77.0	1	1	1	1	1	ARHGEF5
Q9BYD3	2	77.0	77.0	1	1	1	1	1	MRPL4
Q9UMS0	2	77.0	77.0	1	1	1	1	1	NFU1
P13797	2	78.0	78.0	1	1	1	1	1	PLS3
P30419	2	78.0	78.0	1	1	1	1	1	NMT1
Q9BRL6	2	79.0	79.0	1	1	1	1	1	SRSF8
Q9HC98	2	79.0	79.0	1	1	1	1	1	NEK6
P51911	2	80.0	80.0	1	1	1	1	1	CNN1
Q13595	2	80.0	80.0	1	1	1	1	1	TRA2A
P30046	2	81.0	81.0	1	1	1	1	1	DDT
Q7Z4W1	2	81.0	81.0	1	1	1	1	1	DCXR
Q7Z5G4	2	81.0	81.0	1	1	1	1	1	GOLGA7
Q9H2H8	2	81.0	81.0	1	1	1	1	1	PPIL3
P27348	2	83.0	83.0	1	1	1	1	1	YWHAQ
Q8WWY3	2	83.0	83.0	1	1	1	1	1	PRPF31
Q9Y696	2	85.0	85.0	1	1	1	1	1	CLIC4
A7MCY6	2	86.0	86.0	1	1	1	1	1	TBKBP1
O95202	2	86.0	86.0	1	1	1	1	1	LETM1
P22061	2	87.0	87.0	1	1	1	1	1	PCMT1
Q16864	2	87.0	87.0	1	1	1	1	1	ATP6V1F
Q9Y2P8	2	89.0	89.0	1	1	1	1	1	RCL1
O60313	2	91.0	91.0	1	1	1	1	1	OPA1
Q13542	2	91.0	91.0	1	1	1	1	1	EIF4EBP2
Q8N1G4	2	91.0	91.0	1	1	1	1	1	LRRC47
Q9BRD0	2	91.0	91.0	1	1	1	1	1	BUD13
Q9NRI5	2	91.0	91.0	1	1	1	1	1	DISC1
O95168	2	92.0	92.0	1	1	1	1	1	NDUFB4
P60510	2	92.0	92.0	1	1	1	1	1	PPP4C
Q71H61	2	92.0	92.0	1	1	1	1	1	ILDR2
Q9UKN8	2	92.0	92.0	1	1	1	1	1	GTF3C4
O75208	2	93.0	93.0	1	1	1	1	1	COQ9
P17483	2	93.0	93.0	1	1	1	1	1	HOXB4
P32969	2	93.0	93.0	1	1	1	1	1	RPL9
Q13625	2	93.0	93.0	1	1	1	1	1	TP53BP2
P35249	2	94.0	94.0	1	1	1	1	1	RFC4
Q07912	2	94.0	94.0	1	1	1	1	1	TNK2
P58005	2	95.0	95.0	1	1	1	1	1	SESN3
Q9UKD2	2	95.0	95.0	1	1	1	1	1	MRTO4
P46779	2	96.0	96.0	1	1	1	1	1	RPL28
Q8TED0	2	96.0	96.0	1	1	1	1	1	UTP15
Q9UBB9	2	96.0	96.0	1	1	1	1	1	TFIP11
Q92995	2	97.0	97.0	1	1	1	1	1	USP13
Q9P2K5	2	97.0	97.0	1	1	1	1	1	MYEF2
P27361	2	98.0	98.0	1	1	1	1	1	MAPK3
P48739	2	98.0	98.0	1	1	1	1	1	PITPNB
Q4KMQ1	2	98.0	98.0	1	1	1	1	1	TPRN
P31689	2	99.0	99.0	1	1	1	1	1	DNAJA1
P54819	2	99.0	99.0	1	1	1	1	1	AK2
Q16658	2	99.0	99.0	1	1	1	1	1	FSCN1
O00178	2	100.0	100.0	1	1	1	1	1	GTPBP1
O60684	2	100.0	100.0	1	1	1	1	1	KPNA6
P07864	2	100.0	100.0	1	1	1	1	1	LDHC
P09017	2	100.0	100.0	1	1	1	1	1	HOXC4
P07355	2	102.0	102.0	1	1	1	1	1	ANXA2
Q16543	2	102.0	102.0	1	1	1	1	1	CDC37
O76031	2	103.0	103.0	1	1	1	1	1	CLPX
P14543	2	103.0	103.0	1	1	1	1	1	NID1
P36551	2	103.0	103.0	1	1	1	1	1	CPOX
Q96BZ8	2	103.0	103.0	1	1	1	1	1	LENG1
P47985	2	104.0	104.0	1	1	1	1	1	UQCRFS1
Q96GQ7	2	104.0	104.0	1	1	1	1	1	DDX27
Q9NUQ9	2	104.0	104.0	1	1	1	1	1	FAM49B
Q9Y376	2	104.0	104.0	1	1	1	1	1	CAB39
P78318	2	105.0	105.0	1	1	1	1	1	IGBP1
Q12948	2	107.0	107.0	1	1	1	1	1	FOXC1
Q8NDV7	2	107.0	107.0	1	1	1	1	1	TNRC6A
Q9H6T3	2	109.0	109.0	1	1	1	1	1	RPAP3
Q8NFC6	2	110.0	110.0	1	1	1	1	1	BOD1L1
Q8NBF6	2	113.0	113.0	1	1	1	1	1	AVL9
P49366	2	116.0	116.0	1	1	1	1	1	DHPS
P78524	2	116.0	116.0	1	1	1	1	1	ST5
Q92879	2	116.0	116.0	1	1	1	1	1	CELF1
Q9P266	2	117.0	117.0	1	1	1	1	1	KIAA1462
O60318	2	118.0	118.0	1	1	1	1	1	MCM3AP
Q15287	2	118.0	118.0	1	1	1	1	1	RNPS1
P0CG38	2	119.0	119.0	1	1	1	1	1	POTEI
P0CG39	2	119.0	119.0	1	1	1	1	1	POTEJ
Q13094	2	119.0	119.0	1	1	1	1	1	LCP2
Q86T82	2	120.0	120.0	1	1	1	1	1	USP37
P19367	2	122.0	122.0	1	1	1	1	1	HK1
P35241	2	122.0	122.0	1	1	1	1	1	RDX
Q9NVI7	2	122.0	122.0	1	1	1	1	1	ATAD3A
A6NGR9	2	123.0	123.0	1	1	1	1	1	MROH6
Q96P16	2	123.0	123.0	1	1	1	1	1	RPRD1A
Q9UJV9	2	123.0	123.0	1	1	1	1	1	DDX41
Q9Y2X3	2	123.0	123.0	1	1	1	1	1	NOP58
P12882	2	124.0	124.0	1	1	1	1	1	MYH1
P61923	2	124.0	124.0	1	1	1	1	1	COPZ1
P42126	2	125.0	125.0	1	1	1	1	1	ECI1
Q9Y5Q9	2	125.0	125.0	1	1	1	1	1	GTF3C3
P00748	2	127.0	127.0	1	1	1	1	1	F12
Q9GZP4	2	128.0	128.0	1	1	1	1	1	PITHD1
P43034	2	129.0	129.0	1	1	1	1	1	PAFAH1B1
Q13501	2	129.0	129.0	1	1	1	1	1	SQSTM1
Q6F5E8	2	129.0	129.0	1	1	1	1	1	CARMIL2
Q86W24	2	130.0	130.0	1	1	1	1	1	NLRP14
Q9UPV0	2	132.0	132.0	1	1	1	1	1	CEP164
