occupancy_k	distance_aa	sites_with_at_least_k_neighbors	sites_total	observed_fraction	permutation
10	5	0	12826	0.0	5
10	6	0	12826	0.0	5
10	8	0	12826	0.0	5
10	10	0	12826	0.0	5
10	15	0	12826	0.0	5
10	20	0	12826	0.0	5
10	30	31	12826	0.0024169655387494154	5
10	40	110	12826	0.008576329331046312	5
10	50	201	12826	0.01567129268673008	5
10	75	374	12826	0.029159519725557463	5
10	100	543	12826	0.04233588024325589	5
1	1	259	12826	0.020193357243099952	6
1	2	582	12826	0.045376578824263214	6
1	3	916	12826	0.07141743333853111	6
1	4	1150	12826	0.08966162482457508	6
1	5	1365	12826	0.1064244503352565	6
1	6	1623	12826	0.12653984094807422	6
1	8	2069	12826	0.1613129580539529	6
1	10	2457	12826	0.19156401060346173	6
1	15	3219	12826	0.250974582878528	6
1	20	3810	12826	0.2970528613753314	6
1	30	4682	12826	0.3650397629814439	6
1	40	5361	12826	0.4179791049430844	6
1	50	5935	12826	0.46273195072508966	6
1	75	6825	12826	0.5321222516762826	6
1	100	7540	12826	0.5878683923280836	6
2	1	7	12826	0.0005457664119756744	6
2	2	42	12826	0.0032745984718540464	6
2	3	96	12826	0.007484796507094963	6
2	4	169	12826	0.013176360517698426	6
2	5	247	12826	0.01925775767971308	6
2	6	343	12826	0.026742554186808046	6
2	8	524	12826	0.04085451426789334	6
2	10	703	12826	0.054810541088414155	6
2	15	1145	12826	0.08927179167316389	6
2	20	1534	12826	0.11960081085295493	6
2	30	2207	12826	0.17207235303290191	6
2	40	2715	12826	0.21167940121627943	6
2	50	3149	12826	0.24551691875877124	6
2	75	3987	12826	0.3108529549352877	6
2	100	4751	12826	0.37041946047091845	6
3	1	0	12826	0.0	6
3	2	4	12826	0.0003118665211289568	6
3	3	12	12826	0.0009355995633868704	6
3	4	33	12826	0.002572898799313894	6
3	5	57	12826	0.004444097926087635	6
3	6	89	12826	0.006939030095119289	6
3	8	161	12826	0.012552627475440512	6
3	10	247	12826	0.01925775767971308	6
3	15	468	12826	0.036488382972087945	6
3	20	733	12826	0.057149539996881334	6
3	30	1149	12826	0.08958365819429284	6
3	40	1540	12826	0.12006861063464837	6
3	50	1896	12826	0.14782473101512553	6
3	75	2642	12826	0.20598783720567598	6
3	100	3229	12826	0.25175424918135036	6
4	1	0	12826	0.0	6
4	2	0	12826	0.0	6
4	3	0	12826	0.0	6
4	4	0	12826	0.0	6
4	5	7	12826	0.0005457664119756744	6
4	6	24	12826	0.0018711991267737408	6
4	8	56	12826	0.0043661312958053955	6
4	10	102	12826	0.007952596288788399	6
4	15	228	12826	0.01777639170435054	6
4	20	376	12826	0.02931545298612194	6
4	30	642	12826	0.05005457664119757	6
4	40	915	12826	0.07133946670824887	6
4	50	1212	12826	0.09449555590207391	6
4	75	1855	12826	0.1446280991735537	6
4	100	2352	12826	0.1833775144238266	6
5	1	0	12826	0.0	6
5	2	0	12826	0.0	6
5	3	0	12826	0.0	6
5	4	0	12826	0.0	6
5	5	0	12826	0.0	6
5	6	3	12826	0.0002338998908467176	6
5	8	22	12826	0.0017152658662092624	6
5	10	44	12826	0.003430531732418525	6
5	15	113	12826	0.00881022922189303	6
5	20	196	12826	0.015281459535318884	6
5	30	411	12826	0.03204428504600031	6
5	40	631	12826	0.04919694370809294	6
5	50	833	12826	0.06494620302510526	6
5	75	1322	12826	0.10307188523312022	6
5	100	1729	12826	0.13480430375799157	6
6	1	0	12826	0.0	6
6	2	0	12826	0.0	6
6	3	0	12826	0.0	6
6	4	0	12826	0.0	6
6	5	0	12826	0.0	6
6	6	0	12826	0.0	6
6	8	4	12826	0.0003118665211289568	6
6	10	15	12826	0.001169499454233588	6
6	15	60	12826	0.004677997816934352	6
6	20	113	12826	0.00881022922189303	6
6	30	239	12826	0.018634024637455168	6
6	40	432	12826	0.033681584281927336	6
6	50	592	12826	0.046156245127085604	6
6	75	975	12826	0.07601746452518322	6
6	100	1337	12826	0.10424138468735382	6
7	1	0	12826	0.0	6
7	2	0	12826	0.0	6
7	3	0	12826	0.0	6
7	4	0	12826	0.0	6
7	5	0	12826	0.0	6
7	6	0	12826	0.0	6
7	8	0	12826	0.0	6
7	10	6	12826	0.0004677997816934352	6
7	15	28	12826	0.0021830656479026977	6
7	20	70	12826	0.0054576641197567445	6
7	30	157	12826	0.012240760954311555	6
7	40	295	12826	0.023000155933260564	6
7	50	439	12826	0.03422735069390301	6
7	75	732	12826	0.0570715733665991	6
7	100	1045	12826	0.08147512864493997	6
8	1	0	12826	0.0	6
8	2	0	12826	0.0	6
8	3	0	12826	0.0	6
8	4	0	12826	0.0	6
8	5	0	12826	0.0	6
8	6	0	12826	0.0	6
8	8	0	12826	0.0	6
8	10	0	12826	0.0	6
8	15	5	12826	0.000389833151411196	6
8	20	18	12826	0.0014033993450803055	6
8	30	101	12826	0.007874629658506159	6
8	40	227	12826	0.0176984250740683	6
8	50	326	12826	0.02541712147200998	6
8	75	587	12826	0.04576641197567441	6
8	100	800	12826	0.06237330422579136	6
9	1	0	12826	0.0	6
9	2	0	12826	0.0	6
9	3	0	12826	0.0	6
9	4	0	12826	0.0	6
9	5	0	12826	0.0	6
9	6	0	12826	0.0	6
9	8	0	12826	0.0	6
9	10	0	12826	0.0	6
9	15	0	12826	0.0	6
9	20	5	12826	0.000389833151411196	6
9	30	58	12826	0.004522064556369874	6
9	40	151	12826	0.01177296117261812	6
9	50	240	12826	0.01871199126773741	6
9	75	434	12826	0.03383751754249181	6
9	100	614	12826	0.04787151099329487	6
10	1	0	12826	0.0	6
10	2	0	12826	0.0	6
10	3	0	12826	0.0	6
10	4	0	12826	0.0	6
10	5	0	12826	0.0	6
10	6	0	12826	0.0	6
10	8	0	12826	0.0	6
10	10	0	12826	0.0	6
10	15	0	12826	0.0	6
10	20	1	12826	7.79666302822392e-05	6
10	30	30	12826	0.002338998908467176	6
10	40	85	12826	0.006627163573990332	6
10	50	178	12826	0.013878060190238578	6
10	75	345	12826	0.026898487447372523	6
10	100	507	12826	0.03952908155309528	6
1	1	308	12826	0.024013722126929673	7
1	2	672	12826	0.05239357554966474	7
1	3	970	12826	0.07562763137377203	7
1	4	1214	12826	0.0946514891626384	7
1	5	1493	12826	0.11640417901138313	7
1	6	1722	12826	0.1342585373460159	7
1	8	2179	12826	0.16988928738499923	7
1	10	2546	12826	0.19850304069858102	7
1	15	3217	12826	0.2508186496179635	7
1	20	3710	12826	0.2892561983471074	7
1	30	4562	12826	0.35568376734757523	7
1	40	5227	12826	0.4075315764852643	7
1	50	5761	12826	0.44916575705598005	7
1	75	6770	12826	0.5278340870107594	7
1	100	7473	12826	0.5826446280991735	7
2	1	6	12826	0.0004677997816934352	7
2	2	34	12826	0.002650865429596133	7
2	3	78	12826	0.0060813971620146574	7
2	4	154	12826	0.012006861063464836	7
2	5	243	12826	0.018945891158584124	7
2	6	345	12826	0.026898487447372523	7
2	8	570	12826	0.04444097926087635	7
2	10	767	12826	0.059800405426477465	7
2	15	1197	12826	0.09332605644784032	7
2	20	1531	12826	0.11936691096210822	7
2	30	2106	12826	0.16419772337439575	7
2	40	2602	12826	0.2028691719943864	7
2	50	3103	12826	0.24193045376578826	7
2	75	3980	12826	0.310307188523312	7
2	100	4673	12826	0.3643380633089038	7
3	1	0	12826	0.0	7
3	2	4	12826	0.0003118665211289568	7
3	3	9	12826	0.0007016996725401528	7
3	4	27	12826	0.0021050990176204585	7
3	5	49	12826	0.003820364883829721	7
3	6	84	12826	0.006549196943708093	7
3	8	163	12826	0.01270856073600499	7
3	10	273	12826	0.021284890067051303	7
3	15	535	12826	0.04171214720099797	7
3	20	758	12826	0.05909870575393732	7
3	30	1138	12826	0.08872602526118821	7
3	40	1534	12826	0.11960081085295493	7
3	50	1881	12826	0.14665523156089194	7
3	75	2628	12826	0.20489630438172463	7
3	100	3175	12826	0.24754405114610947	7
4	1	0	12826	0.0	7
4	2	0	12826	0.0	7
4	3	1	12826	7.79666302822392e-05	7
4	4	2	12826	0.0001559332605644784	7
4	5	9	12826	0.0007016996725401528	7
4	6	20	12826	0.001559332605644784	7
4	8	49	12826	0.003820364883829721	7
4	10	100	12826	0.00779666302822392	7
4	15	245	12826	0.019101824419148605	7
4	20	422	12826	0.032901917979104946	7
4	30	730	12826	0.056915640106034615	7
4	40	982	12826	0.0765632309371589	7
4	50	1248	12826	0.09730235459223452	7
4	75	1863	12826	0.14525183221581164	7
4	100	2352	12826	0.1833775144238266	7
5	1	0	12826	0.0	7
5	2	0	12826	0.0	7
5	3	0	12826	0.0	7
5	4	1	12826	7.79666302822392e-05	7
5	5	2	12826	0.0001559332605644784	7
5	6	9	12826	0.0007016996725401528	7
5	8	20	12826	0.001559332605644784	7
5	10	41	12826	0.003196631841571807	7
5	15	124	12826	0.009667862154997662	7
5	20	232	12826	0.018088258225479496	7
5	30	448	12826	0.034929050366443164	7
5	40	673	12826	0.052471542179946984	7
5	50	864	12826	0.06736316856385467	7
5	75	1368	12826	0.10665835022610323	7
5	100	1742	12826	0.1358178699516607	7
6	1	0	12826	0.0	7
6	2	0	12826	0.0	7
6	3	0	12826	0.0	7
6	4	0	12826	0.0	7
6	5	0	12826	0.0	7
6	6	0	12826	0.0	7
6	8	6	12826	0.0004677997816934352	7
6	10	16	12826	0.0012474660845158273	7
6	15	60	12826	0.004677997816934352	7
6	20	128	12826	0.009979728676126618	7
6	30	272	12826	0.021206923436769064	7
6	40	439	12826	0.03422735069390301	7
6	50	614	12826	0.04787151099329487	7
6	75	1022	12826	0.07968189614844846	7
6	100	1342	12826	0.10463121783876501	7
7	1	0	12826	0.0	7
7	2	0	12826	0.0	7
7	3	0	12826	0.0	7
7	4	0	12826	0.0	7
7	5	0	12826	0.0	7
7	6	0	12826	0.0	7
7	8	1	12826	7.79666302822392e-05	7
7	10	9	12826	0.0007016996725401528	7
7	15	29	12826	0.002261032278184937	7
7	20	71	12826	0.005535630750038983	7
7	30	194	12826	0.015125526274754405	7
7	40	316	12826	0.024637455169187587	7
7	50	436	12826	0.03399345080305629	7
7	75	787	12826	0.06135973803212225	7
7	100	1050	12826	0.08186496179635117	7
8	1	0	12826	0.0	7
8	2	0	12826	0.0	7
8	3	0	12826	0.0	7
8	4	0	12826	0.0	7
8	5	0	12826	0.0	7
8	6	0	12826	0.0	7
8	8	0	12826	0.0	7
8	10	0	12826	0.0	7
8	15	9	12826	0.0007016996725401528	7
8	20	33	12826	0.002572898799313894	7
8	30	123	12826	0.009589895524715421	7
8	40	235	12826	0.01832215811632621	7
8	50	324	12826	0.0252611882114455	7
8	75	590	12826	0.04600031186652113	7
8	100	840	12826	0.06549196943708092	7
9	1	0	12826	0.0	7
9	2	0	12826	0.0	7
9	3	0	12826	0.0	7
9	4	0	12826	0.0	7
9	5	0	12826	0.0	7
9	6	0	12826	0.0	7
9	8	0	12826	0.0	7
9	10	0	12826	0.0	7
9	15	0	12826	0.0	7
9	20	3	12826	0.0002338998908467176	7
9	30	67	12826	0.005223764228910027	7
9	40	172	12826	0.013410260408545142	7
9	50	251	12826	0.019569624200842038	7
9	75	439	12826	0.03422735069390301	7
9	100	669	12826	0.052159675658818024	7
10	1	0	12826	0.0	7
10	2	0	12826	0.0	7
10	3	0	12826	0.0	7
10	4	0	12826	0.0	7
10	5	0	12826	0.0	7
10	6	0	12826	0.0	7
10	8	0	12826	0.0	7
10	10	0	12826	0.0	7
10	15	0	12826	0.0	7
10	20	0	12826	0.0	7
10	30	34	12826	0.002650865429596133	7
10	40	110	12826	0.008576329331046312	7
10	50	189	12826	0.014735693123343208	7
10	75	345	12826	0.026898487447372523	7
10	100	502	12826	0.039139248401684076	7
1	1	268	12826	0.020895056915640108	8
1	2	643	12826	0.050132543271479806	8
1	3	928	12826	0.07235303290191798	8
1	4	1170	12826	0.09122095743021987	8
1	5	1412	12826	0.11008888195852175	8
1	6	1666	12826	0.12989240605021052	8
1	8	2115	12826	0.16489942304693592	8
1	10	2485	12826	0.19374707625136442	8
1	15	3192	12826	0.24886948386090754	8
1	20	3752	12826	0.2925307968189615	8
1	30	4630	12826	0.3609854982067675	8
1	40	5310	12826	0.41400280679869017	8
1	50	5866	12826	0.4573522532356152	8
1	75	6854	12826	0.5343832839544674	8
1	100	7509	12826	0.5854514267893342	8
2	1	4	12826	0.0003118665211289568	8
2	2	31	12826	0.0024169655387494154	8
2	3	76	12826	0.005925463901450179	8
2	4	161	12826	0.012552627475440512	8
2	5	227	12826	0.0176984250740683	8
2	6	330	12826	0.025728987993138937	8
2	8	541	12826	0.04217994698269141	8
2	10	734	12826	0.057227506627163575	8
2	15	1155	12826	0.09005145797598628	8
2	20	1494	12826	0.11648214564166537	8
2	30	2116	12826	0.16497738967721814	8
2	40	2633	12826	0.20528613753313582	8
2	50	3130	12826	0.2440355527834087	8
2	75	4025	12826	0.3138156868860128	8
2	100	4681	12826	0.3649617963511617	8
3	1	0	12826	0.0	8
3	2	2	12826	0.0001559332605644784	8
3	3	6	12826	0.0004677997816934352	8
3	4	21	12826	0.0016372992359270232	8
3	5	32	12826	0.0024949321690316546	8
3	6	57	12826	0.004444097926087635	8
3	8	134	12826	0.010447528457820054	8
3	10	230	12826	0.017932324964915015	8
3	15	473	12826	0.03687821612349914	8
3	20	706	12826	0.055044440979260874	8
3	30	1115	12826	0.0869327927646967	8
3	40	1495	12826	0.11656011227194761	8
3	50	1846	12826	0.14392639950101357	8
3	75	2608	12826	0.20333697177607984	8
3	100	3140	12826	0.2448152190862311	8
4	1	0	12826	0.0	8
4	2	0	12826	0.0	8
4	3	2	12826	0.0001559332605644784	8
4	4	6	12826	0.0004677997816934352	8
4	5	10	12826	0.000779666302822392	8
4	6	14	12826	0.0010915328239513489	8
4	8	37	12826	0.0028847653204428503	8
4	10	75	12826	0.00584749727116794	8
4	15	213	12826	0.01660689225011695	8
4	20	390	12826	0.030406985810073287	8
4	30	655	12826	0.05106814283486668	8
4	40	914	12826	0.07126150007796662	8
4	50	1176	12826	0.0916887572119133	8
4	75	1860	12826	0.1450179323249649	8
4	100	2308	12826	0.17994698269140808	8
5	1	0	12826	0.0	8
5	2	0	12826	0.0	8
5	3	0	12826	0.0	8
5	4	0	12826	0.0	8
5	5	1	12826	7.79666302822392e-05	8
5	6	3	12826	0.0002338998908467176	8
5	8	11	12826	0.0008576329331046312	8
5	10	24	12826	0.0018711991267737408	8
5	15	110	12826	0.008576329331046312	8
5	20	209	12826	0.016295025728987993	8
5	30	442	12826	0.03446125058474973	8
5	40	641	12826	0.04997661001091533	8
5	50	821	12826	0.06401060346171838	8
5	75	1293	12826	0.10081085295493529	8
5	100	1701	12826	0.13262123811008888	8
6	1	0	12826	0.0	8
6	2	0	12826	0.0	8
6	3	0	12826	0.0	8
6	4	0	12826	0.0	8
6	5	0	12826	0.0	8
6	6	0	12826	0.0	8
6	8	2	12826	0.0001559332605644784	8
6	10	7	12826	0.0005457664119756744	8
6	15	48	12826	0.0037423982535474817	8
6	20	121	12826	0.009433962264150943	8
6	30	291	12826	0.022688289412131607	8
6	40	451	12826	0.03516295025728988	8
6	50	586	12826	0.045688445345392174	8
6	75	967	12826	0.0753937314829253	8
6	100	1311	12826	0.10221425230001559	8
7	1	0	12826	0.0	8
7	2	0	12826	0.0	8
7	3	0	12826	0.0	8
7	4	0	12826	0.0	8
7	5	0	12826	0.0	8
7	6	0	12826	0.0	8
7	8	0	12826	0.0	8
7	10	3	12826	0.0002338998908467176	8
7	15	11	12826	0.0008576329331046312	8
7	20	48	12826	0.0037423982535474817	8
7	30	177	12826	0.01380009355995634	8
7	40	336	12826	0.02619678777483237	8
7	50	457	12826	0.03563075003898331	8
7	75	753	12826	0.05870887260252612	8
7	100	1019	12826	0.07944799625760175	8
8	1	0	12826	0.0	8
8	2	0	12826	0.0	8
8	3	0	12826	0.0	8
8	4	0	12826	0.0	8
8	5	0	12826	0.0	8
8	6	0	12826	0.0	8
8	8	0	12826	0.0	8
8	10	0	12826	0.0	8
8	15	4	12826	0.0003118665211289568	8
8	20	17	12826	0.0013254327147980665	8
8	30	114	12826	0.00888819585217527	8
8	40	231	12826	0.018010291595197257	8
8	50	356	12826	0.027756120380477155	8
8	75	598	12826	0.04662404490877904	8
8	100	801	12826	0.0624512708560736	8
9	1	0	12826	0.0	8
9	2	0	12826	0.0	8
9	3	0	12826	0.0	8
9	4	0	12826	0.0	8
9	5	0	12826	0.0	8
9	6	0	12826	0.0	8
9	8	0	12826	0.0	8
9	10	0	12826	0.0	8
9	15	0	12826	0.0	8
9	20	1	12826	7.79666302822392e-05	8
9	30	66	12826	0.005145797598627788	8
9	40	163	12826	0.01270856073600499	8
9	50	257	12826	0.020037423982535475	8
9	75	463	12826	0.03609854982067675	8
9	100	629	12826	0.049041010447528455	8
10	1	0	12826	0.0	8
10	2	0	12826	0.0	8
10	3	0	12826	0.0	8
10	4	0	12826	0.0	8
10	5	0	12826	0.0	8
10	6	0	12826	0.0	8
10	8	0	12826	0.0	8
10	10	0	12826	0.0	8
10	15	0	12826	0.0	8
10	20	0	12826	0.0	8
10	30	28	12826	0.0021830656479026977	8
10	40	113	12826	0.00881022922189303	8
10	50	195	12826	0.015203492905036644	8
10	75	376	12826	0.02931545298612194	8
10	100	523	12826	0.0407765476376111	8
1	1	282	12826	0.021986589739591455	9
1	2	656	12826	0.051146109465148915	9
1	3	939	12826	0.07321066583502261	9
1	4	1200	12826	0.09355995633868704	9
1	5	1400	12826	0.10915328239513489	9
1	6	1678	12826	0.1308280056135974	9
1	8	2121	12826	0.16536722282862934	9
1	10	2507	12826	0.19546234211757368	9
1	15	3233	12826	0.25206611570247933	9
1	20	3780	12826	0.2947138624668642	9
1	30	4614	12826	0.3597380321222517	9
1	40	5294	12826	0.41275534071417436	9
1	50	5825	12826	0.45415562139404336	9
1	75	6782	12826	0.5287696865741462	9
1	100	7474	12826	0.5827225947294558	9
2	1	8	12826	0.0006237330422579137	9
2	2	46	12826	0.0035864649929830033	9
2	3	96	12826	0.007484796507094963	9
2	4	184	12826	0.014345859971932013	9
2	5	273	12826	0.021284890067051303	9
2	6	384	12826	0.029939186028379854	9
2	8	576	12826	0.04490877904256978	9
2	10	764	12826	0.05956650553563075	9
2	15	1189	12826	0.0927023234055824	9
2	20	1541	12826	0.12014657726493061	9
2	30	2199	12826	0.171448619990644	9
2	40	2689	12826	0.20965226882894122	9
2	50	3165	12826	0.24676438484328708	9
2	75	4036	12826	0.3146733198191174	9
2	100	4717	12826	0.3677685950413223	9
3	1	0	12826	0.0	9
3	2	2	12826	0.0001559332605644784	9
3	3	7	12826	0.0005457664119756744	9
3	4	20	12826	0.001559332605644784	9
3	5	41	12826	0.003196631841571807	9
3	6	74	12826	0.0057695306408857006	9
3	8	157	12826	0.012240760954311555	9
3	10	262	12826	0.02042725713394667	9
3	15	526	12826	0.04101044752845782	9
3	20	743	12826	0.057929206299703724	9
3	30	1167	12826	0.09098705753937315	9
3	40	1519	12826	0.11843131139872135	9
3	50	1889	12826	0.14727896460314985	9
3	75	2648	12826	0.2064556369873694	9
3	100	3195	12826	0.24910338375175425	9
4	1	0	12826	0.0	9
4	2	0	12826	0.0	9
4	3	0	12826	0.0	9
4	4	0	12826	0.0	9
4	5	2	12826	0.0001559332605644784	9
4	6	11	12826	0.0008576329331046312	9
4	8	37	12826	0.0028847653204428503	9
4	10	93	12826	0.007250896616248246	9
4	15	258	12826	0.020115390612817714	9
4	20	405	12826	0.031576485264306876	9
4	30	694	12826	0.05410884141587401	9
4	40	955	12826	0.07445813191953844	9
4	50	1202	12826	0.09371588959925152	9
4	75	1856	12826	0.14470606580383596	9
4	100	2299	12826	0.1792452830188679	9
5	1	0	12826	0.0	9
5	2	0	12826	0.0	9
5	3	0	12826	0.0	9
5	4	0	12826	0.0	9
5	5	0	12826	0.0	9
5	6	1	12826	7.79666302822392e-05	9
5	8	10	12826	0.000779666302822392	9
5	10	22	12826	0.0017152658662092624	9
5	15	104	12826	0.008108529549352877	9
5	20	223	12826	0.017386558552939343	9
5	30	470	12826	0.03664431623265242	9
5	40	677	12826	0.05278340870107594	9
5	50	865	12826	0.06744113519413691	9
5	75	1358	12826	0.10587868392328084	9
5	100	1682	12826	0.13113987213472633	9
6	1	0	12826	0.0	9
6	2	0	12826	0.0	9
6	3	0	12826	0.0	9
6	4	0	12826	0.0	9
6	5	0	12826	0.0	9
6	6	0	12826	0.0	9
6	8	1	12826	7.79666302822392e-05	9
6	10	9	12826	0.0007016996725401528	9
6	15	50	12826	0.00389833151411196	9
6	20	110	12826	0.008576329331046312	9
6	30	293	12826	0.022844222672696087	9
6	40	501	12826	0.03906128177140184	9
6	50	657	12826	0.051224076095431156	9
6	75	1008	12826	0.07859036332449712	9
6	100	1302	12826	0.10151255262747544	9
7	1	0	12826	0.0	9
7	2	0	12826	0.0	9
7	3	0	12826	0.0	9
7	4	0	12826	0.0	9
7	5	0	12826	0.0	9
7	6	0	12826	0.0	9
7	8	0	12826	0.0	9
7	10	3	12826	0.0002338998908467176	9
7	15	13	12826	0.0010135661936691096	9
7	20	49	12826	0.003820364883829721	9
7	30	170	12826	0.013254327147980664	9
7	40	330	12826	0.025728987993138937	9
7	50	496	12826	0.038671448619990646	9
7	75	817	12826	0.06369873694058943	9
7	100	1091	12826	0.08506159363792297	9
8	1	0	12826	0.0	9
8	2	0	12826	0.0	9
8	3	0	12826	0.0	9
8	4	0	12826	0.0	9
8	5	0	12826	0.0	9
8	6	0	12826	0.0	9
8	8	0	12826	0.0	9
8	10	0	12826	0.0	9
8	15	5	12826	0.000389833151411196	9
8	20	28	12826	0.0021830656479026977	9
8	30	96	12826	0.007484796507094963	9
8	40	212	12826	0.01652892561983471	9
8	50	348	12826	0.02713238733821924	9
8	75	616	12826	0.048027444253859346	9
8	100	870	12826	0.06783096834554811	9
9	1	0	12826	0.0	9
9	2	0	12826	0.0	9
9	3	0	12826	0.0	9
9	4	0	12826	0.0	9
9	5	0	12826	0.0	9
9	6	0	12826	0.0	9
9	8	0	12826	0.0	9
9	10	0	12826	0.0	9
9	15	0	12826	0.0	9
9	20	3	12826	0.0002338998908467176	9
9	30	56	12826	0.0043661312958053955	9
9	40	140	12826	0.010915328239513489	9
9	50	247	12826	0.01925775767971308	9
9	75	497	12826	0.03874941525027288	9
9	100	706	12826	0.055044440979260874	9
10	1	0	12826	0.0	9
10	2	0	12826	0.0	9
10	3	0	12826	0.0	9
10	4	0	12826	0.0	9
10	5	0	12826	0.0	9
10	6	0	12826	0.0	9
10	8	0	12826	0.0	9
10	10	0	12826	0.0	9
10	15	0	12826	0.0	9
10	20	0	12826	0.0	9
10	30	30	12826	0.002338998908467176	9
10	40	90	12826	0.007016996725401528	9
10	50	173	12826	0.013488227038827382	9
10	75	359	12826	0.027990020271323874	9
10	100	559	12826	0.043583346327771715	9
1	1	266	12826	0.020739123655075627	10
1	2	661	12826	0.05153594261656011	10
1	3	901	12826	0.07024793388429752	10
1	4	1166	12826	0.09090909090909091	10
1	5	1387	12826	0.10813971620146577	10
1	6	1627	12826	0.12685170746920318	10
1	8	2055	12826	0.16022142523000155	10
1	10	2423	12826	0.1889131451738656	10
1	15	3127	12826	0.24380165289256198	10
1	20	3653	12826	0.2848121004210198	10
1	30	4475	12826	0.34890067051302043	10
1	40	5186	12826	0.4043349446436925	10
1	50	5729	12826	0.44667082488694837	10
1	75	6753	12826	0.5265086542959613	10
1	100	7458	12826	0.58147512864494	10
2	1	6	12826	0.0004677997816934352	10
2	2	40	12826	0.003118665211289568	10
2	3	86	12826	0.006705130204272571	10
2	4	166	12826	0.012942460626851707	10
2	5	235	12826	0.01832215811632621	10
2	6	331	12826	0.025806954623421176	10
2	8	532	12826	0.041478247310151255	10
2	10	736	12826	0.05738343988772805	10
2	15	1176	12826	0.0916887572119133	10
2	20	1531	12826	0.11936691096210822	10
2	30	2135	12826	0.1664587556525807	10
2	40	2666	12826	0.2078590363324497	10
2	50	3114	12826	0.24278808669889287	10
2	75	3973	12826	0.30976142211133634	10
2	100	4655	12826	0.36293466396382346	10
3	1	0	12826	0.0	10
3	2	1	12826	7.79666302822392e-05	10
3	3	6	12826	0.0004677997816934352	10
3	4	30	12826	0.002338998908467176	10
3	5	50	12826	0.00389833151411196	10
3	6	84	12826	0.006549196943708093	10
3	8	155	12826	0.012084827693747077	10
3	10	258	12826	0.020115390612817714	10
3	15	520	12826	0.04054264774676439	10
3	20	768	12826	0.05987837205675971	10
3	30	1187	12826	0.09254639014501793	10
3	40	1580	12826	0.12318727584593794	10
3	50	1917	12826	0.14946203025105256	10
3	75	2627	12826	0.20481833775144237	10
3	100	3191	12826	0.2487915172306253	10
4	1	0	12826	0.0	10
4	2	0	12826	0.0	10
4	3	1	12826	7.79666302822392e-05	10
4	4	4	12826	0.0003118665211289568	10
4	5	9	12826	0.0007016996725401528	10
4	6	19	12826	0.0014813659753625447	10
4	8	42	12826	0.0032745984718540464	10
4	10	93	12826	0.007250896616248246	10
4	15	237	12826	0.01847809137689069	10
4	20	400	12826	0.03118665211289568	10
4	30	700	12826	0.054576641197567444	10
4	40	1010	12826	0.07874629658506159	10
4	50	1279	12826	0.09971932013098393	10
4	75	1903	12826	0.1483704974271012	10
4	100	2351	12826	0.18329954779354438	10
5	1	0	12826	0.0	10
5	2	0	12826	0.0	10
5	3	0	12826	0.0	10
5	4	0	12826	0.0	10
5	5	3	12826	0.0002338998908467176	10
5	6	8	12826	0.0006237330422579137	10
5	8	16	12826	0.0012474660845158273	10
5	10	33	12826	0.002572898799313894	10
5	15	115	12826	0.008966162482457508	10
5	20	217	12826	0.016918758771245906	10
5	30	457	12826	0.03563075003898331	10
5	40	677	12826	0.05278340870107594	10
5	50	881	12826	0.06868860127865274	10
