term_id	term_name	primary_family	audit_status	assignment_method	secondary_rule_matches	override_reason	genes_in_reviewed_universe
C0004238	Atrial Fibrillation	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	849
C0004239	Atrial Flutter	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	12
C0004245	Atrioventricular Block	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	62
C0004269	Child attention deficit disorder	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	20
C0004277	Tooth Attrition	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	61
C0004310	Auditory Perceptual Disorders	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	5
C0004331	Auriculo-Ventricular Dissociation	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	4
C0004352	Autistic Disorder	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1050
C0004364	Autoimmune Diseases	Immune / inflammatory	included	precedence_rule		Primary assignment is the first matching family in precedence order (Immune / inflammatory).	1622
C0004368	Autoimmune state	Immune / inflammatory	included	precedence_rule		Primary assignment is the first matching family in precedence order (Immune / inflammatory).	69
C0004403	Autosome Abnormalities	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	16
C0004426	Sarcoma, Avian	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	1
C0004444	Avoidant Personality Disorder	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C0004509	Azoospermia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	239
C0004565	Melanoma, B16	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	148
C0004576	Babesiosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	10
C0004604	Back Pain	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	106
C0004606	Nonproliferative diabetic retinopathy	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	36
C0004608	Retinopathy background	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	4
C0004610	Bacteremia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	218
C0004623	Bacterial Infections	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	585
C0004626	Pneumonia, Bacterial	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	60
C0004659	Bacteriuria	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	17
C0004669	Bacteroides Infections	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0004681	Bagassosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	14
C0004698	Balkan Nephropathy	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	33
C0004712	Balo's Concentric Sclerosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	5
C0004763	Barrett Esophagus	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	438
C0004771	Bartonella Infections	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	4
C0004775	Bartter Disease	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	46
C0004779	Basal Cell Nevus Syndrome	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	69
C0004782	Basal Ganglia Diseases	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	19
C0004903	Beckwith-Wiedemann Syndrome	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	93
C0004930	Behavior Disorders	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	74
C0004936	Mental disorders	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	736
C0004941	Behavioral Symptoms	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	42
C0004943	Behcet Syndrome	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	469
C0004945	Bejel	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C0004991	Benign neoplasm of colon	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	1
C0004997	Benign Ovarian Neoplasm	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	64
C0004998	Benign neoplasm of skin	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	4
C0005001	Benign prostatic hypertrophy	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	4
C0005122	Beriberi	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	16
C0005129	Bernard-Soulier Syndrome	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	44
C0005136	Berry Aneurysm	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0005138	Berylliosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	10
C0005146	Besnoitiasis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0005283	beta Thalassemia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	182
C0005395	Bile Duct Diseases	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	8
C0005396	Bile Duct Neoplasms	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	10
C0005398	Cholestasis, Extrahepatic	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	85
C0005403	Bile Reflux	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	5
C0005411	Biliary Atresia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	164
C0005424	Biliary Tract Diseases	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0005426	Biliary Tract Neoplasm	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	17
C0005586	Bipolar Disorder	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1090
C0005587	Depression, Bipolar	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	114
C0005612	Birth Weight	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	185
C0005683	Urinary Bladder Calculi (disorder)	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	10
C0005684	Malignant neoplasm of urinary bladder	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	1769
C0005686	Urinary Bladder Diseases	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	24
C0005689	Bladder Exstrophy	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	16
C0005694	Bladder neck obstruction	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	61
C0005695	Bladder Neoplasm	Cancer / neoplasia	included	precedence_rule		Primary assignment is the first matching family in precedence order (Cancer / neoplasia).	1790
C0005697	Neurogenic Urinary Bladder	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	42
C0005699	Blast Phase	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	280
C0005716	Blastomycosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	5
C0005723	Oral paracoccidioidomycosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0005741	Blepharitis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	54
C0005742	Blepharochalasis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	4
C0005744	Blepharophimosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	106
C0005745	Blepharoptosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	581
C0005747	Blepharospasm	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	43
C0005750	Blind Loop Syndrome	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	5
C0005754	Congenital blindness	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	16
C0005758	Bulla	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	3
C0005779	Blood Coagulation Disorders	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	249
C0005806	Blood Group Incompatibility	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	6
C0005818	Blood Platelet Disorders	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	57
C0005823	Blood Pressure	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	98
C0005833	Blood Sedimentation	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	7
C0005845	Blood urea nitrogen measurement	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	79
C0005848	Blood Viscosity	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0005859	Bloom Syndrome	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	148
C0005866	Bluetongue infection	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	12
C0005874	Blushing	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	8
C0005887	Body Dysmorphic Disorders	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	0
C0005890	Body Height	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1696
C0005893	Body mass index procedure	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	76
