canonical_UniProtAC	functional_class_broad	functional_class_subclass	substrate_genename	UniProtID	protein_name	genename	interpro_annotation_text	interpro_domain_classes	annotation_text	is_arg_methyl_protein
A4D1E9	Other / unclassified	Other / unclassified	GTPBP10	GTPBA_HUMAN	GTP-binding protein 10; ; GTP-binding protein 10 (Protein obg homolog 2) (ObgH2)	Name: GTPBP10; Synonyms: OBGH2; ORFNames: UG0751c10;			a4d1e9 gtpbp10 gtpba_human gtp-binding protein 10; ; gtp-binding protein 10 (protein obg homolog 2) (obgh2) name: gtpbp10; synonyms: obgh2; orfnames: ug0751c10;  	False
A4D1F6	Other / unclassified	Other / unclassified	LRRD1	LRRD1_HUMAN	Leucine-rich repeat and death domain-containing protein 1				a4d1f6 lrrd1 lrrd1_human leucine-rich repeat and death domain-containing protein 1   	False
A4D1Z8	Other / unclassified	Other / unclassified	GRIFIN	GRIFN_HUMAN	Grifin (Galectin-related inter-fiber protein)				a4d1z8 grifin grifn_human grifin (galectin-related inter-fiber protein)   	False
A4D250	Other / unclassified	Other / unclassified	BLACE	BLACE_HUMAN	B-cell acute lymphoblastic leukemia-expressed protein				a4d250 blace blace_human b-cell acute lymphoblastic leukemia-expressed protein   	False
A4D2H0	Other / unclassified	Other / unclassified	CTAGE15	CTGEF_HUMAN	cTAGE family member 15; ; cTAGE family member 15 (Protein cTAGE-15)	Name: CTAGE15; Synonyms: CTAGE15P;			a4d2h0 ctage15 ctgef_human ctage family member 15; ; ctage family member 15 (protein ctage-15) name: ctage15; synonyms: ctage15p;  	False
A4FU28	Other / unclassified	Other / unclassified	CTAGE9	CTGE9_HUMAN	cTAGE family member 9; ; cTAGE family member 9 (Protein cTAGE-9)	Name: CTAGE9;			a4fu28 ctage9 ctge9_human ctage family member 9; ; ctage family member 9 (protein ctage-9) name: ctage9;  	False
A4FU69	Other / unclassified	Other / unclassified	EFCAB5	EFCB5_HUMAN	EF-hand calcium-binding domain-containing protein 5; ; EF-hand calcium-binding domain-containing protein 5	Name: EFCAB5;			a4fu69 efcab5 efcb5_human ef-hand calcium-binding domain-containing protein 5; ; ef-hand calcium-binding domain-containing protein 5 name: efcab5;  	False
A4GXA9	Other / unclassified	Other / unclassified	EME2	EME2_HUMAN	Structure-specific endonuclease subunit EME2 (Essential meiotic structure-specific endonuclease subunit 2)				a4gxa9 eme2 eme2_human structure-specific endonuclease subunit eme2 (essential meiotic structure-specific endonuclease subunit 2)   	False
A4QMS7	Other / unclassified	Other / unclassified	CFAP90	CFA90_HUMAN	Cilia- and flagella-associated protein 90				a4qms7 cfap90 cfa90_human cilia- and flagella-associated protein 90   	False
A5D8W1	Other / unclassified	Other / unclassified	CFAP69	CFA69_HUMAN	Cilia- and flagella-associated protein 69				a5d8w1 cfap69 cfa69_human cilia- and flagella-associated protein 69   	False
A5PKW4	Other / unclassified	Other / unclassified	PSD	PSD1_HUMAN	PH and SEC7 domain-containing protein 1 (Exchange factor for ADP-ribosylation factor guanine nucleotide factor 6) (Exchange factor for ARF6) (Exchange factor for ARF6 A) (Pleckstrin homology and SEC7 domain-containing protein 1)				a5pkw4 psd psd1_human ph and sec7 domain-containing protein 1 (exchange factor for adp-ribosylation factor guanine nucleotide factor 6) (exchange factor for arf6) (exchange factor for arf6 a) (pleckstrin homology and sec7 domain-containing protein 1)   	False
A5PLK6	Other / unclassified	Other / unclassified	RGSL1	RGSL_HUMAN	Regulator of G-protein signaling protein-like				a5plk6 rgsl1 rgsl_human regulator of g-protein signaling protein-like   	False
A5PLL1	Other / unclassified	Other / unclassified	ANKRD34B	AN34B_HUMAN	Ankyrin repeat domain-containing protein 34B				a5pll1 ankrd34b an34b_human ankyrin repeat domain-containing protein 34b   	False
A5PLN7	Other / unclassified	Other / unclassified	FAM149A	F149A_HUMAN	Protein FAM149A				a5pln7 fam149a f149a_human protein fam149a   	False
A5YM69	Other / unclassified	Other / unclassified	ARHGEF35	ARG35_HUMAN	Rho guanine nucleotide exchange factor 35; ; Rho guanine nucleotide exchange factor 35 (Rho guanine nucleotide exchange factor 5-like protein)	Name: ARHGEF35; Synonyms: ARHGEF5L;			a5ym69 arhgef35 arg35_human rho guanine nucleotide exchange factor 35; ; rho guanine nucleotide exchange factor 35 (rho guanine nucleotide exchange factor 5-like protein) name: arhgef35; synonyms: arhgef5l;  	False
A5YM72	Other / unclassified	Other / unclassified	CARNS1	CRNS1_HUMAN	Carnosine synthase 1; ; Carnosine synthase 1 (EC 6.3.2.11) (ATP-grasp domain-containing protein 1)	Name: CARNS1; Synonyms: ATPGD1, KIAA1394;			a5ym72 carns1 crns1_human carnosine synthase 1; ; carnosine synthase 1 (ec 6.3.2.11) (atp-grasp domain-containing protein 1) name: carns1; synonyms: atpgd1, kiaa1394;  	False
A6BM72	Other / unclassified	Other / unclassified	MEGF11	MEG11_HUMAN	Multiple epidermal growth factor-like domains protein 11 (Multiple EGF-like domains protein 11)				a6bm72 megf11 meg11_human multiple epidermal growth factor-like domains protein 11 (multiple egf-like domains protein 11)   	False
A6H8Z2	Other / unclassified	Other / unclassified	FAM221B	F221B_HUMAN	Protein FAM221B				a6h8z2 fam221b f221b_human protein fam221b   	False
A6NC42	Other / unclassified	Other / unclassified	DPPA5	DPPA5_HUMAN	Developmental pluripotency-associated 5 protein (hDPPA5) (Embryonal stem cell-specific gene 1 protein) (ESG-1)				a6nc42 dppa5 dppa5_human developmental pluripotency-associated 5 protein (hdppa5) (embryonal stem cell-specific gene 1 protein) (esg-1)   	False
A6NC62	Other / unclassified	Other / unclassified	RBAKDN	RAKDN_HUMAN	RBAK downstream neighbor protein				a6nc62 rbakdn rakdn_human rbak downstream neighbor protein   	False
A6NCF5	Other / unclassified	Other / unclassified	KLHL33	KLH33_HUMAN	Kelch-like protein 33				a6ncf5 klhl33 klh33_human kelch-like protein 33   	False
A6NCI4	Other / unclassified	Other / unclassified	VWA3A	VWA3A_HUMAN	von Willebrand factor A domain-containing protein 3A				a6nci4 vwa3a vwa3a_human von willebrand factor a domain-containing protein 3a   	False
A6NCK2	Other / unclassified	Other / unclassified	TRIM43B	TR43B_HUMAN	Tripartite motif-containing protein 43B				a6nck2 trim43b tr43b_human tripartite motif-containing protein 43b   	False
A6NCL2	Other / unclassified	Other / unclassified	LRCOL1	LRCL1_HUMAN	Leucine-rich colipase-like protein 1				a6ncl2 lrcol1 lrcl1_human leucine-rich colipase-like protein 1   	False
A6NCN8	Other / unclassified	Other / unclassified	TEX52	TEX52_HUMAN	Testis-expressed protein 52				a6ncn8 tex52 tex52_human testis-expressed protein 52   	False
A6NCQ9	Other / unclassified	Other / unclassified	RNF222	RN222_HUMAN	RING finger protein 222				a6ncq9 rnf222 rn222_human ring finger protein 222   	False
A6ND36	Other / unclassified	Other / unclassified	FAM83G	FA83G_HUMAN	Protein FAM83G; ; Protein FAM83G (Protein associated with SMAD1)	Name: FAM83G; Synonyms: PAWS1;			a6nd36 fam83g fa83g_human protein fam83g; ; protein fam83g (protein associated with smad1) name: fam83g; synonyms: paws1;  	False
A6NDB9	Other / unclassified	Other / unclassified	PALM3	PALM3_HUMAN	Paralemmin-3 precursor; ; Paralemmin-3	Name: PALM3;			a6ndb9 palm3 palm3_human paralemmin-3 precursor; ; paralemmin-3 name: palm3;  	False
A6NDP7	Other / unclassified	Other / unclassified	MYADML2	MADL2_HUMAN	Myeloid-associated differentiation marker-like protein 2				a6ndp7 myadml2 madl2_human myeloid-associated differentiation marker-like protein 2   	False
A6NDY2	Other / unclassified	Other / unclassified	FAM90A10	F90AA_HUMAN	Protein FAM90A10				a6ndy2 fam90a10 f90aa_human protein fam90a10   	False
A6NDZ8	Other / unclassified	Other / unclassified	MBD3L4	MB3L4_HUMAN	Methyl-CpG-binding domain protein 3-like 4 (MBD3-like protein 4)				a6ndz8 mbd3l4 mb3l4_human methyl-cpg-binding domain protein 3-like 4 (mbd3-like protein 4)   	False
A6NE01	Other / unclassified	Other / unclassified	FAM186A	F186A_HUMAN	Protein FAM186A; ; Protein FAM186A	Name: FAM186A;	FAM186A/B, N-terminal ; FAM186A, PQQAQ repeat ; FAM186A/B, C-terminal IPR049144 ; IPR049147 ; IPR049146 domain ; repeat		a6ne01 fam186a f186a_human protein fam186a; ; protein fam186a name: fam186a; fam186a/b, n-terminal ; fam186a, pqqaq repeat ; fam186a/b, c-terminal ipr049144 ; ipr049147 ; ipr049146 domain ; repeat 	True
A6NE02	Other / unclassified	Other / unclassified	BTBD17	BTBDH_HUMAN	BTB/POZ domain-containing protein 17 (Galectin-3-binding protein-like)				a6ne02 btbd17 btbdh_human btb/poz domain-containing protein 17 (galectin-3-binding protein-like)   	False
A6NE52	Other / unclassified	Other / unclassified	WDR97	WDR97_HUMAN	WD repeat-containing protein 97; ; WD repeat-containing protein 97	Name: WDR97; Synonyms: KIAA1875;			a6ne52 wdr97 wdr97_human wd repeat-containing protein 97; ; wd repeat-containing protein 97 name: wdr97; synonyms: kiaa1875;  	False
A6NE82	Other / unclassified	Other / unclassified	MBD3L3	MB3L3_HUMAN	Methyl-CpG-binding domain protein 3-like 3 (MBD3-like protein 3)				a6ne82 mbd3l3 mb3l3_human methyl-cpg-binding domain protein 3-like 3 (mbd3-like protein 3)   	False
A6NED2	Other / unclassified	Other / unclassified	RCCD1	RCCD1_HUMAN	RCC1 domain-containing protein 1		Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II ; Regulator of chromosome condensation, RCC1 IPR009091 ; IPR000408 homologous_superfamily ; repeat		a6ned2 rccd1 rccd1_human rcc1 domain-containing protein 1  regulator of chromosome condensation 1/beta-lactamase-inhibitor protein ii ; regulator of chromosome condensation, rcc1 ipr009091 ; ipr000408 homologous_superfamily ; repeat 	True
A6NEE1	Other / unclassified	Other / unclassified	PLEKHD1	PLHD1_HUMAN	Pleckstrin homology domain-containing family D member 1 (PH domain-containing family D member 1)				a6nee1 plekhd1 plhd1_human pleckstrin homology domain-containing family d member 1 (ph domain-containing family d member 1)   	False
A6NEK1	Other / unclassified	Other / unclassified	ARRDC5	ARRD5_HUMAN	Arrestin domain-containing protein 5; ; Arrestin domain-containing protein 5	Name: ARRDC5;			a6nek1 arrdc5 arrd5_human arrestin domain-containing protein 5; ; arrestin domain-containing protein 5 name: arrdc5;  	False
A6NEQ2	Other / unclassified	Other / unclassified	FAM181B	F181B_HUMAN	Protein FAM181B; ; Protein FAM181B	Name: FAM181B;			a6neq2 fam181b f181b_human protein fam181b; ; protein fam181b name: fam181b;  	False
A6NEV1	Other / unclassified	Other / unclassified	PRR23A	PR23A_HUMAN	Proline-rich protein 23A				a6nev1 prr23a pr23a_human proline-rich protein 23a   	False
A6NFA0	Other / unclassified	Other / unclassified	SPATA31F3	S31F3_HUMAN	Protein SPATA31F3; ; Protein SPATA31F3 (Protein FAM205C)	Name: SPATA31F3; Synonyms: FAM205C, FAM205CP;			a6nfa0 spata31f3 s31f3_human protein spata31f3; ; protein spata31f3 (protein fam205c) name: spata31f3; synonyms: fam205c, fam205cp;  	False
A6NFE3	Other / unclassified	Other / unclassified	EFCAB10	EFC10_HUMAN	EF-hand calcium-binding domain-containing protein 10				a6nfe3 efcab10 efc10_human ef-hand calcium-binding domain-containing protein 10   	False
A6NFH5	Other / unclassified	Other / unclassified	FABP12	FBP12_HUMAN	Fatty acid-binding protein 12				a6nfh5 fabp12 fbp12_human fatty acid-binding protein 12   	False
A6NFK2	Other / unclassified	Other / unclassified	GRXCR2	GRCR2_HUMAN	Glutaredoxin domain-containing cysteine-rich protein 2 (GRXCR1-like protein) (Glutaredoxin domain-containing cysteine-rich protein 1-like protein)				a6nfk2 grxcr2 grcr2_human glutaredoxin domain-containing cysteine-rich protein 2 (grxcr1-like protein) (glutaredoxin domain-containing cysteine-rich protein 1-like protein)   	False
A6NFR6	Other / unclassified	Other / unclassified	SPATA31J1	S31J1_HUMAN	Protein SPATA31J1				a6nfr6 spata31j1 s31j1_human protein spata31j1   	False
A6NFU0	Other / unclassified	Other / unclassified	FAM187A	F187A_HUMAN	Ig-like V-type domain-containing protein FAM187A				a6nfu0 fam187a f187a_human ig-like v-type domain-containing protein fam187a   	False
A6NFU8	Other / unclassified	Other / unclassified	PGPEP1L	PGPIL_HUMAN	Pyroglutamyl-peptidase 1-like protein (EC 3.4.19.-)				a6nfu8 pgpep1l pgpil_human pyroglutamyl-peptidase 1-like protein (ec 3.4.19.-)   	False
A6NFZ4	Other / unclassified	Other / unclassified	FAM24A	FA24A_HUMAN	Protein FAM24A				a6nfz4 fam24a fa24a_human protein fam24a   	False
A6NGC4	Other / unclassified	Other / unclassified	TLCD2	TLCD2_HUMAN	TLC domain-containing protein 2				a6ngc4 tlcd2 tlcd2_human tlc domain-containing protein 2   	False
A6NGE4	Other / unclassified	Other / unclassified	DCAF8L1	DC8L1_HUMAN	DDB1- and CUL4-associated factor 8-like protein 1 (WD repeat-containing protein 42B)				a6nge4 dcaf8l1 dc8l1_human ddb1- and cul4-associated factor 8-like protein 1 (wd repeat-containing protein 42b)   	False
A6NGH8	Other / unclassified	Other / unclassified	ANKRD61	ANR61_HUMAN	Ankyrin repeat domain-containing protein 61				a6ngh8 ankrd61 anr61_human ankyrin repeat domain-containing protein 61   	False
A6NGJ6	Other / unclassified	Other / unclassified	TRIM64	TRI64_HUMAN	Tripartite motif-containing protein 64				a6ngj6 trim64 tri64_human tripartite motif-containing protein 64   	False
A6NGN9	Other / unclassified	Other / unclassified	IGLON5	IGLO5_HUMAN	IgLON family member 5				a6ngn9 iglon5 iglo5_human iglon family member 5   	False
A6NGQ2	Other / unclassified	Other / unclassified	OOEP	OOEP_HUMAN	Oocyte-expressed protein homolog (KH homology domain-containing protein 2) (Oocyte- and embryo-specific protein 19) (hOEP19)				a6ngq2 ooep ooep_human oocyte-expressed protein homolog (kh homology domain-containing protein 2) (oocyte- and embryo-specific protein 19) (hoep19)   	False
A6NGS2	Other / unclassified	Other / unclassified	ERICH4	ERIC4_HUMAN	Glutamate-rich protein 4				a6ngs2 erich4 eric4_human glutamate-rich protein 4   	False
A6NGY1	Other / unclassified	Other / unclassified	FRG2C	FRG2C_HUMAN	Protein FRG2-like-2 (FSHD region gene 2 protein family member C) (HSA3-FRG2)				a6ngy1 frg2c frg2c_human protein frg2-like-2 (fshd region gene 2 protein family member c) (hsa3-frg2)   	False
A6NH21	Other / unclassified	Other / unclassified	SERINC4	SERC4_HUMAN	Serine incorporator 4				a6nh21 serinc4 serc4_human serine incorporator 4   	False
A6NHL2	Other / unclassified	Other / unclassified	TUBAL3	TBAL3_HUMAN	Tubulin alpha chain-like 3; ; Tubulin alpha chain-like 3 (EC 3.6.5.-)	Name: TUBAL3;			a6nhl2 tubal3 tbal3_human tubulin alpha chain-like 3; ; tubulin alpha chain-like 3 (ec 3.6.5.-) name: tubal3;  	False
A6NHN0	Other / unclassified	Other / unclassified	OTOL1	OTOL1_HUMAN	Otolin-1 precursor; ; Otolin-1	Name: OTOL1;			a6nhn0 otol1 otol1_human otolin-1 precursor; ; otolin-1 name: otol1;  	False
A6NHP3	Other / unclassified	Other / unclassified	SPDYE2B	SPE2B_HUMAN	Speedy protein E2B				a6nhp3 spdye2b spe2b_human speedy protein e2b   	False
A6NHS7	Other / unclassified	Other / unclassified	MANSC4	MANS4_HUMAN	MANSC domain-containing protein 4				a6nhs7 mansc4 mans4_human mansc domain-containing protein 4   	False
A6NHX0	Other / unclassified	Other / unclassified	CASTOR2	CAST2_HUMAN	Cytosolic arginine sensor for mTORC1 subunit 2 (Cellular arginine sensor for mTORC1 protein 2) (GATS-like protein 2)				a6nhx0 castor2 cast2_human cytosolic arginine sensor for mtorc1 subunit 2 (cellular arginine sensor for mtorc1 protein 2) (gats-like protein 2)   	False
A6NHY2	Other / unclassified	Other / unclassified	ANKDD1B	AKD1B_HUMAN	Ankyrin repeat and death domain-containing protein 1B				a6nhy2 ankdd1b akd1b_human ankyrin repeat and death domain-containing protein 1b   	False
A6NHZ5	Other / unclassified	Other / unclassified	LRRC14B	LR14B_HUMAN	Leucine-rich repeat-containing protein 14B				a6nhz5 lrrc14b lr14b_human leucine-rich repeat-containing protein 14b   	False
A6NI03	Other / unclassified	Other / unclassified	TRIM64B	TR64B_HUMAN	Tripartite motif-containing protein 64B				a6ni03 trim64b tr64b_human tripartite motif-containing protein 64b   	False
A6NI15	Other / unclassified	Other / unclassified	MSGN1	MSGN1_HUMAN	Mesogenin-1 (Paraxial mesoderm-specific mesogenin1) (pMesogenin1) (pMsgn1)				a6ni15 msgn1 msgn1_human mesogenin-1 (paraxial mesoderm-specific mesogenin1) (pmesogenin1) (pmsgn1)   	False
A6NI87	Other / unclassified	Other / unclassified	CBY3	CBY3_HUMAN	Sperm annulus positioning complex subunit Chibby3				a6ni87 cby3 cby3_human sperm annulus positioning complex subunit chibby3   	False
A6NIH7	Other / unclassified	Other / unclassified	UNC119B	U119B_HUMAN	Protein unc-119 homolog B; ; Protein unc-119 homolog B	Name: UNC119B;			a6nih7 unc119b u119b_human protein unc-119 homolog b; ; protein unc-119 homolog b name: unc119b;  	False
A6NIJ5	Other / unclassified	Other / unclassified	FAM90A20	F90AK_HUMAN	Protein FAM90A20 (Protein FAM90A20P)				a6nij5 fam90a20 f90ak_human protein fam90a20 (protein fam90a20p)   	False
A6NIK2	Other / unclassified	Other / unclassified	LRRC10B	LR10B_HUMAN	Leucine-rich repeat-containing protein 10B				a6nik2 lrrc10b lr10b_human leucine-rich repeat-containing protein 10b   	False
A6NIM6	Other / unclassified	Other / unclassified	SLC15A5	S15A5_HUMAN	Solute carrier family 15 member 5				a6nim6 slc15a5 s15a5_human solute carrier family 15 member 5   	False
A6NIN4	Other / unclassified	Other / unclassified	RNF227	RN227_HUMAN	RING finger protein 227 (Long intergenic non-protein coding RNA 2581)				a6nin4 rnf227 rn227_human ring finger protein 227 (long intergenic non-protein coding rna 2581)   	False
A6NIV6	Other / unclassified	Other / unclassified	LRRIQ4	LRIQ4_HUMAN	Leucine-rich repeat and IQ domain-containing protein 4; ; Leucine-rich repeat and IQ domain-containing protein 4 (Leucine-rich repeat-containing protein 64)	Name: LRRIQ4; Synonyms: LRRC64;			a6niv6 lrriq4 lriq4_human leucine-rich repeat and iq domain-containing protein 4; ; leucine-rich repeat and iq domain-containing protein 4 (leucine-rich repeat-containing protein 64) name: lrriq4; synonyms: lrrc64;  	False
A6NIY4	Other / unclassified	Other / unclassified	SPDYE5	SPDE5_HUMAN	Speedy protein E5				a6niy4 spdye5 spde5_human speedy protein e5   	False
A6NIZ1	Other / unclassified	Other / unclassified	RAP1BL	RP1BL_HUMAN	Ras-related protein Rap-1b-like protein (EC 3.6.5.2)				a6niz1 rap1bl rp1bl_human ras-related protein rap-1b-like protein (ec 3.6.5.2)   	False
A6NJ08	Other / unclassified	Other / unclassified	MBD3L5	MB3L5_HUMAN	Methyl-CpG-binding domain protein 3-like 5 (MBD3-like protein 5)				a6nj08 mbd3l5 mb3l5_human methyl-cpg-binding domain protein 3-like 5 (mbd3-like protein 5)   	False
A6NJ69	Other / unclassified	Other / unclassified	IGIP	IGIP_HUMAN	IgA-inducing protein homolog				a6nj69 igip igip_human iga-inducing protein homolog   	False
A6NJB7	Other / unclassified	Other / unclassified	PRR19	PRR19_HUMAN	Proline-rich protein 19; ; Proline-rich protein 19	Name: PRR19;			a6njb7 prr19 prr19_human proline-rich protein 19; ; proline-rich protein 19 name: prr19;  	False
A6NJI9	Other / unclassified	Other / unclassified	LRRC72	LRC72_HUMAN	Leucine-rich repeat-containing protein 72				a6nji9 lrrc72 lrc72_human leucine-rich repeat-containing protein 72   	False
A6NJQ4	Other / unclassified	Other / unclassified	FAM90A8	F90A8_HUMAN	Protein FAM90A8				a6njq4 fam90a8 f90a8_human protein fam90a8   	False
A6NJW4	Other / unclassified	Other / unclassified	LRRC3C	LRR3C_HUMAN	Leucine-rich repeat-containing protein 3C				a6njw4 lrrc3c lrr3c_human leucine-rich repeat-containing protein 3c   	False
A6NK02	Other / unclassified	Other / unclassified	TRIM75	TRI75_HUMAN	Tripartite motif-containing protein 75; ; Tripartite motif-containing protein 75	Name: TRIM75; Synonyms: TRIM75P;			a6nk02 trim75 tri75_human tripartite motif-containing protein 75; ; tripartite motif-containing protein 75 name: trim75; synonyms: trim75p;  	False
