canonical_UniProtAC	functional_class_broad	functional_class_subclass	substrate_genename	UniProtID	protein_name	genename	interpro_annotation_text	interpro_domain_classes	annotation_text	is_arg_methyl_protein
A0A1B0GTU2	Other / unclassified	Other / unclassified	CTXND1	CTXD1_HUMAN	Cortexin domain-containing 1 protein				a0a1b0gtu2 ctxnd1 ctxd1_human cortexin domain-containing 1 protein   	False
A0A1B0GTW7	Other / unclassified	Other / unclassified	CIROP	CIROP_HUMAN	Ciliated left-right organizer metallopeptidase (EC 3.4.24.-) (Leishmanolysin-like peptidase 2)				a0a1b0gtw7 cirop cirop_human ciliated left-right organizer metallopeptidase (ec 3.4.24.-) (leishmanolysin-like peptidase 2)   	False
A0A1B0GTY4	Other / unclassified	Other / unclassified	TEX50	TEX50_HUMAN	Testis-expressed protein 50				a0a1b0gty4 tex50 tex50_human testis-expressed protein 50   	False
A0A1B0GU33	Other / unclassified	Other / unclassified	TEX53	TEX53_HUMAN	Testis-expressed protein 53				a0a1b0gu33 tex53 tex53_human testis-expressed protein 53   	False
A0A1B0GUA7	Other / unclassified	Other / unclassified	TEX51	TEX51_HUMAN	Testis-expressed protein 51				a0a1b0gua7 tex51 tex51_human testis-expressed protein 51   	False
A0A1B0GUJ8	Other / unclassified	Other / unclassified	PNMA8C	PNM8C_HUMAN	Paraneoplastic antigen-like protein 8C				a0a1b0guj8 pnma8c pnm8c_human paraneoplastic antigen-like protein 8c   	False
A0A1B0GUQ0	Other / unclassified	Other / unclassified	FAM236A	F236A_HUMAN	Protein FAM236A				a0a1b0guq0 fam236a f236a_human protein fam236a   	False
A0A1B0GUV7	Other / unclassified	Other / unclassified	TEX48	TEX48_HUMAN	Testis-expressed protein 48				a0a1b0guv7 tex48 tex48_human testis-expressed protein 48   	False
A0A1B0GUY1	Other / unclassified	Other / unclassified	MARCOL	MRCOL_HUMAN	MARCO-like protein				a0a1b0guy1 marcol mrcol_human marco-like protein   	False
A0A1B0GV22	Other / unclassified	Other / unclassified	FAM236B	F236B_HUMAN	Protein FAM236B				a0a1b0gv22 fam236b f236b_human protein fam236b   	False
A0A1B0GV85	Other / unclassified	Other / unclassified	REELD1	RELD1_HUMAN	Reelin domain-containing protein 1				a0a1b0gv85 reeld1 reld1_human reelin domain-containing protein 1   	False
A0A1B0GV90	Other / unclassified	Other / unclassified	CTXND2	CTXD2_HUMAN	Cortexin domain containing 2				a0a1b0gv90 ctxnd2 ctxd2_human cortexin domain containing 2   	False
A0A1B0GV96	Other / unclassified	Other / unclassified	CHD9NB	CHD9N_HUMAN	CHD9 neighbor protein				a0a1b0gv96 chd9nb chd9n_human chd9 neighbor protein   	False
A0A1B0GVD1	Other / unclassified	Other / unclassified	FAM237B	F237B_HUMAN	Protein FAM237B				a0a1b0gvd1 fam237b f237b_human protein fam237b   	False
A0A1B0GVG6	Other / unclassified	Other / unclassified	TEX54	TEX54_HUMAN	Testis-expressed protein 54				a0a1b0gvg6 tex54 tex54_human testis-expressed protein 54   	False
A0A1B0GVH4	Signaling / enzymes	Other / unclassified	PRSS51	PRS51_HUMAN	Serine protease-like protein 51				a0a1b0gvh4 prss51 prs51_human serine protease-like protein 51   	False
A0A1B0GVH7	Other / unclassified	Other / unclassified	IQCM	IQCM_HUMAN	IQ domain-containing protein M				a0a1b0gvh7 iqcm iqcm_human iq domain-containing protein m   	False
A0A1B0GVK7	Other / unclassified	Other / unclassified	FAM240A	F240A_HUMAN	Protein FAM240A				a0a1b0gvk7 fam240a f240a_human protein fam240a   	False
A0A1B0GVM5	Other / unclassified	Other / unclassified	ETDC	ETDC_HUMAN	Embryonic testis differentiation protein homolog C				a0a1b0gvm5 etdc etdc_human embryonic testis differentiation protein homolog c   	False
A0A1B0GVQ0	Other / unclassified	Other / unclassified	SPAAR	SPAR_HUMAN	Small regulatory polypeptide of amino acid response				a0a1b0gvq0 spaar spar_human small regulatory polypeptide of amino acid response   	False
A0A1B0GVR7	Other / unclassified	Other / unclassified	FAM240C	F240C_HUMAN	Protein FAM240C				a0a1b0gvr7 fam240c f240c_human protein fam240c   	False
A0A1B0GVX0	Other / unclassified	Other / unclassified	LITAFD	LITAD_HUMAN	LITAF domain-containing protein (LITAF-like protein)				a0a1b0gvx0 litafd litad_human litaf domain-containing protein (litaf-like protein)   	False
A0A1B0GVZ2	Other / unclassified	Other / unclassified	FAM240B	F240B_HUMAN	Protein FAM240B				a0a1b0gvz2 fam240b f240b_human protein fam240b   	False
A0A1B0GVZ6	Other / unclassified	Other / unclassified	MBD3L2B	MB3LB_HUMAN	Methyl-CpG-binding domain protein 3-like 2B				a0a1b0gvz6 mbd3l2b mb3lb_human methyl-cpg-binding domain protein 3-like 2b   	False
A0A1B0GW35	Cytoplasmic / trafficking / cytoskeleton	Other / unclassified	EXOC1L	EXC1L_HUMAN	Exocyst complex component 1-like				a0a1b0gw35 exoc1l exc1l_human exocyst complex component 1-like   	False
A0A1B0GWH6	Other / unclassified	Other / unclassified	LASP1NB	LSP1N_HUMAN	LASP1 neighbor protein (Long intergenic non-protein coding RNA 672)				a0a1b0gwh6 lasp1nb lsp1n_human lasp1 neighbor protein (long intergenic non-protein coding rna 672)   	False
A0A1B0GWK0	Other / unclassified	Other / unclassified	PVALEF	PVLEF_HUMAN	Parvalbumin-like EF-hand-containing protein				a0a1b0gwk0 pvalef pvlef_human parvalbumin-like ef-hand-containing protein   	False
A0A1W2PP97	Other / unclassified	Other / unclassified	THSD8	THSD8_HUMAN	Thrombospondin type-1 domain-containing protein 8				a0a1w2pp97 thsd8 thsd8_human thrombospondin type-1 domain-containing protein 8   	False
A0A1W2PPG7	Other / unclassified	Other / unclassified	GNG14	GBG14_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-14				a0a1w2ppg7 gng14 gbg14_human guanine nucleotide-binding protein g(i)/g(s)/g(o) subunit gamma-14   	False
A0A1W2PPJ5	Signaling / enzymes	Other / unclassified	CRBN				Lon protease, N-terminal domain superfamily ; PUA-like superfamily ; Lon protease, N-terminal domain ; CULT domain ; Yippee/Mis18/Cereblon IPR046336 ; IPR015947 ; IPR003111 ; IPR034750 ; IPR004910 homologous_superfamily ; domain		a0a1w2ppj5 crbn    lon protease, n-terminal domain superfamily ; pua-like superfamily ; lon protease, n-terminal domain ; cult domain ; yippee/mis18/cereblon ipr046336 ; ipr015947 ; ipr003111 ; ipr034750 ; ipr004910 homologous_superfamily ; domain 	True
A0A1W2PQ72	Chromatin / transcription	Other / unclassified	MSANTD7	MSD7_HUMAN	Myb/SANT-like DNA-binding domain-containing protein 7				a0a1w2pq72 msantd7 msd7_human myb/sant-like dna-binding domain-containing protein 7   	False
A0A1W2PR48	Other / unclassified	Other / unclassified	TLE7	TLE7_HUMAN	Transducin-like enhancer protein 7				a0a1w2pr48 tle7 tle7_human transducin-like enhancer protein 7   	False
A0A1W2PR82	Other / unclassified	Other / unclassified	PERCC1	PERC1_HUMAN	Protein PERCC1 (Proline and glutamage-rich protein with a coiled coil domain)				a0a1w2pr82 percc1 perc1_human protein percc1 (proline and glutamage-rich protein with a coiled coil domain)   	False
A0A1W2PR95	Membrane / receptor / extracellular	Other / unclassified	IGBP1C	IGB1C_HUMAN	Immunoglobulin-binding protein 1 family member C				a0a1w2pr95 igbp1c igb1c_human immunoglobulin-binding protein 1 family member c   	False
A0A2R8Y619	Chromatin / transcription	Other / unclassified	H2BK1	H2BK1_HUMAN	Histone H2B type 2-K1 (Histone H2B type 2-E1)				a0a2r8y619 h2bk1 h2bk1_human histone h2b type 2-k1 (histone h2b type 2-e1)   	False
A0A2R8Y7Y5	Other / unclassified	Other / unclassified	CIST1	CIST1_HUMAN	Protein CIST1 (Colon intestine and stomach enriched-protein 1)				a0a2r8y7y5 cist1 cist1_human protein cist1 (colon intestine and stomach enriched-protein 1)   	False
A0A2R8YF49	Other / unclassified	Other / unclassified	ARHGEF5				Rho guanine nucleotide exchange factor 5/35, N-terminal ; Dbl homology (DH) domain superfamily ; Dbl homology domain ; Ephexin-like, PH domain ; PH-like domain superfamily ; Pleckstrin homology domain ; SH3-like domain superfamily ; SH3 domain IPR029212 ; IPR035899 ; IPR000219 ; IPR047270 ; IPR011993 ; IPR001849 ; IPR036028 ; IPR001452 domain ; homologous_superfamily		a0a2r8yf49 arhgef5    rho guanine nucleotide exchange factor 5/35, n-terminal ; dbl homology (dh) domain superfamily ; dbl homology domain ; ephexin-like, ph domain ; ph-like domain superfamily ; pleckstrin homology domain ; sh3-like domain superfamily ; sh3 domain ipr029212 ; ipr035899 ; ipr000219 ; ipr047270 ; ipr011993 ; ipr001849 ; ipr036028 ; ipr001452 domain ; homologous_superfamily 	True
A0A3B3IRV3	Other / unclassified	Other / unclassified	MCTS2	MCTS2_HUMAN	Malignant T-cell-amplified sequence 2				a0a3b3irv3 mcts2 mcts2_human malignant t-cell-amplified sequence 2   	False
A0A3B3IT33	Other / unclassified	Other / unclassified	TRIM51G	TR51G_HUMAN	Tripartite motif-containing protein 51G				a0a3b3it33 trim51g tr51g_human tripartite motif-containing protein 51g   	False
A0A3B3IU63	Chromatin / transcription	Other / unclassified	H2AL3	H2AL3_HUMAN	Histone H2A-like 3 (H2A.L.3)				a0a3b3iu63 h2al3 h2al3_human histone h2a-like 3 (h2a.l.3)   	False
A0A411D538	Other / unclassified	Other / unclassified	SCPPPQ1	SCPPQ_HUMAN	Secretory calcium-binding phosphoprotein proline- and glutamine-rich 1				a0a411d538 scpppq1 scppq_human secretory calcium-binding phosphoprotein proline- and glutamine-rich 1   	False
A0A494C086	Other / unclassified	Other / unclassified	SPDYE21	SPD21_HUMAN	Speedy protein E21				a0a494c086 spdye21 spd21_human speedy protein e21   	False
A0A494C0N9	Other / unclassified	Other / unclassified	FAM246B	F246B_HUMAN	Protein FAM246B				a0a494c0n9 fam246b f246b_human protein fam246b   	False
A0A494C0Y3	Other / unclassified	Other / unclassified	FAM246A	F246A_HUMAN	Protein FAM246A				a0a494c0y3 fam246a f246a_human protein fam246a   	False
A0A494C0Z2	Other / unclassified	Other / unclassified	SPDYE13	SPD13_HUMAN	Speedy protein E13				a0a494c0z2 spdye13 spd13_human speedy protein e13   	False
A0A494C103	Other / unclassified	Other / unclassified	SPADH	SPADH_HUMAN	CUB domain-containing protein				a0a494c103 spadh spadh_human cub domain-containing protein   	False
A0A494C191	Other / unclassified	Other / unclassified	SPDYE9	SPD9_HUMAN	Speedy protein E9				a0a494c191 spdye9 spd9_human speedy protein e9   	False
A0A5F9ZHS7	Other / unclassified	Other / unclassified	NFILZ	NFILZ_HUMAN	NFIL3 like protein (NFIL3 like basic leucine zipper)				a0a5f9zhs7 nfilz nfilz_human nfil3 like protein (nfil3 like basic leucine zipper)   	False
A0A6I8PU40	Other / unclassified	Other / unclassified	TUG1	TUG1_HUMAN	Taurine up-regulated 1 protein				a0a6i8pu40 tug1 tug1_human taurine up-regulated 1 protein   	False
A0A7I2V3R4	Other / unclassified	Other / unclassified	RNF228	RN228_HUMAN	RING finger protein 228				a0a7i2v3r4 rnf228 rn228_human ring finger protein 228   	False
A0A7P0TBJ1	Other / unclassified	Other / unclassified	HAPSTR2	HAPR2_HUMAN	HUWE1-associated protein modifying stress responses 2				a0a7p0tbj1 hapstr2 hapr2_human huwe1-associated protein modifying stress responses 2   	False
A0A804HLA8	Other / unclassified	Other / unclassified	GNG5B	GBG5B_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5B				a0a804hla8 gng5b gbg5b_human guanine nucleotide-binding protein g(i)/g(s)/g(o) subunit gamma-5b   	False
A0A8V8TMC4	Other / unclassified	Other / unclassified	CCNYL1B	CYL1B_HUMAN	Cyclin-Y-like protein 1B				a0a8v8tmc4 ccnyl1b cyl1b_human cyclin-y-like protein 1b   	False
A0A8V8TNH8	Other / unclassified	Other / unclassified	FAM90A11	F90AB_HUMAN	Protein FAM90A11				a0a8v8tnh8 fam90a11 f90ab_human protein fam90a11   	False
A0A8V8TPE2	Other / unclassified	Other / unclassified	FAM90A3	F90A3_HUMAN	Protein FAM90A3				a0a8v8tpe2 fam90a3 f90a3_human protein fam90a3   	False
A0AVI2	Other / unclassified	Other / unclassified	FER1L5	FR1L5_HUMAN	Fer-1-like protein 5				a0avi2 fer1l5 fr1l5_human fer-1-like protein 5   	False
A0FGR9	Other / unclassified	Other / unclassified	ESYT3	ESYT3_HUMAN	Extended synaptotagmin-3 (E-Syt3) (Chr3Syt)				a0fgr9 esyt3 esyt3_human extended synaptotagmin-3 (e-syt3) (chr3syt)   	False
A0JP26	Other / unclassified	Other / unclassified	POTEB3	POTB3_HUMAN	POTE ankyrin domain family member B3				a0jp26 poteb3 potb3_human pote ankyrin domain family member b3   	False
A0M8Q6	Membrane / receptor / extracellular	Other / unclassified	IGLC7	IGLC7_HUMAN	Immunoglobulin lambda constant 7 (Ig lambda-7 chain C region)				a0m8q6 iglc7 iglc7_human immunoglobulin lambda constant 7 (ig lambda-7 chain c region)   	False
A0MZ66	Other / unclassified	Other / unclassified	SHTN1 ; KIAA1598	SHOT1_HUMAN	Shootin-1; ; Shootin-1 (Shootin1)	Name: SHTN1; Synonyms: KIAA1598;			a0mz66 shtn1 ; kiaa1598 shot1_human shootin-1; ; shootin-1 (shootin1) name: shtn1; synonyms: kiaa1598;  	True
A0PG75	Other / unclassified	Other / unclassified	PLSCR5	PLS5_HUMAN	Phospholipid scramblase family member 5				a0pg75 plscr5 pls5_human phospholipid scramblase family member 5   	False
A0PJW8	Other / unclassified	Other / unclassified	DAPL1	DAPL1_HUMAN	Death-associated protein-like 1 (Early epithelial differentiation-associated protein)				a0pjw8 dapl1 dapl1_human death-associated protein-like 1 (early epithelial differentiation-associated protein)   	False
A0PJX2	Other / unclassified	Other / unclassified	TLDC2	TLDC2_HUMAN	TLD domain-containing protein 2 (TBC/LysM-associated domain-containing protein 2)				a0pjx2 tldc2 tldc2_human tld domain-containing protein 2 (tbc/lysm-associated domain-containing protein 2)   	False
A0PJX4	Other / unclassified	Other / unclassified	SHISA3	SHSA3_HUMAN	Protein shisa-3 homolog				a0pjx4 shisa3 shsa3_human protein shisa-3 homolog   	False
A0PK11	Other / unclassified	Other / unclassified	CLRN2	CLRN2_HUMAN	Clarin-2				a0pk11 clrn2 clrn2_human clarin-2   	False
A1E959	Other / unclassified	Other / unclassified	ODAM	ODAM_HUMAN	Odontogenic ameloblast-associated protein (Apin)				a1e959 odam odam_human odontogenic ameloblast-associated protein (apin)   	False
A1IGU5	Other / unclassified	Other / unclassified	ARHGEF37	ARH37_HUMAN	Rho guanine nucleotide exchange factor 37; ; Rho guanine nucleotide exchange factor 37	Name: ARHGEF37;			a1igu5 arhgef37 arh37_human rho guanine nucleotide exchange factor 37; ; rho guanine nucleotide exchange factor 37 name: arhgef37;  	False
A1KXE4	Other / unclassified	Other / unclassified	FAM168B	F168B_HUMAN	Myelin-associated neurite-outgrowth inhibitor; ; Myelin-associated neurite-outgrowth inhibitor (Mani) (p20)	Name: FAM168B; Synonyms: KIAA0280L, MANI;			a1kxe4 fam168b f168b_human myelin-associated neurite-outgrowth inhibitor; ; myelin-associated neurite-outgrowth inhibitor (mani) (p20) name: fam168b; synonyms: kiaa0280l, mani;  	True
A1L0T0	Other / unclassified	Other / unclassified	ILVBL ; HACL2	HACL2_HUMAN	2-hydroxyacyl-CoA lyase 2; ; 2-hydroxyacyl-CoA lyase 2 (EC 4.1.2.-) (Acetolactate synthase-like protein) (IlvB-like protein)	Name: ILVBL; Synonyms: AHAS, HACL2;			a1l0t0 ilvbl ; hacl2 hacl2_human 2-hydroxyacyl-coa lyase 2; ; 2-hydroxyacyl-coa lyase 2 (ec 4.1.2.-) (acetolactate synthase-like protein) (ilvb-like protein) name: ilvbl; synonyms: ahas, hacl2;  	False
A1L157	Other / unclassified	Other / unclassified	TSPAN11	TSN11_HUMAN	Tetraspanin-11 (Tspan-11)				a1l157 tspan11 tsn11_human tetraspanin-11 (tspan-11)   	False
A1L162	Other / unclassified	Other / unclassified	ERICH2	ERIC2_HUMAN	Glutamate-rich protein 2				a1l162 erich2 eric2_human glutamate-rich protein 2   	False
A1L190	Other / unclassified	Other / unclassified	SYCE3	SYCE3_HUMAN	Synaptonemal complex central element protein 3 (Testis highly expressed gene 2 protein) (THEG-2)				a1l190 syce3 syce3_human synaptonemal complex central element protein 3 (testis highly expressed gene 2 protein) (theg-2)   	False
A1L1A6	Membrane / receptor / extracellular	Other / unclassified	IGSF23	IGS23_HUMAN	Immunoglobulin superfamily member 23				a1l1a6 igsf23 igs23_human immunoglobulin superfamily member 23   	False
A1L390	Other / unclassified	Other / unclassified	PLEKHG3	PKHG3_HUMAN	Pleckstrin homology domain-containing family G member 3; ; Pleckstrin homology domain-containing family G member 3 (PH domain-containing family G member 3)	Name: PLEKHG3; Synonyms: KIAA0599;	Dbl homology (DH) domain superfamily ; Dbl homology domain ; PKHG1/2/3, pleckstrin homology domain ; PH-like domain superfamily ; Pleckstrin homology domain ; SOS1/NGEF-like, PH domain IPR035899 ; IPR000219 ; IPR043324 ; IPR011993 ; IPR001849 ; IPR055251 homologous_superfamily ; domain		a1l390 plekhg3 pkhg3_human pleckstrin homology domain-containing family g member 3; ; pleckstrin homology domain-containing family g member 3 (ph domain-containing family g member 3) name: plekhg3; synonyms: kiaa0599; dbl homology (dh) domain superfamily ; dbl homology domain ; pkhg1/2/3, pleckstrin homology domain ; ph-like domain superfamily ; pleckstrin homology domain ; sos1/ngef-like, ph domain ipr035899 ; ipr000219 ; ipr043324 ; ipr011993 ; ipr001849 ; ipr055251 homologous_superfamily ; domain 	True
A1L443	Other / unclassified	Other / unclassified	NUTM2F	NTM2F_HUMAN	NUT family member 2F				a1l443 nutm2f ntm2f_human nut family member 2f   	False
A1L453	Signaling / enzymes	Other / unclassified	PRSS38	PRS38_HUMAN	Serine protease 38 (EC 3.4.21.-) (Marapsin-2)				a1l453 prss38 prs38_human serine protease 38 (ec 3.4.21.-) (marapsin-2)   	False
A1L4K1	Other / unclassified	Other / unclassified	FSD2	FSD2_HUMAN	Fibronectin type III and SPRY domain-containing protein 2 (SPRY domain-containing protein 1)				a1l4k1 fsd2 fsd2_human fibronectin type iii and spry domain-containing protein 2 (spry domain-containing protein 1)   	False
A1L4L8	Other / unclassified	Other / unclassified	PLAC8L1	PL8L1_HUMAN	PLAC8-like protein 1				a1l4l8 plac8l1 pl8l1_human plac8-like protein 1   	False
A2A2Y4	Other / unclassified	Other / unclassified	FRMD3	FRMD3_HUMAN	FERM domain-containing protein 3 (Band 4.1-like protein 4O) (Ovary type protein 4.1) (4.1O)				a2a2y4 frmd3 frmd3_human ferm domain-containing protein 3 (band 4.1-like protein 4o) (ovary type protein 4.1) (4.1o)   	False
A2A2Z9	Other / unclassified	Other / unclassified	ANKRD18B	AN18B_HUMAN	Ankyrin repeat domain-containing protein 18B				a2a2z9 ankrd18b an18b_human ankyrin repeat domain-containing protein 18b   	False
A2A368	Other / unclassified	Other / unclassified	MAGEB16	MAGBG_HUMAN	Melanoma-associated antigen B16 (MAGE-B16 antigen)				a2a368 mageb16 magbg_human melanoma-associated antigen b16 (mage-b16 antigen)   	False
A2AJT9	Other / unclassified	Other / unclassified	BCLAF3	BCLA3_HUMAN	BCLAF1 and THRAP3 family member 3; ; BCLAF1 and THRAP3 family member 3 (Transient octamer binding factor 1) (TOBF1)	Name: BCLAF3; Synonyms: CXorf23;			a2ajt9 bclaf3 bcla3_human bclaf1 and thrap3 family member 3; ; bclaf1 and thrap3 family member 3 (transient octamer binding factor 1) (tobf1) name: bclaf3; synonyms: cxorf23;  	False
A2CJ06	Other / unclassified	Other / unclassified	DYTN	DYTN_HUMAN	Dystrotelin				a2cj06 dytn dytn_human dystrotelin   	False
A2NJV5	Membrane / receptor / extracellular	Other / unclassified	IGKV2-29	KV229_HUMAN	Immunoglobulin kappa variable 2-29				a2njv5 igkv2-29 kv229_human immunoglobulin kappa variable 2-29   	False
A2RRH5	Other / unclassified	Other / unclassified	WDR27	WDR27_HUMAN	WD repeat-containing protein 27; ; WD repeat-containing protein 27	Name: WDR27;			a2rrh5 wdr27 wdr27_human wd repeat-containing protein 27; ; wd repeat-containing protein 27 name: wdr27;  	False
A2RRP1	Other / unclassified	Other / unclassified	NBAS	NBAS_HUMAN	NBAS subunit of NRZ tethering complex; ; NBAS subunit of NRZ tethering complex (Neuroblastoma-amplified gene protein) (Neuroblastoma-amplified sequence)	Name: NBAS; Synonyms: NAG;			a2rrp1 nbas nbas_human nbas subunit of nrz tethering complex; ; nbas subunit of nrz tethering complex (neuroblastoma-amplified gene protein) (neuroblastoma-amplified sequence) name: nbas; synonyms: nag;  	False
