canonical_UniProtAC	functional_class_broad	functional_class_subclass	substrate_genename	UniProtID	protein_name	genename	interpro_annotation_text	interpro_domain_classes	annotation_text	is_arg_methyl_protein
A0A096LNH7	Membrane / receptor / extracellular	Membrane / receptor / extracellular	PCDHB6	A0A096LNH7_HUMAN	Protocadherin beta 6;	Name: PCDHB6;			a0a096lnh7 pcdhb6 a0a096lnh7_human protocadherin beta 6; name: pcdhb6;  	False
A0A096LNP1	Membrane / receptor / extracellular	Other / unclassified	DEFB131B	D131B_HUMAN	Beta-defensin 131B (Defensin, beta 131)				a0a096lnp1 defb131b d131b_human beta-defensin 131b (defensin, beta 131)   	False
A0A096LNW5	Other / unclassified	Other / unclassified	NOTCH2NLR	NT2NR_HUMAN	Notch homolog 2 N-terminal-like protein R (NOTCH2NL-related)				a0a096lnw5 notch2nlr nt2nr_human notch homolog 2 n-terminal-like protein r (notch2nl-related)   	False
A0A096LP01	Membrane / receptor / extracellular	Membrane / receptor / extracellular	SMIM26	SIM26_HUMAN	Small integral membrane protein 26				a0a096lp01 smim26 sim26_human small integral membrane protein 26   	False
A0A096LP44	Cytoplasmic / trafficking / cytoskeleton;Signaling / enzymes	Cytoskeleton / trafficking;Signaling / enzymes	RAB7B				P-loop containing nucleoside triphosphate hydrolase ; Small GTP-binding domain IPR027417 ; IPR005225 homologous_superfamily ; domain Catalytic enzyme domain	Catalytic enzyme domain	a0a096lp44 rab7b    p-loop containing nucleoside triphosphate hydrolase ; small gtp-binding domain ipr027417 ; ipr005225 homologous_superfamily ; domain catalytic enzyme domain catalytic enzyme domain	True
A0A096LP49	Cytoplasmic / trafficking / cytoskeleton	Junction / polarity / scaffold	CCDC187	CC187_HUMAN	Coiled-coil domain-containing protein 187				a0a096lp49 ccdc187 cc187_human coiled-coil domain-containing protein 187   	False
A0A096LP55	Mitochondrial / metabolism	Mitochondrial / metabolic enzymes	UQCRHL	QCR6L_HUMAN	Cytochrome b-c1 complex subunit 6-like, mitochondrial precursor; ; Cytochrome b-c1 complex subunit 6-like, mitochondrial	Name: UQCRHL;			a0a096lp55 uqcrhl qcr6l_human cytochrome b-c1 complex subunit 6-like, mitochondrial precursor; ; cytochrome b-c1 complex subunit 6-like, mitochondrial name: uqcrhl;  	False
A0A096LPI5	Poorly characterized / specialized	Poorly characterized / specialized	CCDC28A-AS1	GVQW2_HUMAN	Putative uncharacterized protein CCDC28A-AS1 (GVQW motif-containing protein 2)				a0a096lpi5 ccdc28a-as1 gvqw2_human putative uncharacterized protein ccdc28a-as1 (gvqw motif-containing protein 2)   	False
A0A096LPK9	Membrane / receptor / extracellular	Membrane / receptor / extracellular	OR4N4C	ORN4C_HUMAN	Olfactory receptor 4N4C				a0a096lpk9 or4n4c orn4c_human olfactory receptor 4n4c   	False
A0A0A0MQV9	Chromatin / transcription	Chromatin writers / remodelers	SETD1B						a0a0a0mqv9 setd1b     	True
A0A0A0MRA3	Signaling / enzymes	Signaling / enzymes	TTN	A0A0A0MRA3_HUMAN	Titin;	Name: TTN;			a0a0a0mra3 ttn a0a0a0mra3_human titin; name: ttn;  	False
A0A0A0MRF6	Cell cycle / centrosome / spindle;Cytoplasmic / trafficking / cytoskeleton;Nuclear scaffold / pore / lamina;Signaling / enzymes	Cell cycle / centrosome / spindle;Cytoskeleton / trafficking;Nuclear scaffold / pore / lamina;Signaling / enzymes	AKAP9				ELK domain ; AKAP9/Pericentrin, N-terminal coiled coil domain ; A-kinase anchor protein 9, C-terminal domain ; Pericentrin/AKAP-450 centrosomal targeting domain IPR005539 ; IPR060216 ; IPR060214 ; IPR019528 domain Catalytic enzyme domain	Catalytic enzyme domain	a0a0a0mrf6 akap9    elk domain ; akap9/pericentrin, n-terminal coiled coil domain ; a-kinase anchor protein 9, c-terminal domain ; pericentrin/akap-450 centrosomal targeting domain ipr005539 ; ipr060216 ; ipr060214 ; ipr019528 domain catalytic enzyme domain catalytic enzyme domain	True
A0A0A0MRF9	Signaling / enzymes	Signaling / enzymes	PLCG2						a0a0a0mrf9 plcg2     	True
A0A0A0MRJ6	Signaling / enzymes	Signaling / enzymes	PCMT1						a0a0a0mrj6 pcmt1     	True
A0A0A0MRM9	RNA-binding / RNP;Translation / ribosome / biogenesis	Nucleolar / ribosome biogenesis	NOLC1				Srp40, C-terminal IPR007718 domain		a0a0a0mrm9 nolc1    srp40, c-terminal ipr007718 domain 	True
A0A0A0MRZ7	Membrane / receptor / extracellular	Other / unclassified	IGKV2D-26	KVD26_HUMAN	Immunoglobulin kappa variable 2D-26				a0a0a0mrz7 igkv2d-26 kvd26_human immunoglobulin kappa variable 2d-26   	False
A0A0A0MRZ8	Membrane / receptor / extracellular	Other / unclassified	IGKV3D-11	KVD11_HUMAN	Immunoglobulin kappa variable 3D-11				a0a0a0mrz8 igkv3d-11 kvd11_human immunoglobulin kappa variable 3d-11   	False
A0A0A0MRZ9	Membrane / receptor / extracellular	Other / unclassified	IGLV5-52	LV552_HUMAN	Immunoglobulin lambda variable 5-52				a0a0a0mrz9 iglv5-52 lv552_human immunoglobulin lambda variable 5-52   	False
A0A0A0MS00	Membrane / receptor / extracellular	Other / unclassified	IGLV3-32	LV332_HUMAN	Probable non-functional immunoglobulin lambda variable 3-32				a0a0a0ms00 iglv3-32 lv332_human probable non-functional immunoglobulin lambda variable 3-32   	False
A0A0A0MS01	Membrane / receptor / extracellular	Membrane / receptor / extracellular	TRGV10	TVG10_HUMAN	Probable non-functional T cell receptor gamma variable 10				a0a0a0ms01 trgv10 tvg10_human probable non-functional t cell receptor gamma variable 10   	False
A0A0A0MS02	Membrane / receptor / extracellular	Membrane / receptor / extracellular	TRGV1	TRGV1_HUMAN	Probable non-functional T cell receptor gamma variable				a0a0a0ms02 trgv1 trgv1_human probable non-functional t cell receptor gamma variable   	False
A0A0A0MS03	Membrane / receptor / extracellular	Membrane / receptor / extracellular	TRBV5-3	TVB53_HUMAN	Probable non-functional T cell receptor beta variable 5-3				a0a0a0ms03 trbv5-3 tvb53_human probable non-functional t cell receptor beta variable 5-3   	False
A0A0A0MS04	Membrane / receptor / extracellular	Membrane / receptor / extracellular	TRBV6-7	TVB67_HUMAN	Probable non-functional T cell receptor beta variable 6-7				a0a0a0ms04 trbv6-7 tvb67_human probable non-functional t cell receptor beta variable 6-7   	False
A0A0A0MS05	Membrane / receptor / extracellular	Membrane / receptor / extracellular	TRBV5-7	TVB57_HUMAN	Probable non-functional T cell receptor beta variable 5-7				a0a0a0ms05 trbv5-7 tvb57_human probable non-functional t cell receptor beta variable 5-7   	False
A0A0A0MS06	Membrane / receptor / extracellular	Membrane / receptor / extracellular	TRBV23-1	TVB23_HUMAN	Probable non-functional T cell receptor beta variable 23-1				a0a0a0ms06 trbv23-1 tvb23_human probable non-functional t cell receptor beta variable 23-1   	False
A0A0A0MS14	Membrane / receptor / extracellular	Other / unclassified	IGHV1-45	HV145_HUMAN	Immunoglobulin heavy variable 1-45				a0a0a0ms14 ighv1-45 hv145_human immunoglobulin heavy variable 1-45   	False
A0A0A0MS15	Membrane / receptor / extracellular	Other / unclassified	IGHV3-49	HV349_HUMAN	Immunoglobulin heavy variable 3-49				a0a0a0ms15 ighv3-49 hv349_human immunoglobulin heavy variable 3-49   	False
A0A0A0MS59	Chromatin / transcription	Chromatin writers / remodelers	SRCAP						a0a0a0ms59 srcap     	True
A0A0A0MSJ9	Signaling / enzymes	Signaling / enzymes	RASA2						a0a0a0msj9 rasa2     	True
A0A0A0MSK4	DNA repair / genome maintenance	DNA repair / DDR	GPSM1				Tetratricopeptide-like helical domain superfamily ; Tetratricopeptide repeat IPR011990 ; IPR019734 homologous_superfamily ; repeat		a0a0a0msk4 gpsm1    tetratricopeptide-like helical domain superfamily ; tetratricopeptide repeat ipr011990 ; ipr019734 homologous_superfamily ; repeat 	True
A0A0A0MSS8	Signaling / enzymes	Signaling / enzymes	AKR1C3				NAD(P)-dependent oxidoreductase domain superfamily ; NADP-dependent oxidoreductase domain IPR036812 ; IPR023210 homologous_superfamily ; domain Catalytic enzyme domain	Catalytic enzyme domain	a0a0a0mss8 akr1c3    nad(p)-dependent oxidoreductase domain superfamily ; nadp-dependent oxidoreductase domain ipr036812 ; ipr023210 homologous_superfamily ; domain catalytic enzyme domain catalytic enzyme domain	True
A0A0A0MT33	RNA-binding / RNP	RRM / KH RBPs;mRNA processing / export / 3'-end	SCAF8				ENTH/VHS ; CID domain ; Nucleotide-binding alpha-beta plait domain superfamily ; RNA-binding domain superfamily ; SCAF8, RNA recognition motif ; RNA recognition motif domain IPR008942 ; IPR006569 ; IPR012677 ; IPR035979 ; IPR034370 ; IPR000504 homologous_superfamily ; domain RRM / KH RNA-binding	RRM / KH RNA-binding	a0a0a0mt33 scaf8    enth/vhs ; cid domain ; nucleotide-binding alpha-beta plait domain superfamily ; rna-binding domain superfamily ; scaf8, rna recognition motif ; rna recognition motif domain ipr008942 ; ipr006569 ; ipr012677 ; ipr035979 ; ipr034370 ; ipr000504 homologous_superfamily ; domain rrm / kh rna-binding rrm / kh rna-binding	True
A0A0A0MT36	Membrane / receptor / extracellular	Other / unclassified	IGKV6D-21	KVD21_HUMAN	Immunoglobulin kappa variable 6D-21				a0a0a0mt36 igkv6d-21 kvd21_human immunoglobulin kappa variable 6d-21   	False
A0A0A0MT70	Membrane / receptor / extracellular	Membrane / receptor / extracellular	TRBJ2-6	TJB26_HUMAN	T cell receptor beta joining 2-6				a0a0a0mt70 trbj2-6 tjb26_human t cell receptor beta joining 2-6   	False
A0A0A0MT76	Membrane / receptor / extracellular	Other / unclassified	IGLJ1	LJ01_HUMAN	Immunoglobulin lambda joining 1				a0a0a0mt76 iglj1 lj01_human immunoglobulin lambda joining 1   	False
A0A0A0MT78	Membrane / receptor / extracellular	Membrane / receptor / extracellular	TRBJ2-7	TJB27_HUMAN	T cell receptor beta joining 2-7				a0a0a0mt78 trbj2-7 tjb27_human t cell receptor beta joining 2-7   	False
A0A0A0MT87	Membrane / receptor / extracellular	Membrane / receptor / extracellular	TRBJ2-4	TJB24_HUMAN	T cell receptor beta joining 2-4				a0a0a0mt87 trbj2-4 tjb24_human t cell receptor beta joining 2-4   	False
A0A0A0MT89	Membrane / receptor / extracellular	Other / unclassified	IGKJ1	KJ01_HUMAN	Immunoglobulin kappa joining 1				a0a0a0mt89 igkj1 kj01_human immunoglobulin kappa joining 1   	False
A0A0A0MT94	Membrane / receptor / extracellular	Membrane / receptor / extracellular	TRBJ2-2	TJB22_HUMAN	T cell receptor beta joining 2-2				a0a0a0mt94 trbj2-2 tjb22_human t cell receptor beta joining 2-2   	False
A0A0A0MTA4	Membrane / receptor / extracellular	Membrane / receptor / extracellular	TRBJ2-5	TJB25_HUMAN	T cell receptor beta joining 2-5				a0a0a0mta4 trbj2-5 tjb25_human t cell receptor beta joining 2-5   	False
A0A0A0MTA7	Membrane / receptor / extracellular	Membrane / receptor / extracellular	TRBJ2-1	TJB21_HUMAN	T cell receptor beta joining 2-1				a0a0a0mta7 trbj2-1 tjb21_human t cell receptor beta joining 2-1   	False
A0A0A0MTB8	RNA-binding / RNP;Translation / ribosome / biogenesis	Nucleolar / ribosome biogenesis	WDR36						a0a0a0mtb8 wdr36     	True
A0A0A0MTK1	Chromatin / transcription	DNA-binding transcription factors / developmental regulators	ZNF211	A0A0A0MTK1_HUMAN	Zinc finger protein 211;	Name: ZNF211;			a0a0a0mtk1 znf211 a0a0a0mtk1_human zinc finger protein 211; name: znf211;  	False
A0A0A0MTR7	Chromatin / transcription;Signaling / enzymes	Chromatin readers;Signaling / enzymes	RNF213				P-loop containing nucleoside triphosphate hydrolase ; AAA+ ATPase domain ; Zinc finger, RING/FYVE/PHD-type ; Zinc finger, RING-type ; Zinc finger, C3HC4 RING-type ; Zinc finger, RZ-type IPR027417 ; IPR003593 ; IPR013083 ; IPR001841 ; IPR018957 ; IPR046439 homologous_superfamily ; domain Catalytic enzyme domain; Chromatin reader	Catalytic enzyme domain; Chromatin reader	a0a0a0mtr7 rnf213    p-loop containing nucleoside triphosphate hydrolase ; aaa+ atpase domain ; zinc finger, ring/fyve/phd-type ; zinc finger, ring-type ; zinc finger, c3hc4 ring-type ; zinc finger, rz-type ipr027417 ; ipr003593 ; ipr013083 ; ipr001841 ; ipr018957 ; ipr046439 homologous_superfamily ; domain catalytic enzyme domain; chromatin reader catalytic enzyme domain; chromatin reader	True
A0A0A6YYC5	Membrane / receptor / extracellular	Membrane / receptor / extracellular	TRAV14DV4	TVA14_HUMAN	T cell receptor alpha variable 14/delta variable 4				a0a0a6yyc5 trav14dv4 tva14_human t cell receptor alpha variable 14/delta variable 4   	False
A0A0A6YYD4	Membrane / receptor / extracellular	Membrane / receptor / extracellular	TRBV13	TVB13_HUMAN	T cell receptor beta variable 13				a0a0a6yyd4 trbv13 tvb13_human t cell receptor beta variable 13   	False
A0A0A6YYG2	Membrane / receptor / extracellular	Membrane / receptor / extracellular	TRBV6-6	TVB66_HUMAN	T cell receptor beta variable 6-6				a0a0a6yyg2 trbv6-6 tvb66_human t cell receptor beta variable 6-6   	False
A0A0A6YYG3	Membrane / receptor / extracellular	Membrane / receptor / extracellular	TRBV6-8	TVB68_HUMAN	T cell receptor beta variable 6-8				a0a0a6yyg3 trbv6-8 tvb68_human t cell receptor beta variable 6-8   	False
A0A0A6YYJ7	Membrane / receptor / extracellular	Membrane / receptor / extracellular	TRAV8-3	TVA83_HUMAN	T cell receptor alpha variable 8-3				a0a0a6yyj7 trav8-3 tva83_human t cell receptor alpha variable 8-3   	False
A0A0A6YYK1	Membrane / receptor / extracellular	Membrane / receptor / extracellular	TRAV8-1	TVA81_HUMAN	T cell receptor alpha variable 8-1				a0a0a6yyk1 trav8-1 tva81_human t cell receptor alpha variable 8-1   	False
A0A0A6YYK4	Membrane / receptor / extracellular	Membrane / receptor / extracellular	TRBV7-1	TVB71_HUMAN	Probable non-functional T cell receptor beta variable 7-1				a0a0a6yyk4 trbv7-1 tvb71_human probable non-functional t cell receptor beta variable 7-1   	False
A0A0A6YYK6	Membrane / receptor / extracellular	Membrane / receptor / extracellular	TRAV16	TVA16_HUMAN	T cell receptor alpha variable 16				a0a0a6yyk6 trav16 tva16_human t cell receptor alpha variable 16   	False
A0A0A6YYK7	Membrane / receptor / extracellular	Membrane / receptor / extracellular	TRAV19	TVA19_HUMAN	T cell receptor alpha variable 19 (T-cell receptor alpha chain V region HPB-MLT)				a0a0a6yyk7 trav19 tva19_human t cell receptor alpha variable 19 (t-cell receptor alpha chain v region hpb-mlt)   	False
A0A0A6YYL3	Other / unclassified	Other / unclassified	POTEB	POTEB_HUMAN	POTE ankyrin domain family member B (ANKRD26-like family B member 1) (Prostate, ovary, testis-expressed protein on chromosome 15) (POTE-15)				a0a0a6yyl3 poteb poteb_human pote ankyrin domain family member b (ankrd26-like family b member 1) (prostate, ovary, testis-expressed protein on chromosome 15) (pote-15)   	False
A0A0A6YYL4	Membrane / receptor / extracellular;Mitochondrial / metabolism	Membrane / receptor / extracellular;Mitochondrial / metabolic enzymes	PAM16	A0A0A6YYL4_HUMAN	Coronin;	Name: PAM16; Synonyms: CORO7-PAM16;			a0a0a6yyl4 pam16 a0a0a6yyl4_human coronin; name: pam16; synonyms: coro7-pam16;  	False
A0A0B4J1U3	Membrane / receptor / extracellular	Other / unclassified	IGLV1-36	LV136_HUMAN	Immunoglobulin lambda variable 1-36				a0a0b4j1u3 iglv1-36 lv136_human immunoglobulin lambda variable 1-36   	False
A0A0B4J1U4	Membrane / receptor / extracellular	Membrane / receptor / extracellular	TRGV5	TRGV5_HUMAN	T cell receptor gamma variable 5				a0a0b4j1u4 trgv5 trgv5_human t cell receptor gamma variable 5   	False
A0A0B4J1U6	Membrane / receptor / extracellular	Membrane / receptor / extracellular	TRBV9	TVB9_HUMAN	T cell receptor beta variable 9				a0a0b4j1u6 trbv9 tvb9_human t cell receptor beta variable 9   	False
A0A0B4J1U7	Membrane / receptor / extracellular	Other / unclassified	IGHV6-1	HV601_HUMAN	Immunoglobulin heavy variable 6-1				a0a0b4j1u7 ighv6-1 hv601_human immunoglobulin heavy variable 6-1   	False
A0A0B4J1V0	Membrane / receptor / extracellular	Other / unclassified	IGHV3-15	HV315_HUMAN	Immunoglobulin heavy variable 3-15				a0a0b4j1v0 ighv3-15 hv315_human immunoglobulin heavy variable 3-15   	False
A0A0B4J1V1	Membrane / receptor / extracellular	Other / unclassified	IGHV3-21	HV321_HUMAN	Immunoglobulin heavy variable 3-21				a0a0b4j1v1 ighv3-21 hv321_human immunoglobulin heavy variable 3-21   	False
A0A0B4J1V2	Membrane / receptor / extracellular	Other / unclassified	IGHV2-26	HV226_HUMAN	Immunoglobulin heavy variable 2-26				a0a0b4j1v2 ighv2-26 hv226_human immunoglobulin heavy variable 2-26   	False
A0A0B4J1V6	Membrane / receptor / extracellular	Other / unclassified	IGHV3-73	HV373_HUMAN	Immunoglobulin heavy variable 3-73				a0a0b4j1v6 ighv3-73 hv373_human immunoglobulin heavy variable 3-73   	False
A0A0B4J1V7	Membrane / receptor / extracellular	Other / unclassified	IGHV7-81	HV781_HUMAN	Probable non-functional immunoglobulin heavy variable 7-81				a0a0b4j1v7 ighv7-81 hv781_human probable non-functional immunoglobulin heavy variable 7-81   	False
A0A0B4J1W7	Cytoplasmic / trafficking / cytoskeleton;Nuclear scaffold / pore / lamina	Cytoskeleton / trafficking;Nuclear scaffold / pore / lamina	NPIPA9	NPIA9_HUMAN	Nuclear pore complex-interacting protein family member A9				a0a0b4j1w7 npipa9 npia9_human nuclear pore complex-interacting protein family member a9   	False
A0A0B4J1X5	Membrane / receptor / extracellular	Other / unclassified	IGHV3-74	HV374_HUMAN	Immunoglobulin heavy variable 3-74				a0a0b4j1x5 ighv3-74 hv374_human immunoglobulin heavy variable 3-74   	False
A0A0B4J1X8	Membrane / receptor / extracellular	Other / unclassified	IGHV3-43	HV343_HUMAN	Immunoglobulin heavy variable 3-43				a0a0b4j1x8 ighv3-43 hv343_human immunoglobulin heavy variable 3-43   	False
A0A0B4J1Y8	Membrane / receptor / extracellular	Other / unclassified	IGLV9-49	LV949_HUMAN	Immunoglobulin lambda variable 9-49 precursor; ; Immunoglobulin lambda variable 9-49	Name: IGLV9-49;			a0a0b4j1y8 iglv9-49 lv949_human immunoglobulin lambda variable 9-49 precursor; ; immunoglobulin lambda variable 9-49 name: iglv9-49;  	False
A0A0B4J1Y9	Membrane / receptor / extracellular	Other / unclassified	IGHV3-72	HV372_HUMAN	Immunoglobulin heavy variable 3-72				a0a0b4j1y9 ighv3-72 hv372_human immunoglobulin heavy variable 3-72   	False
A0A0B4J1Z2	Membrane / receptor / extracellular	Other / unclassified	IGKV1D-43	KVD43_HUMAN	Immunoglobulin kappa variable 1D-43				a0a0b4j1z2 igkv1d-43 kvd43_human immunoglobulin kappa variable 1d-43   	False
A0A0B4J200	Membrane / receptor / extracellular	Membrane / receptor / extracellular	TRBJ2-3	TJB23_HUMAN	T cell receptor beta joining 2-3				a0a0b4j200 trbj2-3 tjb23_human t cell receptor beta joining 2-3   	False
A0A0B4J234	Membrane / receptor / extracellular	Membrane / receptor / extracellular	TRAV2	TVA2_HUMAN	T cell receptor alpha variable 2				a0a0b4j234 trav2 tva2_human t cell receptor alpha variable 2   	False
A0A0B4J235	Membrane / receptor / extracellular	Membrane / receptor / extracellular	TRAV13-2	TVAM2_HUMAN	T cell receptor alpha variable 13-2				a0a0b4j235 trav13-2 tvam2_human t cell receptor alpha variable 13-2   	False
